pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y
496.551364,535.873451,456.491898,641.528320,770.496620,753.662547,686.232178,825.244163
498.270000,537.870000,455.250000,643.620000,770.480000,757.850000,685.890000,825.180000
499.550000,539.210000,453.970000,644.680000,769.940000,762.670000,681.140000,832.910000
500.490000,540.360000,451.900000,645.960000,768.870000,767.220000,677.950000,835.650000
500.120000,541.670000,448.960000,647.380000,767.760000,770.760000,674.210000,839.890000
498.780000,543.190000,445.460000,649.160000,766.010000,774.360000,670.690000,842.850000
495.600000,545.770000,440.320000,652.130000,763.990000,776.860000,666.740000,844.650000
491.130000,549.290000,435.010000,655.160000,762.050000,778.620000,662.410000,846.500000
486.200000,552.210000,429.140000,658.030000,759.520000,780.040000,657.550000,847.740000
480.410000,555.550000,422.730000,660.880000,756.210000,781.270000,652.410000,849.010000
474.300000,558.420000,416.080000,663.540000,752.700000,782.300000,646.680000,849.800000
467.430000,561.230000,409.290000,666.090000,748.500000,783.280000,640.560000,850.720000
460.690000,563.750000,402.660000,668.070000,743.610000,784.330000,634.620000,851.790000
454.240000,565.240000,396.120000,669.270000,738.010000,785.690000,628.230000,853.160000
447.700000,566.180000,389.650000,670.350000,731.790000,787.140000,621.190000,854.250000
440.710000,567.100000,382.610000,671.120000,725.490000,788.230000,614.040000,854.780000
433.610000,567.520000,376.050000,671.680000,718.750000,788.610000,607.060000,855.200000
426.690000,567.070000,369.530000,671.210000,711.630000,789.070000,599.890000,855.900000
419.750000,565.810000,363.350000,670.390000,704.270000,789.300000,592.950000,856.070000
412.450000,564.750000,357.000000,669.590000,696.820000,789.030000,585.810000,855.670000
404.910000,563.330000,350.800000,668.550000,689.330000,788.040000,578.890000,854.840000
397.940000,561.610000,344.790000,667.010000,682.470000,786.750000,571.730000,853.480000
392.020000,559.020000,339.080000,665.160000,676.060000,785.570000,565.340000,851.630000
386.650000,556.690000,333.820000,663.150000,670.640000,784.080000,559.270000,849.780000
381.650000,554.110000,329.150000,661.360000,665.710000,782.280000,554.460000,848.290000
377.940000,551.790000,325.540000,659.420000,661.900000,780.630000,549.790000,846.840000
375.600000,548.760000,322.670000,657.130000,659.190000,778.820000,546.860000,845.080000
374.190000,546.070000,320.610000,654.900000,657.640000,777.050000,544.460000,843.320000
373.740000,543.700000,319.120000,653.090000,657.450000,774.980000,543.050000,841.960000
374.230000,541.760000,318.660000,651.270000,658.450000,773.070000,543.000000,840.590000
375.980000,539.760000,319.120000,649.470000,660.560000,771.000000,543.470000,838.830000
378.990000,537.760000,320.260000,647.920000,663.510000,769.390000,544.490000,837.190000
382.680000,535.720000,322.070000,646.150000,667.260000,768.110000,546.640000,836.220000
387.100000,534.100000,324.480000,644.670000,671.660000,767.100000,549.340000,835.380000
392.130000,532.560000,327.260000,643.580000,676.580000,766.260000,552.520000,834.840000
397.880000,531.310000,330.500000,642.400000,682.710000,765.070000,556.380000,834.340000
404.250000,529.960000,334.270000,641.330000,689.010000,764.110000,560.100000,834.080000
410.820000,529.050000,338.200000,640.520000,695.030000,763.740000,564.190000,833.670000
417.300000,528.190000,342.100000,640.010000,701.630000,763.460000,568.450000,832.790000
423.900000,527.960000,346.080000,639.390000,708.470000,763.390000,573.080000,832.120000
430.220000,527.810000,350.080000,639.100000,714.920000,763.150000,577.720000,831.890000
436.900000,527.510000,354.020000,638.800000,721.420000,763.240000,582.070000,832.100000
443.430000,526.910000,357.930000,638.180000,728.030000,763.050000,586.270000,832.310000
449.380000,526.700000,361.680000,638.040000,734.270000,762.970000,590.870000,832.820000
454.670000,526.380000,364.760000,637.920000,739.880000,762.580000,594.890000,832.580000
459.710000,526.130000,367.650000,637.570000,745.270000,762.030000,598.650000,831.910000
464.260000,525.540000,370.350000,636.650000,750.460000,761.410000,601.850000,831.020000
468.750000,524.380000,372.830000,635.350000,754.900000,760.340000,604.550000,829.900000
