pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
310.65402,808.910561,338.200717,890.979168
338.319621,810.113654,362.924828,893.561271
318.743524,241.862042,360.056531,304.182687
403.666575,776.24599,533.028993,869.738503
