cond,distBin,angleBin,heading,coord,angleBinSize,distBinSize
F0,0,2,0.9616511396617936,0.6999636467573017,30,1
F0,0,2,0.7632353660995914,0.8595211781628538,30,1
F0,0,2,0.6074840774810124,0.7555329512955032,30,1
F0,1,1,0.21561922734190064,0.7668818161206261,30,1
F0,1,0,0.33487200450944254,0.8310946561910516,30,1
F0,0,0,0.2828475520087622,0.796411478585056,30,1
F0,0,1,0.5222537831722773,0.8784044576489336,30,1
F0,0,2,0.7785530070525567,0.8085736022105728,30,1
F0,1,3,0.8836725492854426,0.9311040457064859,30,1
F0,1,3,0.6845368335836184,0.6857954573978966,30,1
F0,1,2,0.40475875361762603,0.896278370246895,30,1
F0,1,2,0.20901510860287886,0.8616923518747578,30,1
F0,1,1,0.38136866444448003,0.9174677145375877,30,1
F0,1,1,0.3479002181000378,0.9724885861494292,30,1
F0,0,0,0.3422283679397776,0.9084680415547249,30,1
F0,0,0,0.6891284683495752,0.9656955655769145,30,1
F0,0,1,0.8885224586683651,0.7678231703894406,30,1
F0,0,1,0.944115121550487,0.8388670041604466,30,1
F0,2,3,0.10404562209858137,0.9113478134629096,30,1
F0,2,3,0.5286227578897399,0.8641234142581053,30,1
F0,2,3,0.8809333989724886,0.6738335342202662,30,1
F0,2,3,0.9825994924499029,0.538849008640762,30,1
F0,2,3,0.750724172494607,0.8162043524541052,30,1
F0,2,3,0.788488691324217,0.7214284363216261,30,1
F0,2,4,0.6182471142863832,0.849088779892151,30,1
F0,2,4,0.3494994722762501,0.7352783016658424,30,1
F0,1,4,0.18850466800676913,0.8813894572537323,30,1
F0,1,2,0.03757830440461363,0.7074131520670721,30,1
F0,1,1,0.19057306218394465,0.8465056783708248,30,1
F0,1,1,0.27018590716607305,0.7497800497709073,30,1
F0,0,0,0.33250165431229795,0.8573495033653101,30,1
F0,0,0,0.2560127821000937,0.9595842352542928,30,1
F0,0,1,0.4233405571931924,0.9380032920322602,30,1
F0,0,3,0.26987243568483354,0.8575886277754367,30,1
F0,0,5,0.2548804896721766,0.7232214320251039,30,1
F0,0,5,0.1007748224162599,0.8216850064372281,30,1
F0,2,4,0.004843763005893065,0.8727402851875625,30,1
F0,2,3,0.30549924337078915,0.800624827147853,30,1
F0,2,3,0.6552524103462591,0.6765367977416332,30,1
F0,2,3,0.9234449183455408,0.7337668334591954,30,1
F0,1,3,0.7349024870081575,0.8338381542780205,30,1
F0,1,3,0.7447088976511793,0.7713008530839177,30,1
F0,1,3,0.43292509883047403,0.8661780474553604,30,1
F0,1,4,0.29183655662059205,0.8177970696150827,30,1
F0,1,4,0.10451013874042481,0.8407928316810241,30,1
F0,1,2,0.6779609109799253,0.649730046273637,30,1
F0,1,2,0.39655497634778225,0.9029309167252417,30,1
F0,1,1,0.06341457729056366,0.8160375452166801,30,1
F0,1,0,0.09679417602244156,0.6030938816217498,30,1
F0,1,0,0.19390999142625587,0.7308871917206371,30,1
F0,1,1,0.1724576039422745,0.8536022302717321,30,1
F0,1,2,0.510140421746643,0.8924024519466316,30,1
F0,1,2,0.6698385660797399,0.7435749536638173,30,1
F0,1,3,0.8550475123075694,0.8935976360892537,30,1
F0,1,3,0.7488114099186851,0.6969356536284217,30,1
F0,1,2,0.5325515638656163,0.7938439935056619,30,1
F0,1,2,0.7108131553868657,0.7148287897465042,30,1
F0,1,2,0.8816829346511122,0.7612250752490064,30,1
F0,1,2,0.5852449148463346,0.9152227266135063,30,1
F0,1,2,0.3693043227668059,0.7662840858663861,30,1
F0,1,3,0.042426411998139346,0.8731364636855643,30,1
F0,1,4,0.3546188439689697,0.6304645589860488,30,1
F0,1,4,0.6837190401966842,0.8723159290644902,30,1
F0,1,3,0.7228856939218247,0.9531509892793917,30,1
F0,0,3,0.6415233875180345,0.8877306112143379,30,1
F0,0,2,0.6015310311218666,0.7617282034959384,30,1
F0,0,1,0.8342505628974206,0.8358679046348151,30,1
F0,0,2,0.9869717864094049,0.8185003227564548,30,1
F0,0,2,0.9406191840689846,0.8710620172017333,30,1
F0,0,2,0.8331253148227022,0.8256648385582313,30,1
F0,0,2,0.8900305483841917,0.8820223312812734,30,1
F0,0,1,0.8277876708359297,0.9009379864996147,30,1
F0,2,3,0.06569676176037498,0.9149558374401741,30,1
F0,3,3,0.2918581239893314,0.9349802753782613,30,1
F0,3,3,0.488417476453501,0.8580103814120913,30,1
F0,3,3,0.1982187197918034,0.7026493487179051,30,1
F0,3,4,0.08559617700404953,0.9253848475388361,30,1
F0,2,4,0.07133624333297917,0.8610205060175202,30,1
F0,2,4,0.14050089745866057,0.8476341091150268,30,1
F0,1,5,0.12805247932880692,0.907175836467417,30,1
F0,1,5,0.07217721729221183,0.926908182982763,30,1
F0,0,2,0.0007705559335927648,0.8634369622060768,30,1
F0,0,0,0.04619157171646393,0.9220440085140318,30,1
F0,0,1,0.12233001535291455,0.9402084978959189,30,1
F0,0,2,0.4518791183458014,0.899220664892901,30,1
F0,0,3,0.40911521339046353,0.864567015981009,30,1
F0,0,5,0.2938118907980455,0.7562766596168584,30,1
F0,0,5,0.20787378114288912,0.8358773928957732,30,1
F0,1,4,0.03343349672473339,0.8424715574917048,30,1
F0,1,3,0.2171022731308172,0.8747921256646538,30,1
F0,2,4,0.04319262334409946,0.7903691851500176,30,1
F0,3,3,0.5422638772711978,0.908316955319245,30,1
F0,3,3,0.9522316671347533,0.9142118597983158,30,1
F0,3,3,0.2921743089963599,0.9235217712892764,30,1
F0,2,3,0.06977449151760007,0.8106367315581499,30,1
F0,2,4,0.02755644965994153,0.9211670536400021,30,1
F0,1,4,0.04482111799724864,0.8257374520960612,30,1
F0,1,5,0.07038956367314886,0.926332427414526,30,1
F0,1,5,0.011817311974132494,0.8978282484419156,30,1
F0,0,3,0.7163097713181316,0.9633983856258838,30,1
F0,0,2,0.633319610248191,0.8849184605249779,30,1
F0,0,0,0.32910134522842394,0.7960164204545038,30,1
F0,0,0,0.6875865966356578,0.758896260835711,30,1
F0,0,2,0.8590379869168133,0.8757571684554634,30,1
