,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X,Y,Z,Yaw Heading,Pitch Heading,Speed,TB_Frequency,Fish_Length
5,2021,07,07,06,N,Y,2,individual7,5,3.1351752530937254,2.1035579260352026,1.821868229851233,-2.720040294591876,1.0606143431712303,3.4941993290016544,3.872350559657061,3.2800171928560378
6,2021,07,07,06,N,Y,2,individual7,6,2.835667276898214,1.9251308094117106,1.7366852706554579,-2.767692657342919,1.1306657230646457,3.251632812303239,8.502024291497975,3.0960746264983614
7,2021,07,07,06,N,Y,2,individual7,7,2.624322235985301,1.7238698529299161,1.6223539182770876,-2.74240344501785,0.830241278400115,3.2051058560277865,3.2735685367264318,3.428277049119142
8,2021,07,07,06,N,Y,2,individual7,8,2.5136570077149782,1.732423855568389,0.9318449558970745,2.9134548200668036,1.9882356429990138,3.182744367726534,1.4285714285714284,2.860988960925509
9,2021,07,07,06,N,Y,2,individual7,9,2.42596461702468,1.826110377497803,0.21927458438067093,2.9235072950405603,1.9678923432567792,3.8471670528198176,4.560313828048382,3.1721147616615317
10,2021,07,07,06,N,Y,2,individual7,10,2.3085280046390433,1.9693784770219278,-0.4571365274354734,2.7945252137759513,1.6326625422976055,3.26039316998855,2.608695652173913,3.904648680104641
11,2021,07,07,06,N,Y,2,individual7,11,2.2389576552241155,2.1550272334016367,-0.8576826891157769,2.696025388404843,1.309889598035,2.8558046243932336,2.608695652173913,4.4697600653066925
12,2021,07,07,06,N,Y,2,individual7,12,,,,,,,2.608695652173913,
13,2021,07,07,06,N,Y,2,individual7,13,,,,,,,2.608695652173913,
14,2021,07,07,06,N,Y,2,individual7,14,,,,,,,2.608695652173913,
0,2021,07,07,06,N,Y,2,individual8,0,2.5632934658381012,3.242875057329102,0.7383879256281082,0.4002858297158358,1.730371103400694,4.2157496563819326,1.1111111111111112,1.740002870736008
1,2021,07,07,06,N,Y,2,individual8,1,3.098756322883318,3.284804259825637,0.7540041471922582,0.4400424302722604,1.677069374243435,3.6095881339844476,1.1111111111111112,2.2703627477619093
2,2021,07,07,06,N,Y,2,individual8,2,3.2561615868622713,3.3173960519506323,0.42097883479085707,1.8862125355587325,1.6650345126723591,2.7575059857647983,1.1111111111111112,3.1944715509894515
3,2021,07,07,06,N,Y,2,individual8,3,3.3141232064050103,3.3069870397818333,0.3492626334979917,2.1619790420327476,1.8583354133039764,2.67734254579652,6.852275616577675,3.719026916252831
4,2021,07,07,06,N,Y,2,individual8,4,3.230679808993116,3.3013795495014224,0.3839423299001187,2.6330664284391174,1.588688892743253,2.1462222471290073,0.6521739130434783,4.140076658784662
5,2021,07,07,06,N,Y,2,individual8,5,3.248435360874262,3.3032555919543594,0.4565264500805128,2.7811519715961115,1.5864974631382973,1.945324782225996,0.6521739130434783,4.25183976374398
6,2021,07,07,06,N,Y,2,individual8,6,3.399837174458577,3.3153730052894046,0.6843570436101222,2.4622143995217813,0.9495173005377908,2.613541531627768,0.6521739130434783,4.420672527867762
7,2021,07,07,06,N,Y,2,individual8,7,3.751978576228621,3.340721579380638,0.6743973633810322,1.577851452951857,1.3041323967969378,2.0382435946478794,0.6521739130434783,4.342235432466883
8,2021,07,07,06,N,Y,2,individual8,8,4.093831609861212,3.380220094865824,0.7029310900113992,1.3005617410457067,1.394229506424815,1.8446040555250078,0.6620374023514559,4.3415077213318645
9,2021,07,07,06,N,Y,2,individual8,9,4.357343006587248,3.4117457853284763,0.31898491886690755,1.543636407614554,2.213205095796524,3.7859381761359177,0.6896551724137933,4.303372847290672
10,2021,07,07,06,N,Y,2,individual8,10,4.243478669808647,3.3332376736507063,0.43554749953731947,2.620127724664817,1.5868324179565136,2.2747453063188137,0.6896551724137933,4.796181977424685
11,2021,07,07,06,N,Y,2,individual8,11,4.168703644834849,3.3299388683663835,0.39622183488130536,2.91237103430819,1.5244027687578727,2.693585960949005,0.6896551724137933,5.260172868539567
12,2021,07,07,06,N,Y,2,individual8,12,4.0655923897309,3.312591546370613,0.42382894805325844,2.964322982313178,1.5278007325279266,2.3524611697543953,0.6896551724137933,5.044662675862911
13,2021,07,07,06,N,Y,2,individual8,13,4.008433607786288,3.3483288846177595,0.38756246605869243,2.9267088726655532,1.5696219992705807,2.125067748026977,0.6896551724137933,5.011752695278775
14,2021,07,07,06,N,Y,2,individual8,14,,,,,,,0.6896551724137933,
0,2020,07,28,29,N,N,2,individual1,0,2.3146666627998647,1.6513478510883626,0.7603471829628657,-3.015835246167433,1.212228620624367,2.1890948694583456,2.8571428571428568,3.10593865163288
1,2020,07,28,29,N,N,2,individual1,1,2.2501382505158007,1.644246101135055,1.2921449336171111,3.118376900004883,1.5092661850373217,2.656550518030999,5.181134654818865,2.4751095919339487
2,2020,07,28,29,N,N,2,individual1,2,2.20070259807053,1.6360686724601952,1.4262358892985272,-3.123398831910991,1.3361899885181423,2.5648316576353016,5.454545454545454,2.4314603642574197
3,2020,07,28,29,N,N,2,individual1,3,,,,,,,5.454545454545454,9.264782798145216
4,2020,07,28,29,N,N,2,individual1,4,,,,,,,5.454545454545454,16.044138203328913
5,2020,07,28,29,N,N,2,individual1,5,,,,,,,5.454545454545454,14.10855008457385
6,2020,07,28,29,N,N,2,individual1,6,,,,,,,5.454545454545454,8.736683801348311
0,2020,07,28,29,N,N,2,individual2,0,2.343026485712845,1.4939673820547787,-0.9036048514716399,-2.6504199349536446,1.4988844676992872,2.692030392364,3.715170278637771,4.191962871234768
1,2020,07,28,29,N,N,2,individual2,1,2.217538919278104,1.4456627239788227,-0.6305468064911116,-2.858239349701356,1.0655825029800985,2.586912788662667,3.3900928792569656,4.444318046439295
2,2020,07,28,29,N,N,2,individual2,2,2.130342517551353,1.426793948026717,-0.3940126158154976,-3.004127252390051,0.8273797705250918,3.276379821375953,3.1578947368421053,4.570064043426548
3,2020,07,28,29,N,N,2,individual2,3,2.048026480989343,1.3354941727564904,1.3944210668667134,3.0848640482375393,1.2412113146363117,2.971538790859731,3.373205741626794,2.610529683423101
4,2020,07,28,29,N,N,2,individual2,4,1.9863677190794469,1.3400611200022652,2.1635516739155576,3.032459275782405,1.5449838784573104,2.585128560824995,2.7023091325150816,1.5536759743194868
5,2020,07,28,29,N,N,2,individual2,5,1.968242690425025,1.3788135774410728,2.601034951567638,3.023218777149401,1.4571580925270353,2.4156509120496588,2.608695652173913,1.240989276908691
6,2020,07,28,29,N,N,2,individual2,6,2.0217426823302542,1.3951671594272852,2.7008559465090105,3.0530480574090135,1.590450496335334,1.9820145335835775,3.333333333333334,1.059425656411153
0,2020,07,28,29,N,N,2,individual3,0,2.464140271378461,1.8325038560779758,1.569670666627635,3.0017861705872404,1.3072629633201078,2.0154958371524883,5.311004784688996,2.8230378469003288
1,2020,07,28,29,N,N,2,individual3,1,2.4782533376903895,1.8381910172599758,1.6282369413971258,3.037873699898438,1.2916955028768735,1.916146039575958,2.809295967190703,2.8682153826536965
2,2020,07,28,29,N,N,2,individual3,2,2.5176301049298018,1.8314374737572,1.7060416781724268,3.095106127932242,1.1339394508704785,2.1621968908713427,2.1631000578369,2.9711925865013646
3,2020,07,28,29,N,N,2,individual3,3,2.510556585444958,1.831351433117584,2.0834526819232524,3.1121998110248112,0.9528052471947969,2.432506565714875,1.5384615384615388,3.0415501424975266
4,2020,07,28,29,N,N,2,individual3,4,2.5481234787264277,1.8599794413860922,2.3444305440646103,3.0946803477788647,1.1468905083519487,2.123259463368258,1.7570850202429151,2.6702902341369175
5,2020,07,28,29,N,N,2,individual3,5,2.614584308447651,1.8697301136761482,2.6149785191476242,3.119165526656921,1.114979733987206,2.0739700425058096,2.0,2.481611906113876
6,2020,07,28,29,N,N,2,individual3,6,2.6680985375511956,1.8704672334496653,2.943737675758848,-3.1097016211559376,1.1135519387852588,2.329000892248648,3.5657894736842106,2.2366580571893575
0,2020,07,28,29,N,N,2,individual4,0,2.9544221882508896,1.570291221874674,-0.7558595950385872,-2.863141600861901,2.1338197582363243,2.171549652899471,2.1428571428571432,4.5693531571101405
