,Year,Month,Day,Trial,Abalation,Darkness,Flow,Fish,Tailbeat Num,Heading,Speed,TB_Frequency
5,2021,03,25,12,N,N,0,individual2,5,11.93715987948749,0.02622086951569019,3.602407778978238
6,2021,03,25,12,N,N,0,individual2,6,30.152199942725193,0.02569675487445086,1.9354838709677422
7,2021,03,25,12,N,N,0,individual2,7,59.82391486468011,0.021154005860836017,1.8813667232597624
8,2021,03,25,12,N,N,0,individual2,8,99.95780130493081,0.020490203393466012,2.382518796992481
9,2021,03,25,12,N,N,0,individual2,9,157.75775198411876,0.024204542609633273,2.966165413533835
10,2021,03,25,12,N,N,0,individual2,10,169.85269565841156,0.020774310386420743,1.5
11,2021,03,25,12,N,N,0,individual2,11,176.56057776323973,0.016210657750511285,2.0526315789473686
12,2021,03,25,12,N,N,0,individual2,12,-169.13597632127087,0.013570386706967174,2.439312567132116
13,2021,03,25,12,N,N,0,individual2,13,-166.29839526752374,0.012131517567610857,1.2244897959183672
14,2021,03,25,12,N,N,0,individual2,14,-169.4541669772765,0.0110116951960791,1.2244897959183672
15,2021,03,25,12,N,N,0,individual2,15,-166.29550976919415,0.009461893700657831,2.6491039629148054
0,2021,03,25,12,N,N,0,individual3,0,-179.17635636413107,0.022464589937314417,4.083484573502722
1,2021,03,25,12,N,N,0,individual3,1,-132.65049381830522,0.021074901425282167,1.0344827586206897
2,2021,03,25,12,N,N,0,individual3,2,-146.58423315578253,0.013330073113188443,1.0344827586206897
3,2021,03,25,12,N,N,0,individual3,3,-98.75704062048985,0.017735407988635498,1.4929792721367847
4,2021,03,25,12,N,N,0,individual3,4,-134.08340101997626,0.01173131973429642,1.5789473684210524
5,2021,03,25,12,N,N,0,individual3,5,-64.7548329306853,0.021363545383285488,1.5789473684210524
6,2021,03,25,12,N,N,0,individual3,6,-63.80642692579651,0.01318078734624752,1.5789473684210524
7,2021,03,25,12,N,N,0,individual3,7,1.885971008038245,0.01882991781282233,2.0538187574198656
8,2021,03,25,12,N,N,0,individual3,8,19.188951100628934,0.028028938728102443,1.906015037593985
9,2021,03,25,12,N,N,0,individual3,9,31.013454465092636,0.02310631429099577,1.5
10,2021,03,25,12,N,N,0,individual3,10,12.72623937935259,0.01831551038266613,2.0921052631578947
11,2021,03,25,12,N,N,0,individual3,11,-8.97289331966027,0.018654199941261714,4.276315789473684
12,2021,03,25,12,N,N,0,individual3,12,36.60905734110906,0.020492448832691756,2.3684210526315788
13,2021,03,25,12,N,N,0,individual3,13,35.89729418733498,0.017488409665760218,1.666666666666667
14,2021,03,25,12,N,N,0,individual3,14,,,1.9071873231465764
0,2021,03,25,12,N,N,0,individual4,0,-25.968624189552305,0.012800972091463634,2.5
1,2021,03,25,12,N,N,0,individual4,1,-9.038509925002185,0.01999545099941207,2.8684210526315788
2,2021,03,25,12,N,N,0,individual4,2,5.398709935411107,0.02860446520423485,2.732265446224256
3,2021,03,25,12,N,N,0,individual4,3,-0.2913420646019514,0.01748709817023756,2.608695652173913
4,2021,03,25,12,N,N,0,individual4,4,-8.039499392102794,0.016880879211871,2.639900145620969
5,2021,03,25,12,N,N,0,individual4,5,,,2.7033492822966507
6,2021,03,25,12,N,N,0,individual4,6,6.143599489901332,0.009293255715006322,2.5
7,2021,03,25,12,N,N,0,individual4,7,12.524310201090756,0.008516093902938268,2.2660818713450293
8,2021,03,25,12,N,N,0,individual4,8,-7.716229816064152,0.010350032896501967,1.7458798511430094
9,2021,03,25,12,N,N,0,individual4,9,-67.43457656433118,0.011627207734897702,1.0909090909090906
10,2021,03,25,12,N,N,0,individual4,10,,,1.0909090909090906
11,2021,03,25,12,N,N,0,individual4,11,,,3.73536989326463
12,2021,03,25,12,N,N,0,individual4,12,-171.75675229629863,0.012435262089883428,1.1538461538461537
13,2021,03,25,12,N,N,0,individual4,13,-155.839267056199,0.01153912167137624,1.1538461538461537
0,2021,03,25,12,N,N,0,individual5,0,-66.03580103308235,0.03000469221076923,1.6216216216216217
1,2021,03,25,12,N,N,0,individual5,1,-158.18425964935372,0.030936466750818358,1.6132949380702912
2,2021,03,25,12,N,N,0,individual5,2,-159.11130699695872,0.02337748810982942,1.4634146341463417
3,2021,03,25,12,N,N,0,individual5,3,-175.23798137603566,0.018747255759003337,1.4634146341463417
4,2021,03,25,12,N,N,0,individual5,4,,,0.8008413628841425
5,2021,03,25,12,N,N,0,individual5,5,,,0.7228915662650602
6,2021,03,25,12,N,N,0,individual5,6,173.65502229532663,0.020600824683463737,0.7228915662650602
7,2021,03,25,12,N,N,0,individual5,7,,,0.7228915662650602
8,2021,03,25,12,N,N,0,individual5,8,168.0858290235178,0.023910172602217537,1.3610980424243668
9,2021,03,25,12,N,N,0,individual5,9,,,1.9354838709677422
10,2021,03,25,12,N,N,0,individual5,10,-177.6698069056787,0.03193212048898715,3.8294661384644413
11,2021,03,25,12,N,N,0,individual5,11,-145.17543587709946,0.02903182074327741,2.2222222222222223
12,2021,03,25,12,N,N,0,individual5,12,-61.2036630512204,0.037634054016775234,1.2079678362573099
13,2021,03,25,12,N,N,0,individual5,13,24.48192447509555,0.02559136733843211,0.9375
14,2021,03,25,12,N,N,0,individual5,14,35.09913603506689,0.020559061318103804,0.9375
0,2021,03,25,12,N,N,0,individual6,0,,,2.3076923076923075
1,2021,03,25,12,N,N,0,individual6,1,,,3.07930459633246
2,2021,03,25,12,N,N,0,individual6,2,178.354800957211,0.01770961805432734,2.8509893659981156
3,2021,03,25,12,N,N,0,individual6,3,171.20400973704528,0.018592055394234905,2.7394573389996726
4,2021,03,25,12,N,N,0,individual6,4,172.6945002585581,0.016495952905790413,2.98377522754254
5,2021,03,25,12,N,N,0,individual6,5,157.5718887743044,0.02518803701325729,3.314322959100538
6,2021,03,25,12,N,N,0,individual6,6,,,2.2910216718266256
7,2021,03,25,12,N,N,0,individual6,7,,,1.1764705882352942
8,2021,03,25,12,N,N,0,individual6,8,,,1.1764705882352942
9,2021,03,25,12,N,N,0,individual6,9,,,2.2068111455108355
10,2021,03,25,12,N,N,0,individual6,10,167.3693826652036,0.013467253182944797,2.3514170040485824
11,2021,03,25,12,N,N,0,individual6,11,162.0023406507278,0.01580775581118095,2.3552191515578245
12,2021,03,25,12,N,N,0,individual6,12,160.12763499318444,0.013052497247437385,2.608695652173913
13,2021,03,25,12,N,N,0,individual6,13,146.2876523231852,0.019757650586493036,2.7210318285833153
14,2021,03,25,12,N,N,0,individual6,14,132.3112760351863,0.029867983057528587,3.5346889952153107
0,2021,03,25,12,N,N,0,individual7,0,,,2.0689655172413794
1,2021,03,25,12,N,N,0,individual7,1,,,4.813625575876029
2,2021,03,25,12,N,N,0,individual7,2,,,1.5384615384615388
3,2021,03,25,12,N,N,0,individual7,3,,,4.385964912280701
4,2021,03,25,12,N,N,0,individual7,4,134.20929921020095,0.02219119770139632,3.3539731682146545
5,2021,03,25,12,N,N,0,individual7,5,136.30803494355203,0.01889149654801194,3.6284829721362226
6,2021,03,25,12,N,N,0,individual7,6,154.77940639102567,0.0241238186652821,2.903304773561812
7,2021,03,25,12,N,N,0,individual7,7,-167.40956194360956,0.03676638664090695,1.3953488372093021
8,2021,03,25,12,N,N,0,individual7,8,169.6692343981694,0.029157961418329575,1.41187270501836
9,2021,03,25,12,N,N,0,individual7,9,169.53031014783912,0.023478911864845773,1.5
10,2021,03,25,12,N,N,0,individual7,10,166.17217530918853,0.020926343560375756,1.5526315789473684
11,2021,03,25,12,N,N,0,individual7,11,-116.41259537437013,0.029165098774443014,2.5
12,2021,03,25,12,N,N,0,individual7,12,-52.06669743709692,0.029490012687427354,1.3573407202216068
13,2021,03,25,12,N,N,0,individual7,13,-46.6412388221533,0.021634301669220573,1.0526315789473686
14,2021,03,25,12,N,N,0,individual7,14,,,1.0526315789473686
15,2021,03,25,12,N,N,0,individual7,15,,,3.0079843571777745
0,2021,03,25,12,N,N,0,individual8,0,-137.88898882451812,0.020152907576127227,1.666666666666667
1,2021,03,25,12,N,N,0,individual8,1,-153.3623830067776,0.02484035801674898,1.9122807017543861
2,2021,03,25,12,N,N,0,individual8,2,-168.11558066678901,0.03398417271958759,3.278195488721805
3,2021,03,25,12,N,N,0,individual8,3,-158.80674302662098,0.03039604869930876,1.7142857142857142
4,2021,03,25,12,N,N,0,individual8,4,-161.0222204321815,0.029933748368050014,1.470676691729323
5,2021,03,25,12,N,N,0,individual8,5,-123.71042627907626,0.02401436743949667,1.2
6,2021,03,25,12,N,N,0,individual8,6,-107.22651212499518,0.02441754567803747,1.2
7,2021,03,25,12,N,N,0,individual8,7,,,1.8736842105263158
8,2021,03,25,12,N,N,0,individual8,8,-67.97404465673856,0.016372637370246336,2.080971659919028
9,2021,03,25,12,N,N,0,individual8,9,-34.17976595563473,0.020838971985554577,2.3076923076923075
10,2021,03,25,12,N,N,0,individual8,10,-13.857466325953444,0.020699440663575413,3.517768780926676
11,2021,03,25,12,N,N,0,individual8,11,2.8626700720427554,0.018985948494294847,2.2222222222222223
12,2021,03,25,12,N,N,0,individual8,12,14.594340207002855,0.014634080660016228,3.976608187134503
13,2021,03,25,12,N,N,0,individual8,13,36.524184169269354,0.02194735293835967,3.157894736842105
14,2021,03,25,12,N,N,0,individual8,14,22.406368411517068,0.025735585027774076,3.6842105263157894
15,2021,03,25,12,N,N,0,individual8,15,-0.7296504683894652,0.022589588435445628,2.0
0,2021,08,03,21,Y,N,0,individual1,0,-177.3077728899149,0.014406629906205618,1.4285714285714284
1,2021,08,03,21,Y,N,0,individual1,1,,,1.4285714285714284
2,2021,08,03,21,Y,N,0,individual1,2,,,2.274436090225564
3,2021,08,03,21,Y,N,0,individual1,3,,,2.5
4,2021,08,03,21,Y,N,0,individual1,4,,,2.7192982456140355
5,2021,08,03,21,Y,N,0,individual1,5,-175.70804801555266,0.02440610244699685,3.141945773524721
6,2021,08,03,21,Y,N,0,individual1,6,-169.17001176854336,0.020455245182614636,2.6755980861244013
7,2021,08,03,21,Y,N,0,individual1,7,-163.34413880784552,0.019812515708118438,2.4
8,2021,08,03,21,Y,N,0,individual1,8,166.7462944123425,0.025453245129687392,3.5368421052631582
9,2021,08,03,21,Y,N,0,individual1,9,-169.65656667497257,0.023300983895777803,2.5
10,2021,08,03,21,Y,N,0,individual1,10,-175.85523177665925,0.019788234297360627,2.182395644283122
11,2021,08,03,21,Y,N,0,individual1,11,130.37670782467143,0.025051037277058655,1.837128973713483
12,2021,08,03,21,Y,N,0,individual1,12,163.55188695420375,0.016114407783264294,0.9677419354838711
13,2021,08,03,21,Y,N,0,individual1,13,164.52118477506343,0.014830628550387902,0.9677419354838711
14,2021,08,03,21,Y,N,0,individual1,14,92.03507833932275,0.03346056601545874,0.9677419354838711
15,2021,08,03,21,Y,N,0,individual1,15,47.950942248044676,0.04393242857494003,2.757700703371331
0,2021,08,03,21,Y,N,0,individual2,0,,,3.157894736842105
1,2021,08,03,21,Y,N,0,individual2,1,-153.79834756622566,0.007737652879200344,3.3684210526315788
2,2021,08,03,21,Y,N,0,individual2,2,,,1.333333333333333
3,2021,08,03,21,Y,N,0,individual2,3,,,1.333333333333333
4,2021,08,03,21,Y,N,0,individual2,4,151.9805017545947,0.027359688262534106,3.7543859649122804
5,2021,08,03,21,Y,N,0,individual2,5,,,2.0
6,2021,08,03,21,Y,N,0,individual2,6,171.7499836542152,0.031225321948187973,3.013157894736842
7,2021,08,03,21,Y,N,0,individual2,7,-172.0317814537483,0.030591264665698205,4.38157894736842
8,2021,08,03,21,Y,N,0,individual2,8,-114.7295662960685,0.024304680999868686,1.5
9,2021,08,03,21,Y,N,0,individual2,9,-61.027329527274574,0.01120524229032709,1.4539473684210527
10,2021,08,03,21,Y,N,0,individual2,10,-34.11859470758967,0.013960699363228033,0.625
11,2021,08,03,21,Y,N,0,individual2,11,,,0.625
12,2021,08,03,21,Y,N,0,individual2,12,,,0.625
13,2021,08,03,21,Y,N,0,individual2,13,,,0.625
14,2021,08,03,21,Y,N,0,individual2,14,144.1118576654734,0.01638384543058777,0.625
15,2021,08,03,21,Y,N,0,individual2,15,,,1.5384615384615388
16,2021,08,03,21,Y,N,0,individual2,16,-179.38927129033695,0.009545284714220666,1.5384615384615388
17,2021,08,03,21,Y,N,0,individual2,17,,,3.072661410611549
0,2021,08,03,21,Y,N,0,individual3,0,-8.560684710857782,0.02499950647817208,0.7058823529411764
1,2021,08,03,21,Y,N,0,individual3,1,,,0.7058823529411764
2,2021,08,03,21,Y,N,0,individual3,2,,,0.7058823529411764
3,2021,08,03,21,Y,N,0,individual3,3,,,0.7058823529411764
4,2021,08,03,21,Y,N,0,individual3,4,,,1.5489402238628243
5,2021,08,03,21,Y,N,0,individual3,5,98.93596084055892,0.03264989616342224,2.2591093117408905
6,2021,08,03,21,Y,N,0,individual3,6,158.37332601521388,0.035611485919174776,2.0
7,2021,08,03,21,Y,N,0,individual3,7,177.69365642331795,0.036503073727382825,1.7562326869806093
8,2021,08,03,21,Y,N,0,individual3,8,,,1.5789473684210524
9,2021,08,03,21,Y,N,0,individual3,9,-157.6702282662346,0.023854648052633792,1.2963988919667588
10,2021,08,03,21,Y,N,0,individual3,10,-131.39947101375319,0.019061762310311026,1.0909090909090906
11,2021,08,03,21,Y,N,0,individual3,11,-133.74203713186915,0.015062689823677311,1.0909090909090906
12,2021,08,03,21,Y,N,0,individual3,12,-128.67963300068087,0.02582279100264175,4.204146730462519
13,2021,08,03,21,Y,N,0,individual3,13,-137.59638947791424,0.027815132821668562,6.245614035087719
14,2021,08,03,21,Y,N,0,individual3,14,-138.43967692738462,0.014372964317738593,3.3947368421052633
15,2021,08,03,21,Y,N,0,individual3,15,-140.47056383949806,0.013927673830303385,1.5
16,2021,08,03,21,Y,N,0,individual3,16,-154.99830979987868,0.013359029042287111,2.975708502024291
17,2021,08,03,21,Y,N,0,individual3,17,-146.6794845849798,0.012337511556386547,2.866396761133603
0,2021,08,03,21,Y,N,0,individual4,0,-69.79719684589485,0.023849085691410008,3.9816933638443923
1,2021,08,03,21,Y,N,0,individual4,1,-63.85154552662948,0.0191104274601137,2.6348479895390646
2,2021,08,03,21,Y,N,0,individual4,2,-36.574489783951506,0.0204312894011415,2.8571428571428568
3,2021,08,03,21,Y,N,0,individual4,3,-1.2790820800306635,0.025024198765573782,2.727272727272727
4,2021,08,03,21,Y,N,0,individual4,4,-0.6389901365768946,0.025186415679735008,3.5885167464114835
5,2021,08,03,21,Y,N,0,individual4,5,,,3.9473684210526314
6,2021,08,03,21,Y,N,0,individual4,6,,,1.875
7,2021,08,03,21,Y,N,0,individual4,7,-158.31317844301307,0.016345917819728478,7.125
8,2021,08,03,21,Y,N,0,individual4,8,-152.8948038747613,0.021148319672733538,2.973684210526316
9,2021,08,03,21,Y,N,0,individual4,9,-126.79361988736191,0.01260245965099076,2.5
10,2021,08,03,21,Y,N,0,individual4,10,-124.25792714993884,0.009060381339562775,3.6842105263157894
11,2021,08,03,21,Y,N,0,individual4,11,-129.1339411669761,0.010193745270484736,3.473684210526316
12,2021,08,03,21,Y,N,0,individual4,12,-173.77401701204522,0.00887744468186253,2.0
13,2021,08,03,21,Y,N,0,individual4,13,159.0677606608661,0.01723675471532982,3.5141700404858294
14,2021,08,03,21,Y,N,0,individual4,14,,,2.2753036437246963
15,2021,08,03,21,Y,N,0,individual4,15,,,2.5526315789473686
16,2021,08,03,21,Y,N,0,individual4,16,-159.72877060709305,0.015580365250972604,3.1578947368421053
17,2021,08,03,21,Y,N,0,individual4,17,176.72300014425932,0.017057073523927876,3.236842105263158
0,2021,08,03,21,Y,N,0,individual5,0,126.76816617754243,0.02948666283880517,2.727272727272727
1,2021,08,03,21,Y,N,0,individual5,1,167.71358023562303,0.026744911125202046,2.9569377990430623
2,2021,08,03,21,Y,N,0,individual5,2,163.27471959862854,0.020832803337228714,2.7846889952153107
3,2021,08,03,21,Y,N,0,individual5,3,,,5.149521531100478
4,2021,08,03,21,Y,N,0,individual5,4,172.2351093336495,0.0139144034001561,3.6571207430340555
5,2021,08,03,21,Y,N,0,individual5,5,,,3.0448243370574777
6,2021,08,03,21,Y,N,0,individual5,6,-137.85449864845458,0.036200008006300514,3.138280483818241
7,2021,08,03,21,Y,N,0,individual5,7,-142.25003820165645,0.02829578372144463,3.632766125840918
8,2021,08,03,21,Y,N,0,individual5,8,-138.37805800579903,0.024968809268232698,2.29455216989843
9,2021,08,03,21,Y,N,0,individual5,9,-132.58126265923818,0.027949657973516433,1.666666666666667
10,2021,08,03,21,Y,N,0,individual5,10,-151.23094715588596,0.03173789547834507,2.9411764705882355
11,2021,08,03,21,Y,N,0,individual5,11,-164.71171071224657,0.027006579878875968,3.703560371517028
12,2021,08,03,21,Y,N,0,individual5,12,-171.26488187850265,0.022107830458097492,4.469814241486069
13,2021,08,03,21,Y,N,0,individual5,13,-167.01172262557222,0.018861319973662364,1.7647058823529413
14,2021,08,03,21,Y,N,0,individual5,14,-169.79445664149634,0.01376380184330234,3.962848297213621
15,2021,08,03,21,Y,N,0,individual5,15,-173.75204523415272,0.008287904266346027,3.2963988919667586
0,2021,08,03,21,Y,N,0,individual6,0,-146.24217521624507,0.020573290402844658,3.656509695290859
1,2021,08,03,21,Y,N,0,individual6,1,-149.67627051177638,0.016111349063591174,2.98595854427357
2,2021,08,03,21,Y,N,0,individual6,2,-151.49535355683074,0.013980615692442817,2.0689655172413794
3,2021,08,03,21,Y,N,0,individual6,3,-152.47619705002379,0.010791783371681173,2.656987295825771
4,2021,08,03,21,Y,N,0,individual6,4,,,2.20199146514936
5,2021,08,03,21,Y,N,0,individual6,5,,,1.6216216216216217
6,2021,08,03,21,Y,N,0,individual6,6,83.3558258741593,0.030636628541349988,3.755334281650071
7,2021,08,03,21,Y,N,0,individual6,7,,,3.0
8,2021,08,03,21,Y,N,0,individual6,8,-165.76241145221422,0.034228891264357166,1.5789473684210527
9,2021,08,03,21,Y,N,0,individual6,9,169.9591308119629,0.02190816488997282,1.5
10,2021,08,03,21,Y,N,0,individual6,10,-156.27356591934026,0.022328786974907415,2.533492822966507
11,2021,08,03,21,Y,N,0,individual6,11,-127.82027428311746,0.02645282401425894,2.8161312371838685
12,2021,08,03,21,Y,N,0,individual6,12,-123.70830524090916,0.02796647129488299,1.8584196339906374
13,2021,08,03,21,Y,N,0,individual6,13,-130.68331204307484,0.022995277666724132,1.132075471698113
14,2021,08,03,21,Y,N,0,individual6,14,143.89500748740133,0.020749447959113543,1.132075471698113
0,2021,08,03,21,Y,N,0,individual7,0,-85.14833524411206,0.017374762058793274,3.2793522267206474
1,2021,08,03,21,Y,N,0,individual7,1,-82.8790045557454,0.016924630549978847,0.7692307692307694
2,2021,08,03,21,Y,N,0,individual7,2,,,0.7692307692307694
3,2021,08,03,21,Y,N,0,individual7,3,,,0.7692307692307694
4,2021,08,03,21,Y,N,0,individual7,4,,,0.8097165991902835
5,2021,08,03,21,Y,N,0,individual7,5,166.21090670751843,0.02064009570327738,1.5384615384615388
6,2021,08,03,21,Y,N,0,individual7,6,174.68239516286334,0.01528654638983159,1.5384615384615388
7,2021,08,03,21,Y,N,0,individual7,7,-165.0953538815746,0.024517529215560642,3.4324942791762014
8,2021,08,03,21,Y,N,0,individual7,8,175.5582101085015,0.032043608212087016,2.608695652173913
9,2021,08,03,21,Y,N,0,individual7,9,-171.82800147601566,0.02902436215617113,3.257055682684974
10,2021,08,03,21,Y,N,0,individual7,10,173.887238306473,0.019716478619249387,2.2055137844611536
11,2021,08,03,21,Y,N,0,individual7,11,-171.91734039800022,0.019002646406083266,2.107855846512834
12,2021,08,03,21,Y,N,0,individual7,12,174.42181921790575,0.03083112897470473,2.0689655172413794
13,2021,08,03,21,Y,N,0,individual7,13,-173.01941968871134,0.022478636607478612,3.4525461727340665
14,2021,08,03,21,Y,N,0,individual7,14,172.45602241828777,0.02200796701605598,3.5294117647058827
0,2021,08,03,21,Y,N,0,individual8,0,,,6.3157894736842115
1,2021,08,03,21,Y,N,0,individual8,1,,,5.167464114832535
2,2021,08,03,21,Y,N,0,individual8,2,,,7.464114832535885
3,2021,08,03,21,Y,N,0,individual8,3,174.97906432229232,0.014683206301117127,2.8571428571428568
4,2021,08,03,21,Y,N,0,individual8,4,,,3.5734791524265215
5,2021,08,03,21,Y,N,0,individual8,5,,,1.0909090909090906
6,2021,08,03,21,Y,N,0,individual8,6,,,1.0909090909090906
7,2021,08,03,21,Y,N,0,individual8,7,156.37761310463893,0.011704408431512256,2.0095693779904304
8,2021,08,03,21,Y,N,0,individual8,8,177.81226911700332,0.010310434380827559,3.9043062200956933
9,2021,08,03,21,Y,N,0,individual8,9,149.82833170974496,0.006041636211180159,2.6526315789473682
10,2021,08,03,21,Y,N,0,individual8,10,-171.1792718278917,0.009200991989228828,3.52280701754386
11,2021,08,03,21,Y,N,0,individual8,11,153.8954000962904,0.014838072961885995,2.2345337026777474
12,2021,08,03,21,Y,N,0,individual8,12,173.05325688318428,0.01345699070709658,1.0526315789473686
13,2021,08,03,21,Y,N,0,individual8,13,173.9460962212067,0.01265252785321376,1.0526315789473686
14,2021,08,03,21,Y,N,0,individual8,14,,,6.93213296398892
15,2021,08,03,21,Y,N,0,individual8,15,,,3.9777327935222666
0,2021,07,07,26,N,Y,2,individual1,0,104.86187372864075,0.029538358053213944,4.8803827751196165
1,2021,07,07,26,N,Y,2,individual1,1,104.66994888173224,0.024297166871927504,4.964818463270475
2,2021,07,07,26,N,Y,2,individual1,2,88.95186767619731,0.023531254125621598,1.1764705882352942
3,2021,07,07,26,N,Y,2,individual1,3,-3.169814614099548,0.07194229267196423,1.1764705882352942
4,2021,07,07,26,N,Y,2,individual1,4,-17.44490402926003,0.055864887489878785,3.5913312693498454
5,2021,07,07,26,N,Y,2,individual1,5,-29.005698654145483,0.05307494888817507,3.5368421052631582
6,2021,07,07,26,N,Y,2,individual1,6,,,2.4
7,2021,07,07,26,N,Y,2,individual1,7,-92.64479201868119,0.03570085596616094,4.589473684210527
8,2021,07,07,26,N,Y,2,individual1,8,-83.71894567313869,0.03409189836812676,2.236842105263158
9,2021,07,07,26,N,Y,2,individual1,9,,,2.5
10,2021,07,07,26,N,Y,2,individual1,10,,,2.348178137651822
11,2021,07,07,26,N,Y,2,individual1,11,171.8685284325685,0.022833547682836734,1.8735463864243262
12,2021,07,07,26,N,Y,2,individual1,12,,,1.2765957446808511
13,2021,07,07,26,N,Y,2,individual1,13,,,1.2765957446808511
14,2021,07,07,26,N,Y,2,individual1,14,,,8.948768197088464
0,2021,07,07,26,N,Y,2,individual2,0,,,4.1551246537396125
1,2021,07,07,26,N,Y,2,individual2,1,,,1.5789473684210524
2,2021,07,07,26,N,Y,2,individual2,2,,,1.8041283173979095
3,2021,07,07,26,N,Y,2,individual2,3,,,1.9354838709677422
4,2021,07,07,26,N,Y,2,individual2,4,,,1.875
5,2021,07,07,26,N,Y,2,individual2,5,,,5.183823529411765
6,2021,07,07,26,N,Y,2,individual2,6,,,3.46749226006192
7,2021,07,07,26,N,Y,2,individual2,7,,,3.268698060941828
8,2021,07,07,26,N,Y,2,individual2,8,173.93680952424953,0.013453753225822093,3.3760387811634347
9,2021,07,07,26,N,Y,2,individual2,9,177.4050392459609,0.017405817165778298,3.6339009287925697
10,2021,07,07,26,N,Y,2,individual2,10,172.2182256246247,0.018429485985722187,2.1241082245255076
11,2021,07,07,26,N,Y,2,individual2,11,165.45697298598586,0.0136570916964169,1.3043478260869565
12,2021,07,07,26,N,Y,2,individual2,12,86.54614873503422,0.042860815052325044,1.2553121935272968
13,2021,07,07,26,N,Y,2,individual2,13,72.4591540482601,0.040626060751791815,1.0714285714285716
14,2021,07,07,26,N,Y,2,individual2,14,66.50428037247826,0.034762859956793325,1.0714285714285716
0,2021,07,07,26,N,Y,2,individual3,0,52.198633427502294,0.026464509332363006,3.2859174964438127
1,2021,07,07,26,N,Y,2,individual3,1,65.00812327199213,0.022291211066924464,0.8108108108108109
2,2021,07,07,26,N,Y,2,individual3,2,45.60682417488804,0.01792338254546437,0.8108108108108109
3,2021,07,07,26,N,Y,2,individual3,3,-107.37475788352026,0.008308111112949011,0.8108108108108109
4,2021,07,07,26,N,Y,2,individual3,4,-47.568178123556365,0.0078015549403968555,1.0022978444031077
5,2021,07,07,26,N,Y,2,individual3,5,,,1.5384615384615388
6,2021,07,07,26,N,Y,2,individual3,6,-133.20022481098064,0.008317141686941195,1.9163292847503373
7,2021,07,07,26,N,Y,2,individual3,7,-119.33697134111077,0.00741190540848761,3.333333333333334
8,2021,07,07,26,N,Y,2,individual3,8,-148.35277030820384,0.010689533680676475,3.182957393483709
9,2021,07,07,26,N,Y,2,individual3,9,-145.00208753813084,0.005084917921766291,2.9573934837092737
10,2021,07,07,26,N,Y,2,individual3,10,-146.3301017013624,0.009219406938018074,3.2456140350877196
11,2021,07,07,26,N,Y,2,individual3,11,-151.78246501434197,0.007265981218618122,2.969924812030075
12,2021,07,07,26,N,Y,2,individual3,12,177.6212261987468,0.004433841959726164,2.927908005307386
13,2021,07,07,26,N,Y,2,individual3,13,-179.62841345333888,0.010471522411443987,3.5758513931888545
14,2021,07,07,26,N,Y,2,individual3,14,174.8464747746994,0.009619600584995476,3.0382775119617227
15,2021,07,07,26,N,Y,2,individual3,15,-143.8537854848016,0.008714746738477563,1.8181818181818183
0,2021,07,07,26,N,Y,2,individual4,0,64.93928126190245,0.026245893063417125,7.578947368421052
1,2021,07,07,26,N,Y,2,individual4,1,56.67762399291044,0.020920207539635645,3.473684210526316
2,2021,07,07,26,N,Y,2,individual4,2,139.03153947955414,0.021026348135612206,4.493927125506073
3,2021,07,07,26,N,Y,2,individual4,3,,,0.9534412955465585
4,2021,07,07,26,N,Y,2,individual4,4,,,0.75
5,2021,07,07,26,N,Y,2,individual4,5,,,0.75
6,2021,07,07,26,N,Y,2,individual4,6,,,0.75
7,2021,07,07,26,N,Y,2,individual4,7,-11.961849355143105,0.04887945279525749,2.302631578947368
8,2021,07,07,26,N,Y,2,individual4,8,-45.713193618911525,0.05268328388607357,3.967611336032388
9,2021,07,07,26,N,Y,2,individual4,9,-42.634708070169495,0.0414207762964862,5.597606055271958
10,2021,07,07,26,N,Y,2,individual4,10,-76.43982287895898,0.033799522436511964,4.375038654214857
11,2021,07,07,26,N,Y,2,individual4,11,-64.92947502739733,0.028399570926569074,1.6216216216216217
12,2021,07,07,26,N,Y,2,individual4,12,-76.51068238785358,0.01948351017804285,2.122332859174964
13,2021,07,07,26,N,Y,2,individual4,13,-87.07366594971317,0.010374836355791634,4.0
0,2021,07,07,26,N,Y,2,individual5,0,-38.44871270584669,0.006849934256974641,6.6118421052631575
1,2021,07,07,26,N,Y,2,individual5,1,135.34455522316026,0.005169904537064967,1.875
2,2021,07,07,26,N,Y,2,individual5,2,82.48300846464345,0.005171222742337079,3.570574162679425
3,2021,07,07,26,N,Y,2,individual5,3,,,4.21260661535261
4,2021,07,07,26,N,Y,2,individual5,4,,,1.3043478260869565
5,2021,07,07,26,N,Y,2,individual5,5,-93.13159676678089,0.025555281958234668,1.3043478260869565
6,2021,07,07,26,N,Y,2,individual5,6,-126.60891919105906,0.029758876181292734,5.594965675057208
7,2021,07,07,26,N,Y,2,individual5,7,-102.55628732897459,0.011528008044876813,5.45766590389016
8,2021,07,07,26,N,Y,2,individual5,8,-50.89253892697098,0.007206661496568031,2.8110321570516676
9,2021,07,07,26,N,Y,2,individual5,9,165.27355705324587,0.014748978871786611,3.4681440443213294
10,2021,07,07,26,N,Y,2,individual5,10,-4.909207668509499,0.011399394007789977,2.9707602339181287
11,2021,07,07,26,N,Y,2,individual5,11,6.157060575013019,0.014316000166013646,2.6608187134502925
12,2021,07,07,26,N,Y,2,individual5,12,175.83551252675687,0.012282452557023218,6.024930747922438
