,Year,Month,Day,Trial,Abalation,Darkness,Flow,Fish,Tailbeat Num,Heading,Speed,TB_Frequency
11,2021,10,06,26,Y,N,0,individual8,11,-10.25591051818329,0.04415279973945033,3.007518796992481
12,2021,10,06,26,Y,N,0,individual8,12,,,4.716336295283663
13,2021,10,06,26,Y,N,0,individual8,13,67.22761946823893,0.08407783529539405,2.6763389411946292
14,2021,10,06,26,Y,N,0,individual8,14,-147.38724925556977,0.05106591489466315,2.024617996604414
15,2021,10,06,26,Y,N,0,individual8,15,-141.85741761802458,0.058153463309331875,2.5
0,2021,07,07,06,N,Y,2,individual1,0,-5.289581062015675,0.062469290883216934,2.4
1,2021,07,07,06,N,Y,2,individual1,1,-4.145911123217904,0.02430255593329346,1.8982456140350876
2,2021,07,07,06,N,Y,2,individual1,2,33.69766774212028,0.03770185472947509,1.666666666666667
3,2021,07,07,06,N,Y,2,individual1,3,74.70737983692474,0.03783983016090422,2.7192982456140355
4,2021,07,07,06,N,Y,2,individual1,4,145.08850950481568,0.023774109101424197,1.3221306277742546
5,2021,07,07,06,N,Y,2,individual1,5,,,0.7228915662650602
6,2021,07,07,06,N,Y,2,individual1,6,,,0.7228915662650602
7,2021,07,07,06,N,Y,2,individual1,7,,,0.7228915662650602
8,2021,07,07,06,N,Y,2,individual1,8,,,3.7259129396844335
9,2021,07,07,06,N,Y,2,individual1,9,,,0.7058823529411764
10,2021,07,07,06,N,Y,2,individual1,10,,,0.7058823529411764
11,2021,07,07,06,N,Y,2,individual1,11,,,0.7058823529411764
12,2021,07,07,06,N,Y,2,individual1,12,-138.6734102224789,0.019641364834388112,0.7058823529411764
13,2021,07,07,06,N,Y,2,individual1,13,-141.4646833673441,0.01810761958864547,3.1552410437859355
0,2021,07,07,06,N,Y,2,individual2,0,116.0720810944792,0.009572838111882257,2.3076923076923075
1,2021,07,07,06,N,Y,2,individual2,1,85.54347312111781,0.005694063868241087,4.008097165991902
2,2021,07,07,06,N,Y,2,individual2,2,105.49243096476329,0.016936370775839326,4.421052631578947
3,2021,07,07,06,N,Y,2,individual2,3,,,3.473684210526316
4,2021,07,07,06,N,Y,2,individual2,4,145.25371082092695,0.013664345407264031,4.7368421052631575
5,2021,07,07,06,N,Y,2,individual2,5,156.12366958015153,0.022226420379495494,4.019138755980862
6,2021,07,07,06,N,Y,2,individual2,6,-157.83450724292015,0.025588113693422065,2.5459581969277263
7,2021,07,07,06,N,Y,2,individual2,7,-120.82540736805309,0.017929778904046848,1.5789473684210524
8,2021,07,07,06,N,Y,2,individual2,8,-133.55140430345378,0.009158071800200918,1.9217451523545706
9,2021,07,07,06,N,Y,2,individual2,9,-135.56422561514734,0.0050811955934212,3.2675438596491224
10,2021,07,07,06,N,Y,2,individual2,10,-69.40339887684958,0.004883938639248198,2.2222222222222223
11,2021,07,07,06,N,Y,2,individual2,11,-49.99546002061481,0.005134427712420363,3.391812865497076
0,2021,07,07,06,N,Y,2,individual3,0,-82.59229909541307,0.036649827654079925,3.6699857752489344
1,2021,07,07,06,N,Y,2,individual3,1,-79.02269852354289,0.03148774379180735,1.6216216216216217
2,2021,07,07,06,N,Y,2,individual3,2,-113.3797752657157,0.03965025450754212,3.0337514548040865
3,2021,07,07,06,N,Y,2,individual3,3,,,4.832535885167464
4,2021,07,07,06,N,Y,2,individual3,4,173.3877531079783,0.018007027476488066,4.526315789473684
5,2021,07,07,06,N,Y,2,individual3,5,168.1077465941919,0.013584093467099004,4.0
6,2021,07,07,06,N,Y,2,individual3,6,153.8235165927373,0.021241112917172275,4.550607287449393
7,2021,07,07,06,N,Y,2,individual3,7,132.04008127553413,0.022601258795400293,4.441873915558127
8,2021,07,07,06,N,Y,2,individual3,8,,,3.3953304313415114
9,2021,07,07,06,N,Y,2,individual3,9,89.89697133404209,0.008854353703805188,2.920459042342698
10,2021,07,07,06,N,Y,2,individual3,10,85.80832798183717,0.00997177096575512,3.639097744360902
0,2021,07,07,06,N,Y,2,individual4,0,44.85219692666947,0.007801107645928026,3.0
1,2021,07,07,06,N,Y,2,individual4,1,32.61092027100918,0.009997848130028481,2.8646616541353382
2,2021,07,07,06,N,Y,2,individual4,2,35.61209024743902,0.013103010219748802,3.4232640424590888
3,2021,07,07,06,N,Y,2,individual4,3,58.057489442410436,0.006248418570636188,2.145831109213195
4,2021,07,07,06,N,Y,2,individual4,4,-83.69825954844895,0.004253102877607455,2.527462030757474
5,2021,07,07,06,N,Y,2,individual4,5,-42.85198919548719,0.007124831957357358,2.5300092336103415
6,2021,07,07,06,N,Y,2,individual4,6,,,1.666666666666667
7,2021,07,07,06,N,Y,2,individual4,7,,,3.218623481781376
8,2021,07,07,06,N,Y,2,individual4,8,,,1.585123172991148
9,2021,07,07,06,N,Y,2,individual4,9,,,1.016949152542373
10,2021,07,07,06,N,Y,2,individual4,10,,,1.016949152542373
11,2021,07,07,06,N,Y,2,individual4,11,,,1.4012214369038636
12,2021,07,07,06,N,Y,2,individual4,12,,,1.5384615384615388
0,2021,07,07,06,N,Y,2,individual5,0,111.22462733376994,0.027964354086982227,5.0
1,2021,07,07,06,N,Y,2,individual5,1,115.9587949199956,0.02377998441274911,6.2105263157894735
2,2021,07,07,06,N,Y,2,individual5,2,111.57052142900874,0.02001422868230917,3.6766917293233083
3,2021,07,07,06,N,Y,2,individual5,3,120.46571317365999,0.022089044414255875,4.303065355696935
4,2021,07,07,06,N,Y,2,individual5,4,116.76646898236903,0.016740916520571313,4.078414660132112
5,2021,07,07,06,N,Y,2,individual5,5,159.76136172962524,0.02349162335160687,2.6446146325566238
6,2021,07,07,06,N,Y,2,individual5,6,-152.14311046052129,0.02244178864147381,1.7647058823529413
7,2021,07,07,06,N,Y,2,individual5,7,-144.15981515135945,0.013534479334009513,6.707946336429309
8,2021,07,07,06,N,Y,2,individual5,8,-124.60957872140654,0.030743711206070532,5.209176788124156
9,2021,07,07,06,N,Y,2,individual5,9,-118.26276392336365,0.03367368657985301,2.7403846153846154
10,2021,07,07,06,N,Y,2,individual5,10,-107.99559918430663,0.022177329707828777,1.875
11,2021,07,07,06,N,Y,2,individual5,11,-90.66752094470809,0.016469691580016824,3.228070175438597
12,2021,07,07,06,N,Y,2,individual5,12,-41.10576740158747,0.045103397766277954,1.333333333333333
13,2021,07,07,06,N,Y,2,individual5,13,-31.644980187188448,0.03257590940016469,1.333333333333333
0,2021,07,07,06,N,Y,2,individual6,0,-122.8428930647663,0.018900238307689967,7.302631578947368
1,2021,07,07,06,N,Y,2,individual6,1,-121.6368048960148,0.01487636735005748,4.114372469635627
2,2021,07,07,06,N,Y,2,individual6,2,-129.90732171815512,0.015781809248663407,2.9149797570850198
3,2021,07,07,06,N,Y,2,individual6,3,-170.4219813134315,0.013408950210025318,3.668016194331983
4,2021,07,07,06,N,Y,2,individual6,4,-177.5506834704472,0.031519293556577156,5.827751196172248
5,2021,07,07,06,N,Y,2,individual6,5,177.0201731010132,0.027165293468623584,5.079131394920868
6,2021,07,07,06,N,Y,2,individual6,6,167.53810272743289,0.018731053287394737,4.968715495031284
7,2021,07,07,06,N,Y,2,individual6,7,126.59776536669722,0.03559843901541558,5.70334928229665
8,2021,07,07,06,N,Y,2,individual6,8,,,4.947368421052631
9,2021,07,07,06,N,Y,2,individual6,9,,,5.097744360902257
10,2021,07,07,06,N,Y,2,individual6,10,-177.50756353311522,0.028247772715380884,4.5279866332497924
11,2021,07,07,06,N,Y,2,individual6,11,-136.2779298446088,0.026184627183085344,2.2222222222222223
12,2021,07,07,06,N,Y,2,individual6,12,-141.18851610451011,0.017415573150337774,4.678362573099416
13,2021,07,07,06,N,Y,2,individual6,13,-138.85043508655406,0.019773656745648644,5.506072874493927
0,2021,07,07,06,N,Y,2,individual7,0,-158.13423161123652,0.02019539439887903,3.9473684210526314
1,2021,07,07,06,N,Y,2,individual7,1,-168.47856371496323,0.018568658186517924,5.0
2,2021,07,07,06,N,Y,2,individual7,2,170.05150394494663,0.020014883595020194,2.4436090225563913
3,2021,07,07,06,N,Y,2,individual7,3,,,3.345864661654135
4,2021,07,07,06,N,Y,2,individual7,4,130.60128036420602,0.026969608257483933,3.8390092879256965
5,2021,07,07,06,N,Y,2,individual7,5,140.17667311172036,0.02993925466788249,3.197001792406713
6,2021,07,07,06,N,Y,2,individual7,6,138.32553633678737,0.02103924279193301,2.569252077562327
7,2021,07,07,06,N,Y,2,individual7,7,-132.49183815343395,0.015187928076834245,1.8233082706766919
8,2021,07,07,06,N,Y,2,individual7,8,-85.09109870379248,0.029192304484093833,1.4285714285714284
0,2021,07,07,06,N,Y,2,individual8,0,,,1.0909090909090906
1,2021,07,07,06,N,Y,2,individual8,1,,,1.0909090909090906
2,2021,07,07,06,N,Y,2,individual8,2,,,1.4619065145380934
3,2021,07,07,06,N,Y,2,individual8,3,64.86456963978759,0.012985922526601329,4.968715495031284
4,2021,07,07,06,N,Y,2,individual8,4,-110.62086279430041,0.006459296729338015,2.9665071770334928
5,2021,07,07,06,N,Y,2,individual8,5,28.460475982028115,0.004006692911493537,1.6842105263157894
6,2021,07,07,06,N,Y,2,individual8,6,,,1.0909090909090906
7,2021,07,07,06,N,Y,2,individual8,7,10.834932135867046,0.015946383365100517,1.0909090909090906
8,2021,07,07,06,N,Y,2,individual8,8,1.3910182355775167,0.025682107304105407,4.211307489502979
9,2021,07,07,06,N,Y,2,individual8,9,26.692856906667064,0.027967068562872198,1.2244897959183672
10,2021,07,07,06,N,Y,2,individual8,10,87.17155668589295,0.009373605585602157,1.2244897959183672
0,2021,10,08,27,N,Y,0,individual1,0,-56.82523760161469,0.018275108389694823,4.7368421052631575
1,2021,10,08,27,N,Y,0,individual1,1,-52.80485010473501,0.014954713323909267,2.147368421052632
2,2021,10,08,27,N,Y,0,individual1,2,-68.53977754848667,0.016429346310493226,1.2
3,2021,10,08,27,N,Y,0,individual1,3,,,1.2
4,2021,10,08,27,N,Y,0,individual1,4,-178.5509626846667,0.023049371897543004,3.7188854489164087
5,2021,10,08,27,N,Y,0,individual1,5,156.05341298858272,0.02275410038821706,3.073459048691247
6,2021,10,08,27,N,Y,0,individual1,6,,,1.3636363636363635
7,2021,10,08,27,N,Y,0,individual1,7,135.37497800409471,0.021968503095242734,1.3636363636363635
8,2021,10,08,27,N,Y,0,individual1,8,87.131782397592,0.025404482130426086,2.969025434399395
9,2021,10,08,27,N,Y,0,individual1,9,50.98615155854105,0.024802994757999547,3.6166204986149584
10,2021,10,08,27,N,Y,0,individual1,10,42.318218675452776,0.02321063787027841,0.8000000000000002
11,2021,10,08,27,N,Y,0,individual1,11,,,0.8000000000000002
12,2021,10,08,27,N,Y,0,individual1,12,,,0.8000000000000002
13,2021,10,08,27,N,Y,0,individual1,13,-18.977592264487555,0.016468527958394607,1.4210526315789473
14,2021,10,08,27,N,Y,0,individual1,14,-8.409759101262232,0.017885259311463453,3.4210526315789473
0,2021,10,08,27,N,Y,0,individual2,0,154.60268742788608,0.025173773584128485,3.2667876588021785
1,2021,10,08,27,N,Y,0,individual2,1,139.30489998827673,0.027914792997957225,2.0689655172413794
2,2021,10,08,27,N,Y,0,individual2,2,,,4.137931034482759
3,2021,10,08,27,N,Y,0,individual2,3,48.74390787704519,0.04004102981347899,4.2105263157894735
4,2021,10,08,27,N,Y,0,individual2,4,,,3.777089783281734
5,2021,10,08,27,N,Y,0,individual2,5,,,3.3143229591005374
6,2021,10,08,27,N,Y,0,individual2,6,15.878487183393867,0.02930114357092496,3.157894736842105
7,2021,10,08,27,N,Y,0,individual2,7,-6.195325542459438,0.03177979820006034,4.224376731301939
8,2021,10,08,27,N,Y,0,individual2,8,-6.2456048311915175,0.026998190210956993,2.0967741935483875
9,2021,10,08,27,N,Y,0,individual2,9,,,1.6687760456860625
10,2021,10,08,27,N,Y,0,individual2,10,,,1.0909090909090906
11,2021,10,08,27,N,Y,0,individual2,11,-3.7623303316645424,0.02770155208616077,1.0909090909090906
12,2021,10,08,27,N,Y,0,individual2,12,-8.165938390156441,0.02306157639561739,1.9612188365650969
13,2021,10,08,27,N,Y,0,individual2,13,-44.052207859288934,0.02918843015448329,2.6431954248950054
14,2021,10,08,27,N,Y,0,individual2,14,,,1.9354838709677422
0,2021,10,08,27,N,Y,0,individual3,0,,,1.5789473684210524
1,2021,10,08,27,N,Y,0,individual3,1,-66.24326333096742,0.02318564594079015,1.5789473684210524
2,2021,10,08,27,N,Y,0,individual3,2,-39.23174708909676,0.027096900697057842,1.875
3,2021,10,08,27,N,Y,0,individual3,3,,,2.01163967611336
4,2021,10,08,27,N,Y,0,individual3,4,,,2.3076923076923075
5,2021,10,08,27,N,Y,0,individual3,5,-44.310828892567905,0.013710560687898724,10.463562753036438
6,2021,10,08,27,N,Y,0,individual3,6,,,1.5
7,2021,10,08,27,N,Y,0,individual3,7,-48.585168918591265,0.012534107269781242,2.2853185595567864
8,2021,10,08,27,N,Y,0,individual3,8,-35.00877458617896,0.017249657550580798,3.0831024930747923
9,2021,10,08,27,N,Y,0,individual3,9,-12.633376477255053,0.02624487429256052,2.8851674641148324
10,2021,10,08,27,N,Y,0,individual3,10,3.868355884046487,0.02494923721790597,3.137388926862611
11,2021,10,08,27,N,Y,0,individual3,11,7.700053417209855,0.02116558977945356,4.13533834586466
12,2021,10,08,27,N,Y,0,individual3,12,2.9947997475183095,0.020059999598750856,3.157894736842105
13,2021,10,08,27,N,Y,0,individual3,13,,,3.281733746130031
14,2021,10,08,27,N,Y,0,individual3,14,,,2.566219470244238
0,2021,10,08,27,N,Y,0,individual4,0,-175.52626377746222,0.014497322085722054,1.666666666666667
1,2021,10,08,27,N,Y,0,individual4,1,172.19108539979123,0.013686641729267625,1.8421052631578947
2,2021,10,08,27,N,Y,0,individual4,2,,,3.0380830124090714
3,2021,10,08,27,N,Y,0,individual4,3,171.34384752522857,0.010485625983239122,1.4634146341463417
4,2021,10,08,27,N,Y,0,individual4,4,68.06333762239105,0.031269465319228126,1.4634146341463417
5,2021,10,08,27,N,Y,0,individual4,5,59.105651219388996,0.027080172013386278,1.0526315789473686
6,2021,10,08,27,N,Y,0,individual4,6,71.95195368590137,0.02772344426765387,1.0526315789473686
7,2021,10,08,27,N,Y,0,individual4,7,65.72509889588719,0.0226467717612887,1.0526315789473686
8,2021,10,08,27,N,Y,0,individual4,8,74.86621881911631,0.02024996940835709,1.7142857142857142
9,2021,10,08,27,N,Y,0,individual4,9,59.965848342606584,0.016699325987877284,2.6278195488721807
10,2021,10,08,27,N,Y,0,individual4,10,26.218018427856567,0.02140078374650092,3.4981851179673327
11,2021,10,08,27,N,Y,0,individual4,11,-27.87129847770789,0.02085790647195477,2.2348975887995848
12,2021,10,08,27,N,Y,0,individual4,12,,,2.9072681704260654
0,2021,10,08,27,N,Y,0,individual5,0,159.98636153400022,0.030375096900764564,3.6672325976230895
1,2021,10,08,27,N,Y,0,individual5,1,130.72817640065452,0.03366437773051788,1.9354838709677422
2,2021,10,08,27,N,Y,0,individual5,2,92.92792082358619,0.03217555924052042,2.116581777023203
3,2021,10,08,27,N,Y,0,individual5,3,19.543002497364707,0.039024482796326046,2.125902992776058
4,2021,10,08,27,N,Y,0,individual5,4,16.827084900434436,0.027830309659550016,1.7647058823529413
5,2021,10,08,27,N,Y,0,individual5,5,5.475927444243911,0.022841992370923686,2.507739938080496
6,2021,10,08,27,N,Y,0,individual5,6,-7.087506754854456,0.030267398639288706,3.777089783281734
7,2021,10,08,27,N,Y,0,individual5,7,-4.493148833388748,0.027108770337876738,3.379501385041551
8,2021,10,08,27,N,Y,0,individual5,8,-5.3870245049278,0.02318508422944525,3.2871652816251156
9,2021,10,08,27,N,Y,0,individual5,9,-3.6394854952750646,0.02225672735783092,3.1948291782086793
10,2021,10,08,27,N,Y,0,individual5,10,-4.7704813990149075,0.0213727427149541,3.451197653576666
11,2021,10,08,27,N,Y,0,individual5,11,-4.434452533564928,0.01913809480360984,2.9279080053073856
12,2021,10,08,27,N,Y,0,individual5,12,3.3581445635744323,0.01800903998941514,2.7546138072453856
13,2021,10,08,27,N,Y,0,individual5,13,-1.4915824765865178,0.017219914720016948,3.5311004784688995
0,2021,10,08,27,N,Y,0,individual6,0,-176.91928416785336,0.016737445028521904,3.5653650254668925
1,2021,10,08,27,N,Y,0,individual6,1,-173.79349016237566,0.015014514246738001,0.9677419354838711
2,2021,10,08,27,N,Y,0,individual6,2,173.25263109467681,0.015097261414267128,0.9677419354838711
3,2021,10,08,27,N,Y,0,individual6,3,,,1.193887945670628
4,2021,10,08,27,N,Y,0,individual6,4,130.5315107535671,0.02003169325643592,2.4
5,2021,10,08,27,N,Y,0,individual6,5,137.34456296747396,0.017559306660600005,2.2502923976608185
6,2021,10,08,27,N,Y,0,individual6,6,103.25206766945534,0.023225371241137632,2.9707602339181287
7,2021,10,08,27,N,Y,0,individual6,7,62.48923172674975,0.021373394020357057,2.334928229665072
8,2021,10,08,27,N,Y,0,individual6,8,,,1.3636363636363635
9,2021,10,08,27,N,Y,0,individual6,9,,,1.7568129810692739
10,2021,10,08,27,N,Y,0,individual6,10,-23.87057220217957,0.033396553035791074,2.4919908466819223
11,2021,10,08,27,N,Y,0,individual6,11,,,1.5
12,2021,10,08,27,N,Y,0,individual6,12,,,1.5
13,2021,10,08,27,N,Y,0,individual6,13,-64.08529872647985,0.01785027564284044,2.727272727272727
14,2021,10,08,27,N,Y,0,individual6,14,-63.91534718869743,0.020224419196752406,1.5290201789057625
15,2021,10,08,27,N,Y,0,individual6,15,-68.43020540949148,0.016375601603058777,1.3043478260869565
0,2021,10,08,27,N,Y,0,individual7,0,,,2.4
1,2021,10,08,27,N,Y,0,individual7,1,89.72287751595242,0.020679241351302037,1.6131578947368421
2,2021,10,08,27,N,Y,0,individual7,2,133.55263001896435,0.023735018109542632,1.25
3,2021,10,08,27,N,Y,0,individual7,3,163.2476449540052,0.024739868309465694,1.644736842105263
4,2021,10,08,27,N,Y,0,individual7,4,-164.58678957228457,0.024267984919822176,3.4680451127819545
5,2021,10,08,27,N,Y,0,individual7,5,177.41512393281133,0.016895892894439924,2.691210785584652
6,2021,10,08,27,N,Y,0,individual7,6,-175.90033486123082,0.013664331848059952,2.0689655172413794
7,2021,10,08,27,N,Y,0,individual7,7,-153.09846788176378,0.016237605354080725,7.054495511845784
8,2021,10,08,27,N,Y,0,individual7,8,,,1.6216216216216217
9,2021,10,08,27,N,Y,0,individual7,9,-126.84301565780123,0.018230925311810153,1.5853031082594353
10,2021,10,08,27,N,Y,0,individual7,10,-81.10537758496746,0.02097594232925176,1.2765957446808511
11,2021,10,08,27,N,Y,0,individual7,11,-72.92304723134608,0.018623181894700126,1.2765957446808511
12,2021,10,08,27,N,Y,0,individual7,12,-37.0775880761561,0.01994256858816666,8.049272116461365
0,2021,10,06,21,Y,N,0,individual1,0,54.50305443733549,0.016672652313355824,9.967105263157896
1,2021,10,06,21,Y,N,0,individual1,1,,,1.875
2,2021,10,06,21,Y,N,0,individual1,2,7.180918116256001,0.02321926931999188,3.270676691729323
3,2021,10,06,21,Y,N,0,individual1,3,-12.724576619215645,0.027379339983951027,1.909040894920227
4,2021,10,06,21,Y,N,0,individual1,4,-12.685715384309466,0.021750376286285428,1.4634146341463417
5,2021,10,06,21,Y,N,0,individual1,5,-29.929775635675554,0.028984962392058763,2.876991618213396
6,2021,10,06,21,Y,N,0,individual1,6,-21.396056096540274,0.02694110583579265,3.9009287925696596
7,2021,10,06,21,Y,N,0,individual1,7,-4.456209313156854,0.028401252378673823,4.421052631578948
8,2021,10,06,21,Y,N,0,individual1,8,-3.745349708191911,0.035479126904532164,4.150375939849625
9,2021,10,06,21,Y,N,0,individual1,9,18.753788103132493,0.03538067102600143,3.533834586466165
10,2021,10,06,21,Y,N,0,individual1,10,34.20632667744776,0.035519340249537124,2.723112128146453
11,2021,10,06,21,Y,N,0,individual1,11,10.699496455989655,0.04276422399961327,6.224256292906179
0,2021,10,06,21,Y,N,0,individual2,0,-41.374598668294375,0.01861058458770492,7.510668563300141
1,2021,10,06,21,Y,N,0,individual2,1,,,1.6216216216216217
2,2021,10,06,21,Y,N,0,individual2,2,6.22410210912458,0.02087276725798316,1.2523251996936207
3,2021,10,06,21,Y,N,0,individual2,3,-24.4715300006361,0.016328511145817157,1.1538461538461537
4,2021,10,06,21,Y,N,0,individual2,4,13.092632188070315,0.014727028354333765,1.1603066586269273
5,2021,10,06,21,Y,N,0,individual2,5,-12.420098522299993,0.010659547330600127,1.2765957446808511
6,2021,10,06,21,Y,N,0,individual2,6,-12.909200190537236,0.007651947392609319,1.2765957446808511
7,2021,10,06,21,Y,N,0,individual2,7,-53.87565483656459,0.02155335055650317,1.778115501519757
8,2021,10,06,21,Y,N,0,individual2,8,-166.27415855104357,0.035268896284729685,2.0576441102756897
9,2021,10,06,21,Y,N,0,individual2,9,-148.46544041111588,0.02045318152854602,1.333333333333333
10,2021,10,06,21,Y,N,0,individual2,10,-172.8291253759784,0.024147443933926475,1.333333333333333
11,2021,10,06,21,Y,N,0,individual2,11,178.89433321917045,0.031069550099135094,2.8070175438596494
0,2021,10,06,21,Y,N,0,individual3,0,-24.488066904030052,0.013120638145658196,3.702359346642467
1,2021,10,06,21,Y,N,0,individual3,1,6.464873210618054,0.019637663704145745,1.0344827586206897
2,2021,10,06,21,Y,N,0,individual3,2,2.8318408837348525,0.012499862173453226,1.0344827586206897
3,2021,10,06,21,Y,N,0,individual3,3,17.83238575389686,0.016136559292250895,2.040309485146623
4,2021,10,06,21,Y,N,0,individual3,4,25.942684790368013,0.02242889130815442,3.015433320142461
5,2021,10,06,21,Y,N,0,individual3,5,27.311807998502534,0.02294345525675857,2.7255639097744364
6,2021,10,06,21,Y,N,0,individual3,6,28.0918744125917,0.020451080686396794,2.5692520775623264
7,2021,10,06,21,Y,N,0,individual3,7,17.80953954347535,0.017516286228848123,3.011243278474825
8,2021,10,06,21,Y,N,0,individual3,8,30.058940889416668,0.015257226141726468,1.7647058823529413
9,2021,10,06,21,Y,N,0,individual3,9,22.56465491413847,0.012457079579115108,1.9091847265221877
10,2021,10,06,21,Y,N,0,individual3,10,16.336393841470475,0.014242013752129766,2.2222222222222223
11,2021,10,06,21,Y,N,0,individual3,11,-2.066929587113993,0.014544893904617717,3.391812865497076
0,2021,10,06,21,Y,N,0,individual4,0,-165.69004159520574,0.012685363252755148,2.0689655172413794
1,2021,10,06,21,Y,N,0,individual4,1,-154.2353093536011,0.010496044028904852,2.760755844987723
2,2021,10,06,21,Y,N,0,individual4,2,-102.93890266848197,0.019686885604518655,1.9371959310039804
3,2021,10,06,21,Y,N,0,individual4,3,-62.83545702108226,0.029345009362442782,0.7792207792207793
4,2021,10,06,21,Y,N,0,individual4,4,-33.93889668255466,0.02398812944740637,0.7792207792207793
5,2021,10,06,21,Y,N,0,individual4,5,-24.073401874937133,0.01863311898384093,0.7792207792207793
6,2021,10,06,21,Y,N,0,individual4,6,9.926106474181072,0.021176268386618676,1.246297562087036
7,2021,10,06,21,Y,N,0,individual4,7,-3.3579666964505863,0.016570337459311208,1.666666666666667
8,2021,10,06,21,Y,N,0,individual4,8,14.343642863561938,0.013704890607513322,3.140350877192983
9,2021,10,06,21,Y,N,0,individual4,9,48.12434409498074,0.01942629053683882,1.3432171979243883
10,2021,10,06,21,Y,N,0,individual4,10,31.2636770159554,0.01670653355591111,0.8450704225352114
11,2021,10,06,21,Y,N,0,individual4,11,,,0.8450704225352114
0,2021,10,06,21,Y,N,0,individual5,0,103.65814643400455,0.03016854466025119,5.222672064777327
1,2021,10,06,21,Y,N,0,individual5,1,163.68554953056315,0.030822622637467934,1.8108207581891793
2,2021,10,06,21,Y,N,0,individual5,2,-174.15510367119097,0.021620356868304345,1.3636363636363635
3,2021,10,06,21,Y,N,0,individual5,3,-174.44260646802542,0.011735888190326121,1.9186602870813396
4,2021,10,06,21,Y,N,0,individual5,4,-171.38168603484914,0.010067555660176208,3.3684210526315788
5,2021,10,06,21,Y,N,0,individual5,5,-179.51683966106117,0.007338001927830733,2.6625386996904026
6,2021,10,06,21,Y,N,0,individual5,6,-165.52828256438352,0.011314810210039555,2.855288125436932
7,2021,10,06,21,Y,N,0,individual5,7,,,0.9677419354838711
8,2021,10,06,21,Y,N,0,individual5,8,,,0.9677419354838711
9,2021,10,06,21,Y,N,0,individual5,9,3.964802082608583,0.022479505001389368,0.9677419354838711
10,2021,10,06,21,Y,N,0,individual5,10,-10.317902379290846,0.01895255752468769,3.0
11,2021,10,06,21,Y,N,0,individual5,11,-2.12378583919636,0.019443467838496892,4.631578947368421
12,2021,10,06,21,Y,N,0,individual5,12,1.6287706457121864,0.03251216876274716,4.368421052631579
0,2021,10,06,21,Y,N,0,individual6,0,12.77303860284905,0.022112784271409516,1.9354838709677422
1,2021,10,06,21,Y,N,0,individual6,1,14.862720929114241,0.018512459036323748,2.0726132950241607
2,2021,10,06,21,Y,N,0,individual6,2,70.61418028497017,0.023442766153423413,2.3076923076923075
3,2021,10,06,21,Y,N,0,individual6,3,109.80875051876443,0.02878508292854831,2.3076923076923075
4,2021,10,06,21,Y,N,0,individual6,4,162.407057973091,0.021214326267761877,1.6923076923076918
5,2021,10,06,21,Y,N,0,individual6,5,-160.33908149433663,0.019635231945568307,1.333333333333333
6,2021,10,06,21,Y,N,0,individual6,6,-167.38395672660818,0.013238466255531567,1.1618819776714517
7,2021,10,06,21,Y,N,0,individual6,7,,,0.6818181818181818
8,2021,10,06,21,Y,N,0,individual6,8,,,0.6818181818181818
9,2021,10,06,21,Y,N,0,individual6,9,-140.42414111052506,0.013612359589676963,0.6818181818181818
10,2021,10,06,21,Y,N,0,individual6,10,,,0.6818181818181818
11,2021,10,06,21,Y,N,0,individual6,11,,,1.6045796308954203
0,2021,10,06,21,Y,N,0,individual7,0,157.2963646762368,0.009327331870285423,1.4285714285714284
1,2021,10,06,21,Y,N,0,individual7,1,-142.5442801622085,0.016380217531971736,1.4285714285714284
2,2021,10,06,21,Y,N,0,individual7,2,-172.56276673617208,0.012706294457463041,1.287593984962406
3,2021,10,06,21,Y,N,0,individual7,3,-172.56558324231875,0.008317840041951385,1.25
4,2021,10,06,21,Y,N,0,individual7,4,151.5743848145133,0.01233778219260486,1.1932849364791291
5,2021,10,06,21,Y,N,0,individual7,5,141.89892810193908,0.013426454609311139,1.0344827586206897
6,2021,10,06,21,Y,N,0,individual7,6,123.20626925867921,0.012156407518981045,1.0344827586206897
7,2021,10,06,21,Y,N,0,individual7,7,64.85055640642301,0.015800348823063675,1.4815168592988825
8,2021,10,06,21,Y,N,0,individual7,8,6.0167332381794045,0.034376150818518046,2.8011620836429967
9,2021,10,06,21,Y,N,0,individual7,9,-29.06773694487496,0.028702660494594304,1.4634146341463417
10,2021,10,06,21,Y,N,0,individual7,10,-9.501015744519187,0.025004864624098993,1.5299334811529934
11,2021,10,06,21,Y,N,0,individual7,11,-2.379116764902146,0.02868445858008237,2.727272727272727
0,2021,10,06,21,Y,N,0,individual8,0,-140.294713082257,0.019399364326302126,3.4055727554179565
1,2021,10,06,21,Y,N,0,individual8,1,-124.13190238685344,0.019624449148245012,1.1764705882352942
2,2021,10,06,21,Y,N,0,individual8,2,-153.01451860146466,0.018696669626270337,1.1764705882352942
3,2021,10,06,21,Y,N,0,individual8,3,-169.31154548138562,0.018613675071617587,2.1362229102167185
4,2021,10,06,21,Y,N,0,individual8,4,-160.4148811124546,0.014236305470348879,2.4148606811145514
5,2021,10,06,21,Y,N,0,individual8,5,-37.48604643936436,0.03139389886491256,1.7647058823529413
6,2021,10,06,21,Y,N,0,individual8,6,-2.7387113558430647,0.03191286389374379,1.511987904096767
7,2021,10,06,21,Y,N,0,individual8,7,-9.485835932345298,0.02826938610915884,1.3953488372093021
