fish1,fish2,dist,angle,year,month,day,trial,frame,turb,dark,flow
1,3,10.000612984480613,141.31580422453996,2020,07,28,29,2,N,N,2
1,4,7.953856048565119,84.22562492649107,2020,07,28,29,2,N,N,2
1,5,8.381076503296917,41.340541433534284,2020,07,28,29,2,N,N,2
1,6,4.055257961723458,120.1711488114648,2020,07,28,29,2,N,N,2
1,7,14.890896490225273,83.47315552145959,2020,07,28,29,2,N,N,2
2,3,7.933054460376947,-150.56022080595324,2020,07,28,29,2,N,N,2
2,4,2.807952803174274,-52.79005838777916,2020,07,28,29,2,N,N,2
2,5,8.543309130031338,-32.68726612741771,2020,07,28,29,2,N,N,2
2,6,6.741078611849818,-99.73867211982517,2020,07,28,29,2,N,N,2
2,7,5.318122688587551,60.84988351489995,2020,07,28,29,2,N,N,2
3,4,8.765915143083904,10.934916139492522,2020,07,28,29,2,N,N,2
3,5,14.11709542990153,-2.901841251768579,2020,07,28,29,2,N,N,2
3,6,6.38812761508841,-25.44647984418571,2020,07,28,29,2,N,N,2
3,7,12.776105184959489,41.96889596078738,2020,07,28,29,2,N,N,2
4,5,5.984753729248955,-23.407156395587077,2020,07,28,29,2,N,N,2
4,6,5.242454459055243,-122.78021278849889,2020,07,28,29,2,N,N,2
4,7,6.938512667558875,82.61056613704328,2020,07,28,29,2,N,N,2
5,6,8.574388094640279,-166.30445599350796,2020,07,28,29,2,N,N,2
5,7,10.338122167223936,116.41958336730673,2020,07,28,29,2,N,N,2
6,7,11.88901406662372,71.71178159927743,2020,07,28,29,2,N,N,2
0,1,5.528444865922284,-85.90809195209928,2020,07,28,29,3,N,N,2
0,2,4.812354962358542,96.58723887277792,2020,07,28,29,3,N,N,2
0,3,7.482995932656919,173.6475154931621,2020,07,28,29,3,N,N,2
0,4,2.6114567560037205,63.875946178376026,2020,07,28,29,3,N,N,2
0,5,6.6644120528869575,-1.1586827429375166,2020,07,28,29,3,N,N,2
0,6,2.5236154407054356,-131.44790893868603,2020,07,28,29,3,N,N,2
0,7,9.526205754851858,77.92138931163723,2020,07,28,29,3,N,N,2
1,2,10.33835993911169,95.25316030190629,2020,07,28,29,3,N,N,2
1,3,10.077593515341194,140.99801485766207,2020,07,28,29,3,N,N,2
1,4,7.8952480483400596,84.50984448881752,2020,07,28,29,3,N,N,2
1,5,8.260435401078906,40.63572567740099,2020,07,28,29,3,N,N,2
1,6,4.169947850647811,119.68312636915996,2020,07,28,29,3,N,N,2
1,7,14.915607200293758,83.84626734019565,2020,07,28,29,3,N,N,2
2,3,7.938921495988022,-150.1401517018263,2020,07,28,29,3,N,N,2
2,4,2.9715617177754527,-55.05876775155932,2020,07,28,29,3,N,N,2
2,5,8.730313387501234,-34.264976479001064,2020,07,28,29,3,N,N,2
2,6,6.765269920933293,-99.51574762603461,2020,07,28,29,3,N,N,2
2,7,5.200289713749748,60.693489880157095,2020,07,28,29,3,N,N,2
3,4,8.71983909986151,10.016942175564905,2020,07,28,29,3,N,N,2
3,5,14.132927575686507,-3.9059456689265857,2020,07,28,29,3,N,N,2
3,6,6.375680174712133,-25.24884913374452,2020,07,28,29,3,N,N,2
3,7,12.687333849029528,41.98706626417704,2020,07,28,29,3,N,N,2
4,5,6.045065409558396,-24.214862256577018,2020,07,28,29,3,N,N,2
4,6,5.089239816445029,-123.65412863383811,2020,07,28,29,3,N,N,2
4,7,7.021484055593563,83.10010924711978,2020,07,28,29,3,N,N,2
5,6,8.51669854520547,-168.0955120088279,2020,07,28,29,3,N,N,2
5,7,10.540852975315666,116.2958098234587,2020,07,28,29,3,N,N,2
6,7,11.790617833910952,71.89588841660503,2020,07,28,29,3,N,N,2
0,1,5.548340131473172,-85.92278959838124,2020,07,28,29,4,N,N,2
0,2,4.849632224822336,96.82173705377352,2020,07,28,29,4,N,N,2
0,3,7.486929377087292,173.8608859714266,2020,07,28,29,4,N,N,2
0,4,2.4943122936784246,62.98890136912014,2020,07,28,29,4,N,N,2
0,5,6.666275906827444,-2.9394637980434073,2020,07,28,29,4,N,N,2
0,6,2.5138232506980094,-131.9335218944676,2020,07,28,29,4,N,N,2
0,7,9.367898690293497,78.1240738050407,2020,07,28,29,4,N,N,2
1,2,10.39500368696166,95.35724480553479,2020,07,28,29,4,N,N,2
1,3,10.078377690892365,141.05525946108904,2020,07,28,29,4,N,N,2
1,4,7.7915884712041175,84.56247309666675,2020,07,28,29,4,N,N,2
1,5,8.135529482736963,39.660940196422594,2020,07,28,29,4,N,N,2
1,6,4.210651350689144,119.51523474838557,2020,07,28,29,4,N,N,2
1,7,14.781428777353325,84.0456877792578,2020,07,28,29,4,N,N,2
2,3,7.955247601199696,-149.69179468248666,2020,07,28,29,4,N,N,2
2,4,3.105517672099271,-56.61459573372258,2020,07,28,29,4,N,N,2
2,5,8.88371657205624,-35.48693707614706,2020,07,28,29,4,N,N,2
2,6,6.775904588884678,-99.37586258349434,2020,07,28,29,4,N,N,2
2,7,5.020966953213614,60.08683083607265,2020,07,28,29,4,N,N,2
3,4,8.693826639379514,9.410875147083972,2020,07,28,29,4,N,N,2
3,5,14.147706920193851,-4.63207653039704,2020,07,28,29,4,N,N,2
3,6,6.352765996182836,-24.860399095006223,2020,07,28,29,4,N,N,2
3,7,12.563170450876418,41.756880094103465,2020,07,28,29,4,N,N,2
4,5,6.090698266387229,-24.896672175382164,2020,07,28,29,4,N,N,2
4,6,4.965732299115357,-124.50154347185743,2020,07,28,29,4,N,N,2
4,7,6.990510493884536,83.46967952419884,2020,07,28,29,4,N,N,2
5,6,8.476316449914085,-169.61308726922306,2020,07,28,29,4,N,N,2
5,7,10.620509429929108,116.4446057767959,2020,07,28,29,4,N,N,2
6,7,11.61213257391124,71.8992743722247,2020,07,28,29,4,N,N,2
0,1,5.591808217587971,-85.64380048168788,2020,07,28,29,5,N,N,2
0,2,4.82843258463793,96.9579955035721,2020,07,28,29,5,N,N,2
0,3,7.476982334405115,174.45561608773366,2020,07,28,29,5,N,N,2
0,4,2.3772699722891075,61.550633984310366,2020,07,28,29,5,N,N,2
0,5,6.684451758491131,-4.762425932424848,2020,07,28,29,5,N,N,2
0,6,2.531731344506183,-131.59800200657915,2020,07,28,29,5,N,N,2
0,7,9.14192746772416,78.12583379105023,2020,07,28,29,5,N,N,2
1,2,10.417569438987819,95.56177883123247,2020,07,28,29,5,N,N,2
1,3,10.077255727271297,141.31947756261113,2020,07,28,29,5,N,N,2
1,4,7.698443740083423,84.72509228392721,2020,07,28,29,5,N,N,2
1,5,8.006428699595697,38.83511496699428,2020,07,28,29,5,N,N,2
1,6,4.241840705217785,119.7605994229562,2020,07,28,29,5,N,N,2
1,7,14.594802849321695,84.27324197829147,2020,07,28,29,5,N,N,2
2,3,7.974223924914428,-149.30596108441182,2020,07,28,29,5,N,N,2
2,4,3.2021888797250835,-57.566209931104154,2020,07,28,29,5,N,N,2
2,5,9.006013387155116,-36.427716700751006,2020,07,28,29,5,N,N,2
2,6,6.775370529104941,-99.30828372492772,2020,07,28,29,5,N,N,2
2,7,4.830336482434128,59.301374059028475,2020,07,28,29,5,N,N,2
3,4,8.68289870826768,9.063343740070433,2020,07,28,29,5,N,N,2
3,5,14.161105411757653,-5.175286011270198,2020,07,28,29,5,N,N,2
3,6,6.327168868763811,-24.41892535581686,2020,07,28,29,5,N,N,2
3,7,12.431906412168736,41.41559487853024,2020,07,28,29,5,N,N,2
4,5,6.129065265211305,-25.567637861965327,2020,07,28,29,5,N,N,2
4,6,4.876752695832099,-125.23145619478476,2020,07,28,29,5,N,N,2
4,7,6.896865723023319,83.76887475334242,2020,07,28,29,5,N,N,2
5,6,8.44885901315831,-170.88588538188895,2020,07,28,29,5,N,N,2
5,7,10.636052515671102,116.707979123948,2020,07,28,29,5,N,N,2
6,7,11.409809086751734,71.80948753198984,2020,07,28,29,5,N,N,2
0,1,5.728714880211334,-84.19046936684718,2020,07,28,29,6,N,N,2
0,2,4.700708180635323,96.63391680032085,2020,07,28,29,6,N,N,2
0,3,7.415814303903282,175.7026599005573,2020,07,28,29,6,N,N,2
0,4,2.250760512390445,58.2076346265543,2020,07,28,29,6,N,N,2
0,5,6.760950925238359,-6.972038070893238,2020,07,28,29,6,N,N,2
0,6,2.585785492340745,-129.2731175963539,2020,07,28,29,6,N,N,2
0,7,8.83275280910402,77.65175290690897,2020,07,28,29,6,N,N,2
1,2,10.429155794413393,96.18109400133136,2020,07,28,29,6,N,N,2
1,3,10.13522304499609,141.89152030252322,2020,07,28,29,6,N,N,2
1,4,7.6364315369158,85.44898494577147,2020,07,28,29,6,N,N,2
1,5,7.835246911302982,38.509886882249525,2020,07,28,29,6,N,N,2
1,6,4.3111058406633,120.94319386445783,2020,07,28,29,6,N,N,2
1,7,14.387381532849005,84.7797061024785,2020,07,28,29,6,N,N,2
2,3,7.991873246599846,-149.02148595363082,2020,07,28,29,6,N,N,2
2,4,3.253520208546163,-57.90144534697119,2020,07,28,29,6,N,N,2
2,5,9.097239124901712,-37.11883675045914,2020,07,28,29,6,N,N,2
2,6,6.760064546042355,-99.31155772917158,2020,07,28,29,6,N,N,2
2,7,4.646454466867778,58.439304679528355,2020,07,28,29,6,N,N,2
3,4,8.687459403757408,8.989048237406312,2020,07,28,29,6,N,N,2
3,5,14.172911831075954,-5.572902097753774,2020,07,28,29,6,N,N,2
3,6,6.300508439375456,-23.94815132539902,2020,07,28,29,6,N,N,2
3,7,12.30281791200393,41.008360174805496,2020,07,28,29,6,N,N,2
4,5,6.164473913756036,-26.32529742311033,2020,07,28,29,6,N,N,2
4,6,4.8262931389476815,-125.79220227404701,2020,07,28,29,6,N,N,2
4,7,6.752060207167242,84.02276165111105,2020,07,28,29,6,N,N,2
5,6,8.430942448193173,-171.94705114686624,2020,07,28,29,6,N,N,2
5,7,10.60836789541931,117.03605913433245,2020,07,28,29,6,N,N,2
6,7,11.199617807272327,71.65061541294999,2020,07,28,29,6,N,N,2
0,1,5.881183114617519,-82.98245641011466,2020,07,28,29,7,N,N,2
0,2,4.453800990355758,97.01028265343167,2020,07,28,29,7,N,N,2
0,3,7.400184272470372,177.97738179574372,2020,07,28,29,7,N,N,2
0,4,2.0468976999242545,54.39997933386865,2020,07,28,29,7,N,N,2
0,5,6.81794683339223,-10.02972098082675,2020,07,28,29,7,N,N,2
0,6,2.7747918551794544,-126.24193295095421,2020,07,28,29,7,N,N,2
0,7,8.395873079966117,77.21170436090031,2020,07,28,29,7,N,N,2
1,2,10.33498408462181,97.01441453176265,2020,07,28,29,7,N,N,2
1,3,10.150267604774488,143.07259175066466,2020,07,28,29,7,N,N,2
1,4,7.516358633684266,86.39184684732702,2020,07,28,29,7,N,N,2
1,5,7.587005600101668,37.79608028212963,2020,07,28,29,7,N,N,2
1,6,4.303350567315737,123.24158450089755,2020,07,28,29,7,N,N,2
1,7,14.070983777145402,85.35334889245534,2020,07,28,29,7,N,N,2
2,3,8.015600758459748,-148.74127048807256,2020,07,28,29,7,N,N,2
2,4,3.256859162877643,-57.80792211799029,2020,07,28,29,7,N,N,2
2,5,9.171558014429689,-37.69413106206599,2020,07,28,29,7,N,N,2
2,6,6.74819347111076,-99.35452649603783,2020,07,28,29,7,N,N,2
2,7,4.467735373153605,57.47744379527886,2020,07,28,29,7,N,N,2
3,4,8.701004123995789,9.280222196919183,2020,07,28,29,7,N,N,2
3,5,14.183493204383039,-5.86195586565464,2020,07,28,29,7,N,N,2
3,6,6.2743239076352495,-23.472602454655615,2020,07,28,29,7,N,N,2
3,7,12.184607835927846,40.58141791381332,2020,07,28,29,7,N,N,2
4,5,6.215076249550044,-27.312434527444715,2020,07,28,29,7,N,N,2
4,6,4.821615628253129,-125.96942963518632,2020,07,28,29,7,N,N,2
4,7,6.557274988394013,84.16293713249924,2020,07,28,29,7,N,N,2
5,6,8.41999158905107,-172.8326788951963,2020,07,28,29,7,N,N,2
5,7,10.557707278802171,117.37968766232747,2020,07,28,29,7,N,N,2
6,7,10.997013469768413,71.4480016177669,2020,07,28,29,7,N,N,2
0,1,5.804516002668365,-81.66403336922131,2020,07,28,29,8,N,N,2
0,2,4.402384092429397,97.09257637900072,2020,07,28,29,8,N,N,2
0,3,7.4043142331516085,178.66417212509987,2020,07,28,29,8,N,N,2
0,4,2.0057482878967905,53.531294460674935,2020,07,28,29,8,N,N,2
0,5,6.842088825217282,-11.213405065959659,2020,07,28,29,8,N,N,2
0,6,2.8072355583178603,-125.99465191457233,2020,07,28,29,8,N,N,2
0,7,8.178424536033333,77.06384926124335,2020,07,28,29,8,N,N,2
1,2,10.206310579591445,97.79967766468576,2020,07,28,29,8,N,N,2
1,3,10.146792202373216,144.33661698202255,2020,07,28,29,8,N,N,2
1,4,7.3645301367513065,87.27084036761035,2020,07,28,29,8,N,N,2
1,5,7.343554199518837,36.93350885968554,2020,07,28,29,8,N,N,2
1,6,4.273315795757214,125.66215138693005,2020,07,28,29,8,N,N,2
1,7,13.749687958421719,85.87379254718617,2020,07,28,29,8,N,N,2
2,3,8.040475921626472,-148.5422230585065,2020,07,28,29,8,N,N,2
2,4,3.256808581364872,-57.794114520176414,2020,07,28,29,8,N,N,2
2,5,9.225886708119223,-38.151572743127076,2020,07,28,29,8,N,N,2
2,6,6.7314771709145775,-99.45901293167822,2020,07,28,29,8,N,N,2
2,7,4.314338920301844,56.60829600448297,2020,07,28,29,8,N,N,2
3,4,8.714348071463132,9.513937463374775,2020,07,28,29,8,N,N,2
3,5,14.193592136988856,-6.079226853116728,2020,07,28,29,8,N,N,2
3,6,6.250065132476425,-23.017660566513808,2020,07,28,29,8,N,N,2
3,7,12.08569253862785,40.18411946423867,2020,07,28,29,8,N,N,2
4,5,6.255147497215813,-28.071719299216483,2020,07,28,29,8,N,N,2
4,6,4.81294380383358,-126.19220736518523,2020,07,28,29,8,N,N,2
4,7,6.38987010928683,84.26359774856238,2020,07,28,29,8,N,N,2
5,6,8.4140636137001,-173.58074732023792,2020,07,28,29,8,N,N,2
5,7,10.504108733224962,117.68679237194478,2020,07,28,29,8,N,N,2
6,7,10.817401082233253,71.23006454865931,2020,07,28,29,8,N,N,2
0,1,5.858676599970352,-80.91372518192541,2020,07,28,29,9,N,N,2
0,2,4.209666508060494,97.41905917563781,2020,07,28,29,9,N,N,2
0,3,7.409836619095228,-179.62973205500194,2020,07,28,29,9,N,N,2
0,4,1.8568958512835214,49.98720117115689,2020,07,28,29,9,N,N,2
0,5,6.8972134482399055,-13.38821369402455,2020,07,28,29,9,N,N,2
0,6,2.9529417542278824,-124.18861622038858,2020,07,28,29,9,N,N,2
0,7,7.861710583453915,76.67854266686984,2020,07,28,29,9,N,N,2
1,2,10.06730608303272,98.3892060573949,2020,07,28,29,9,N,N,2
1,3,10.118634628442887,145.45864647933462,2020,07,28,29,9,N,N,2
1,4,7.212364918963927,87.86495521653197,2020,07,28,29,9,N,N,2
1,5,7.1415357898430285,35.905212485877726,2020,07,28,29,9,N,N,2
1,6,4.225179391036049,127.7122364442781,2020,07,28,29,9,N,N,2
1,7,13.464530617630246,86.22605064155246,2020,07,28,29,9,N,N,2
2,3,8.06047872648322,-148.41058170975714,2020,07,28,29,9,N,N,2
2,4,3.2547802633632834,-57.73575087849258,2020,07,28,29,9,N,N,2
2,5,9.269345981435247,-38.50912516382484,2020,07,28,29,9,N,N,2
2,6,6.710480780405751,-99.57091028330701,2020,07,28,29,9,N,N,2
2,7,4.19844841061159,55.88004257268643,2020,07,28,29,9,N,N,2
3,4,8.72828117844246,9.6964062525545,2020,07,28,29,9,N,N,2
3,5,14.20418352252768,-6.2612991824877975,2020,07,28,29,9,N,N,2
3,6,6.229095492774271,-22.60949792508079,2020,07,28,29,9,N,N,2
3,7,12.01205056105752,39.8560708145714,2020,07,28,29,9,N,N,2
4,5,6.288125562124653,-28.695086216974406,2020,07,28,29,9,N,N,2
4,6,4.803949187299124,-126.43656994738207,2020,07,28,29,9,N,N,2
4,7,6.258516380872936,84.33727922041494,2020,07,28,29,9,N,N,2
5,6,8.41169794391899,-174.23039130838478,2020,07,28,29,9,N,N,2
5,7,10.464435060065508,117.91053768516352,2020,07,28,29,9,N,N,2
6,7,10.67292288548619,71.02270928451162,2020,07,28,29,9,N,N,2
0,1,5.7554106347806435,-80.36169386003587,2020,07,28,29,10,N,N,2
0,2,4.19568447768885,97.69421587010537,2020,07,28,29,10,N,N,2
0,3,7.441273320712539,-179.37139998059666,2020,07,28,29,10,N,N,2
0,4,1.85537567504592,50.00853501092053,2020,07,28,29,10,N,N,2
0,5,6.892921765988256,-14.08370641952531,2020,07,28,29,10,N,N,2
0,6,2.9662832563358896,-124.77265234468939,2020,07,28,29,10,N,N,2
0,7,7.747153843563871,76.74121839082865,2020,07,28,29,10,N,N,2
1,2,9.949698246725621,98.81863278995692,2020,07,28,29,10,N,N,2
1,3,10.095100392692997,146.35918589666105,2020,07,28,29,10,N,N,2
1,4,7.09933434821865,88.15325671920054,2020,07,28,29,10,N,N,2
1,5,6.97978461441892,34.93399844019495,2020,07,28,29,10,N,N,2
1,6,4.187236286959787,129.3572498838367,2020,07,28,29,10,N,N,2
1,7,13.23981241363371,86.47867353510944,2020,07,28,29,10,N,N,2
2,3,8.080564471790261,-148.354657408635,2020,07,28,29,10,N,N,2
2,4,3.250397250533347,-57.33876241574129,2020,07,28,29,10,N,N,2
2,5,9.304608999337006,-38.8389175653532,2020,07,28,29,10,N,N,2
2,6,6.69059238915287,-99.7234365284804,2020,07,28,29,10,N,N,2
2,7,4.112387179559523,55.34315752217089,2020,07,28,29,10,N,N,2
3,4,8.763101709678176,9.876659949805786,2020,07,28,29,10,N,N,2
3,5,14.216389937794577,-6.444590954490787,2020,07,28,29,10,N,N,2
3,6,6.212707890968251,-22.274893376270498,2020,07,28,29,10,N,N,2
3,7,11.960934559763363,39.58817394495584,2020,07,28,29,10,N,N,2
4,5,6.307074847696642,-29.427418710344867,2020,07,28,29,10,N,N,2
4,6,4.816924922018894,-126.78045897951614,2020,07,28,29,10,N,N,2
4,7,6.147011981526402,84.54456452775287,2020,07,28,29,10,N,N,2
5,6,8.411799637164508,-174.82142248430046,2020,07,28,29,10,N,N,2
5,7,10.443581502560221,118.03702784004096,2020,07,28,29,10,N,N,2
6,7,10.562935746697649,70.83018336352437,2020,07,28,29,10,N,N,2
0,1,5.7603517079433475,-79.88032679534223,2020,07,28,29,11,N,N,2
0,2,4.120091590859015,97.93369013856702,2020,07,28,29,11,N,N,2
0,3,7.46603717151384,-178.72555488559954,2020,07,28,29,11,N,N,2
0,4,1.8193463545710014,48.00663758244838,2020,07,28,29,11,N,N,2
0,5,6.9138033796380585,-15.227142936904087,2020,07,28,29,11,N,N,2
0,6,3.025678796939112,-124.535643102746,2020,07,28,29,11,N,N,2
0,7,7.606109921317973,76.59789680961129,2020,07,28,29,11,N,N,2
1,2,9.878695129426184,99.20815145697853,2020,07,28,29,11,N,N,2
1,3,10.106897686247438,146.99951977741117,2020,07,28,29,11,N,N,2
1,4,7.02591058003902,88.32716672407939,2020,07,28,29,11,N,N,2
1,5,6.847163153713766,34.262505986999734,2020,07,28,29,11,N,N,2
1,6,4.188109197038168,130.63463835381188,2020,07,28,29,11,N,N,2
1,7,13.091263213717927,86.71199166878763,2020,07,28,29,11,N,N,2
2,3,8.098306558561939,-148.37247697928126,2020,07,28,29,11,N,N,2
2,4,3.2609895372453814,-56.79350297007617,2020,07,28,29,11,N,N,2
2,5,9.337199688791568,-39.16166313124025,2020,07,28,29,11,N,N,2
2,6,6.672391405641336,-99.89522590469626,2020,07,28,29,11,N,N,2
2,7,4.055596234679765,54.90576461527235,2020,07,28,29,11,N,N,2
3,4,8.813171037722483,9.919756768271794,2020,07,28,29,11,N,N,2
3,5,14.231221204784813,-6.657285675728128,2020,07,28,29,11,N,N,2
3,6,6.201758009359978,-22.031886597841016,2020,07,28,29,11,N,N,2
3,7,11.931898815904434,39.34714131420563,2020,07,28,29,11,N,N,2
4,5,6.30722761431705,-30.151688816089504,2020,07,28,29,11,N,N,2
4,6,4.835404662937327,-127.33484594672275,2020,07,28,29,11,N,N,2
4,7,6.071374730710243,84.84279630607752,2020,07,28,29,11,N,N,2
5,6,8.413637397727099,-175.3875322359505,2020,07,28,29,11,N,N,2
5,7,10.440456442014053,118.04106527376184,2020,07,28,29,11,N,N,2
6,7,10.48519228426534,70.62599568044587,2020,07,28,29,11,N,N,2
0,1,5.772541687288849,-80.09267928362938,2020,07,28,29,12,N,N,2
0,2,4.101577805433154,99.0733613726263,2020,07,28,29,12,N,N,2
0,3,7.5642207144809275,-178.5125054127223,2020,07,28,29,12,N,N,2
0,4,1.7278208093605518,46.33076558654244,2020,07,28,29,12,N,N,2
0,5,6.8547056515715825,-16.152876931772536,2020,07,28,29,12,N,N,2
0,6,3.090200908247317,-125.8929423189482,2020,07,28,29,12,N,N,2
0,7,7.517599442753986,77.11396780167298,2020,07,28,29,12,N,N,2
1,2,9.873865493685313,99.5609063157393,2020,07,28,29,12,N,N,2
1,3,10.164985626984569,147.3096120249656,2020,07,28,29,12,N,N,2
1,4,6.939134918395565,88.34958288016423,2020,07,28,29,12,N,N,2
1,5,6.7485282901981,34.058815830898865,2020,07,28,29,12,N,N,2
1,6,4.242546073062124,131.38647035917072,2020,07,28,29,12,N,N,2
1,7,13.032657172782724,86.9945083255338,2020,07,28,29,12,N,N,2
2,3,8.114738130233247,-148.44471220909833,2020,07,28,29,12,N,N,2
2,4,3.350770475703497,-56.695596569642156,2020,07,28,29,12,N,N,2
2,5,9.368825388779165,-39.483654468914054,2020,07,28,29,12,N,N,2
2,6,6.656391865199908,-100.0788055139164,2020,07,28,29,12,N,N,2
2,7,4.017869434077633,54.672447799417036,2020,07,28,29,12,N,N,2
3,4,8.873360199933035,9.379751801725396,2020,07,28,29,12,N,N,2
3,5,14.248829561243573,-6.89522174230819,2020,07,28,29,12,N,N,2
3,6,6.195537507847527,-21.862099808421398,2020,07,28,29,12,N,N,2
3,7,11.9148742454359,39.163282177717115,2020,07,28,29,12,N,N,2
4,5,6.2472977650243955,-30.351549259709078,2020,07,28,29,12,N,N,2
4,6,4.807819846965034,-128.6800916528145,2020,07,28,29,12,N,N,2
4,7,6.097671345261009,85.45239440490154,2020,07,28,29,12,N,N,2
5,6,8.41695927819926,-175.9366060718597,2020,07,28,29,12,N,N,2
5,7,10.458221934922673,117.98600846780006,2020,07,28,29,12,N,N,2
6,7,10.432149926491745,70.4656477504965,2020,07,28,29,12,N,N,2
0,1,5.763381578876868,-79.71293390535541,2020,07,28,29,13,N,N,2
0,2,4.1089596319435095,99.43685590596894,2020,07,28,29,13,N,N,2
0,3,7.612741621775402,-178.57159189325967,2020,07,28,29,13,N,N,2
0,4,1.706952220980313,45.25546552259297,2020,07,28,29,13,N,N,2
0,5,6.836342284435614,-16.7032738846505,2020,07,28,29,13,N,N,2
0,6,3.101361483906434,-126.79917203870438,2020,07,28,29,13,N,N,2
