,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X_Distance,Y_Distance,Z_Distance,Distance,Angle,Yaw_Heading_Diff,Pitch_Heading_Diff,Fish1_Speed,Fish2_Speed,Fish1_Accel,Fish2_Accel,Fish1_X,Fish1_Y,Fish1_Z,Fish2_X,Fish2_Y,Fish2_Z,Relative_X,Fish1_Yaw_Heading,Fish2_Yaw_Heading,Fish1_Yaw_Heading_PS,Fish2_Yaw_Heading_PS,Speed_Diff
0,2022,06,10,04,S,S,0,individual1xindividual2,1,1.5305151268365234,1.4004974670509363,0.0,2.0745769951225017,-1.4979315978041303,1.7800620290849818,0.0,0.8074895548268505,0.7572534971083599,0.3469460190845929,0.21726214400029784,4.810354056114836,0.3715623196800403,0.0,3.2798389292783137,1.7720597867309766,0.0,0.14771430404306662,-2.385746159936573,-0.6056511948771844,-1.488562943739498,0.01061787748829419,0.05023605771849067
1,2022,06,10,04,S,S,0,individual1xindividual2,2,1.208246133322265,1.3185266257674142,0.0,1.7883990554531746,-1.3139665340124518,2.0725503795352878,0.0,0.43784044122236215,0.6297726080200929,-0.2807091709463576,0.1749882509910895,4.666215398326959,0.340479250106992,0.0,3.4579692650046936,1.6590058758744062,0.0,0.4533264857822127,-2.6576430885464366,-0.585077606279485,-0.7685668223824517,0.0822592404642577,-0.1919321667977308
2,2022,06,10,04,S,S,0,individual1xindividual2,3,0.832192962193312,1.1479574215831176,0.0,1.4178686004322962,-1.2177843455430337,2.3189359078799465,0.0,1.3452243638725987,0.5095378144161732,-0.3348925567576657,-0.036432483160576325,4.431606540571937,0.4317107351256584,0.0,3.5994135783786247,1.5796681567087758,0.0,0.4881732887352119,-2.872505147445459,-0.5535536759164871,-0.0963791890216862,0.06771382878260777,0.8356865494564254
3,2022,06,10,04,S,S,0,individual1xindividual2,4,0.4562431675502072,1.1367424288399122,0.0,1.2248841485875752,-1.6153661688903398,2.176434413906992,0.0,0.9264807379046676,0.6822227562761926,-0.04585248517979625,-0.24864428615435258,4.204046746332093,0.35313501933062313,0.0,3.7478035787818853,1.4898774481705355,0.0,-0.04603846705063643,-2.7186832415935034,-0.5421921813838332,0.03841611472653559,-0.0230630636107108,0.2442579816284749
4,2022,06,10,04,S,S,0,individual1xindividual2,5,-0.11002492962852062,0.9819090653912073,0.0,0.9880540966147527,-1.979166547761976,2.2800488707770263,0.0,1.4558000520701608,0.8757440672750917,-0.4479064926421935,-0.07701929587874319,3.843886900672932,0.37786839927469223,0.0,3.9539118303014535,1.359777464665899,0.0,-0.39453089503142896,-2.848174941451986,-0.568160282869945,-0.4619670515932809,-0.04425668690710073,0.5800559847950688
5,2022,06,10,04,S,S,0,individual1xindividual2,6,-0.8325092376963878,0.851162561431096,0.0,1.1906088093205782,-2.4557181399325105,2.4410541204153,0.0,2.0441449548307684,0.7998083557669691,0.11670495812955015,-0.10965390675096671,3.344335336466156,0.3725314575893248,0.0,4.176844574162544,1.2236940190204206,0.0,-0.9347361538563507,-3.011262374269248,-0.5702214164249974,0.18403780823366842,-0.3628775115528825,1.2443365990637991
6,2022,06,10,04,S,S,0,individual1xindividual2,7,-1.4271600906874942,0.7498834776422563,0.0,1.6121759068079329,-3.0671524682914226,1.9380665068980685,0.0,1.1894630992979198,1.0724061431214118,0.2794699818672383,-0.22087600769286211,2.8625926254967156,0.30745088669963294,0.0,4.28975271618421,1.0573343643418893,0.0,-1.5715646621340307,-2.731617662903996,-0.7979827068534379,0.7758587001180968,-2.003923350189803,0.11705695617650785
7,2022,06,10,04,S,S,0,individual1xindividual2,8,-1.6406500809234759,0.5386515048415141,0.0,1.726811550720644,2.837760025461397,0.6787193586155033,0.0,1.253381888404208,1.202447942507244,-0.1885896368601927,0.08008189953008367,2.501501848564234,0.2411845682084387,0.0,4.14215192948771,0.779836073049953,0.0,-1.6451825115290368,-2.5198851975277865,-1.839372871545206,-0.6559247375950095,-3.093391584698883,0.05093394589696395
8,2022,06,10,04,S,S,0,individual1xindividual2,9,-1.679386546986305,0.20105850813977866,0.0,1.691379229473384,-3.017956398658446,0.3886669655073253,0.0,1.64825452968533,0.9261967987874065,-0.06802133111368151,0.3073597818682722,2.158791927083341,0.49845811740490215,0.0,3.8381784740696467,0.6995166255446809,0.0,-1.6547585700482141,3.136148643798751,-2.757130710496064,-0.5396380666054568,-1.5307349131703034,0.7220577308979232
9,2022,06,10,04,S,S,0,individual1xindividual2,10,-1.6118025406611505,0.20124699839326154,0.0,1.6243176365612846,2.9877622751997106,0.4046455687326814,0.0,1.409724352748487,0.6684127838273154,0.1337770870155514,0.2613394086367522,1.9884473915934662,0.40744461085401057,0.0,3.6002499322546173,0.6086916092472721,0.0,-1.5160178231436239,-2.861655973044576,-2.808838316553065,2.2920854656865846,-0.1756018277698725,0.7413115689211716
