pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
2151.127618,280.261241,2364.763558,292.928214
1598.599467,276.699226,1835.390508,292.74032
2150.13881,305.417997,2364.01806,318.418033
2054.789383,310.169859,2146.270972,325.805745
