,id,x,y,frame,camera
0,2,703.51074,530.31976,0,0
1,3,685.4918,565.4326,0,0
2,4,665.77704,602.5499,0,0
3,7,643.4126,541.2649,0,0
4,8,625.2542,576.7908,0,0
5,9,604.81244,612.59454,0,0
6,13,564.6737,586.59296,0,0
7,14,538.8889,621.8849,0,0
8,18,504.3487,596.7481,0,0
9,19,483.6993,633.78107,0,0
10,23,446.849,606.8124,0,0
11,24,426.48438,643.4306,0,0
12,2,706.18536,529.586,1,0
13,3,688.40283,564.51227,1,0
14,4,669.86096,601.10236,1,0
15,7,646.9129,540.28925,1,0
16,8,629.1044,575.73047,1,0
17,9,607.5927,612.13104,1,0
18,12,587.2827,551.6689,1,0
19,13,567.96674,585.2433,1,0
20,14,546.98236,622.0639,1,0
21,17,528.87744,560.45264,1,0
22,18,508.0688,595.12415,1,0
23,2,709.98267,528.84863,2,0
24,3,692.5107,563.5539,2,0
25,4,673.44977,600.6394,2,0
26,7,650.41864,539.4863,2,0
27,8,632.9514,574.86725,2,0
28,9,612.7079,610.3304,2,0
29,12,591.5993,549.8708,2,0
30,13,571.333,584.4681,2,0
31,14,549.6584,620.3858,2,0
32,16,553.1126,524.66815,2,0
33,17,532.6415,559.36035,2,0
34,18,510.92157,594.40924,2,0
35,19,490.3527,631.311,2,0
36,23,453.8121,604.37726,2,0
37,24,431.06833,642.60895,2,0
38,2,714.57336,528.081,3,0
39,3,697.0153,562.8855,3,0
40,4,678.3563,599.59357,3,0
41,7,654.6212,538.36554,3,0
42,8,635.3883,574.33136,3,0
43,9,615.9056,609.79944,3,0
44,12,596.2379,548.2492,3,0
45,17,536.4196,558.77826,3,0
46,2,719.0812,527.22217,4,0
47,3,701.7376,561.97174,4,0
48,4,683.06116,598.50494,4,0
49,7,659.1733,537.95465,4,0
50,8,641.2722,573.77606,4,0
51,9,621.254,608.39844,4,0
52,12,599.57294,547.596,4,0
53,13,580.4866,583.1544,4,0
54,14,560.4025,618.1167,4,0
55,16,561.89655,523.0713,4,0
56,17,541.0776,558.3881,4,0
57,18,519.5127,593.4086,4,0
58,19,499.49216,630.2156,4,0
59,23,462.14908,603.2627,4,0
60,24,441.90085,640.0124,4,0
61,2,723.71844,525.65265,5,0
62,3,706.7617,561.07336,5,0
63,4,688.59796,597.26685,5,0
64,5,700.2138,468.87296,5,0
65,6,683.17084,501.52554,5,0
66,7,665.28345,536.16486,5,0
67,8,650.38873,569.39075,5,0
68,9,626.2958,607.75525,5,0
69,11,624.07635,512.5516,5,0
70,12,608.46375,548.77765,5,0
71,13,585.57935,582.17957,5,0
72,14,565.3462,618.334,5,0
73,16,566.2287,522.9943,5,0
74,17,546.05096,558.33374,5,0
75,18,523.1332,592.85425,5,0
76,23,467.82547,602.9411,5,0
77,2,728.91956,525.0553,6,0
78,3,713.0675,559.66956,6,0
79,4,693.8394,596.42786,6,0
80,7,670.5693,536.2518,6,0
81,8,651.99884,571.1729,6,0
82,9,632.24066,606.92584,6,0
83,12,610.1705,547.41614,6,0
84,13,591.24854,581.70844,6,0
85,14,572.7626,617.4293,6,0
86,16,570.8795,522.6471,6,0
87,17,551.3016,558.1594,6,0
88,18,529.51794,592.73785,6,0
89,23,473.49344,602.95184,6,0
90,2,735.46814,523.06085,7,0
91,3,719.032,558.7446,7,0
92,4,700.5044,594.33044,7,0
93,5,710.4971,467.45773,7,0
94,6,693.3943,500.0597,7,0
95,7,676.3491,534.9361,7,0
96,8,659.73395,569.5064,7,0
97,9,638.7213,606.2732,7,0
98,11,634.6176,511.72406,7,0
99,12,616.1195,547.2061,7,0
100,13,597.3702,581.1124,7,0
101,14,575.25244,617.7331,7,0
102,16,577.084,523.0277,7,0
103,17,556.9608,557.9204,7,0
104,18,535.0014,592.4983,7,0
105,23,478.85745,603.1754,7,0
106,2,741.1603,522.14545,8,0
107,3,725.5719,557.0476,8,0
108,4,707.05835,593.22266,8,0
109,5,715.9867,467.03714,8,0
110,6,698.6497,498.76862,8,0
111,7,682.1351,534.2345,8,0
112,8,664.6049,569.0621,8,0
113,9,645.0577,605.07385,8,0
114,11,640.27936,511.47354,8,0
115,12,623.92444,545.40436,8,0
116,13,603.8664,580.6316,8,0
117,14,585.4015,615.86005,8,0
118,16,582.5263,522.6448,8,0
119,17,563.03204,557.3034,8,0
120,18,540.34894,592.6732,8,0
121,2,748.1373,520.79913,9,0
122,3,731.33575,555.6451,9,0
123,4,713.77673,591.5591,9,0
124,5,721.14044,466.17838,9,0
125,6,702.54456,498.8498,9,0
126,7,687.7624,533.2337,9,0
127,8,670.087,568.34503,9,0
128,9,651.8212,603.4313,9,0
129,10,663.3663,477.36917,9,0
130,11,646.80835,510.80856,9,0
131,12,629.5765,544.7472,9,0
132,13,609.4946,579.9283,9,0
133,14,588.4745,615.16907,9,0
134,17,568.87946,557.0681,9,0
135,18,548.28217,591.2614,9,0
136,23,490.47238,603.37964,9,0
