cam1_X,cam1_Y,cam2_X,cam2_Y
314.848675,165.751049,422.430499,320.348456
2055.637249,203.59965,2016.418192,249.607757
2058.496929,931.554942,2055.360966,994.381163
324.373534,930.520137,453.316515,981.555838
299.528743,72.498653,240.02852,262.416889
2193.67853,130.757721,1935.671155,180.340007
2192.365127,974.617804,1949.153596,1043.296134
288.392993,977.991643,240.147536,1020.143553
