pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
238.565434,152.807692,194.564516,150.372626
335.066145,181.525641,126.664875,187.378212
2243.231152,171.269231,2415.066308,182.444134
2132.164296,193.833333,2182.005376,204.647486
2235.94808,831.782051,2444.428315,888.017318
2121.239687,788.705128,2196.68638,855.94581
240.386202,813.320513,229.4319,1038.506704
338.707681,770.24359,148.68638,957.094413
