pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
307.268524,837.459907,370.877954,900.864641
332.577189,838.610712,393.980812,902.27306
333.078031,282.15965,401.808824,312.846493
380.787489,807.471485,560.921909,876.001652
