pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
2315.666916,206.821925,2329.355533,206.903186
1795.725156,201.127546,1921.718032,184.599642
2317.608809,228.564101,2328.489141,230.727426
2187.277781,233.119443,2099.526501,223.866634
