pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
177.035662,182.172026,182.228395,66.42827
367.07933,207.895498,152.482571,106.512658
2453.833333,210.039121,2409.446986,205.668776
2457.55968,846.69507,2424.319898,825.921941
2329.000728,803.822615,2195.648874,790.056962
152.81441,825.258842,165.496369,935.626582
314.91048,788.817256,89.272694,884.993671
