,Year,Month,Day,Trial,Tailbeat_Num,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,Z_SD,School_Polar,School_Speed,School_TB_Freq,NND,Area
11,2021,10,08,27,11,N,Y,0,0.04008291469007933,-0.1405414538361373,1.6255842380802046,0.545248473409802,2.9287985337446423,0.6000642712958372,7.257849596952936,1.4179853157266809,3016.4442091917267,0.8213304666262724
12,2021,10,08,27,12,N,Y,0,0.004630434401242448,-0.1486122231128416,1.6934688983016513,0.5664405990432527,3.0511824532829706,0.5411272700538254,7.064207971600503,1.6108642132893956,4204.017272762771,0.9268318974214348
13,2021,10,08,27,13,N,Y,0,-0.004201035423845781,-0.12995182820162063,1.691804385901176,0.6141335606171179,2.471365959201247,0.6604602677462723,7.743146002656068,1.8708330278319916,3016.353244240392,0.85032223236295
14,2021,10,08,27,14,N,Y,0,-0.03335418368883105,-0.11861723558633612,1.6831242433244538,0.8579539399968888,1.9969357580392415,0.49120958981644824,18.999254680292392,1.904325037109584,2650.770738406372,0.9358996059065304
15,2021,10,08,27,15,N,Y,0,-0.04216892428863815,-0.0974081502363615,1.7425737576548663,0.7529948929600865,1.3657399411132134,0.473678172581867,5.718105100675245,7.189963227866417,823.578944104145,0.7433071335604151
0,2021,07,07,27,0,N,Y,2,0.035443205605521236,0.0027941397253057514,1.476348414541368,1.0187619974004212,1.0470409714956208,0.2493124167384487,5.835166827636006,6.320430058595105,1919.8612397866252,0.5608632875351173
1,2021,07,07,27,1,N,Y,2,0.004909420806024497,-0.009216984933668317,1.459890270869012,1.0377643343623675,1.0292729112784738,0.20305620657219717,6.835639986920897,3.2345223545523885,2011.1217926475579,0.4368225540169132
2,2021,07,07,27,2,N,Y,2,-0.010480521131300255,-0.002132680935056802,1.3519631395796232,0.9445557788073666,1.0378792907299264,0.3974654251421052,6.090894526819186,3.022851007211705,1371.5469247967726,0.39286187075356666
3,2021,07,07,27,3,N,Y,2,-0.01679668369045788,0.022994774822490762,1.3897771189258936,0.8611430102155604,1.1800860416173904,0.45875019844566,9.483936439725381,3.6826439212315702,1919.7755287998605,0.5139209437346446
4,2021,07,07,27,4,N,Y,2,0.0024340778067503295,0.04905334627478634,1.4903086596569,0.7713818761561856,1.3893856994713307,0.5034450264544577,3.4528748804745577,2.42160702950587,2102.5093281462764,0.5124769949124529
5,2021,07,07,27,5,N,Y,2,0.008544452955172506,0.0370842064490249,1.360453328541304,0.7943979226482484,1.095925754817617,0.6014725675223911,2.9232210766053526,3.437565408036269,2102.240740324311,0.4079117948087698
6,2021,07,07,27,6,N,Y,2,0.007455924061001262,0.015484580805095457,1.4379474446867084,0.809587783304044,1.0443054444757758,0.7117992478376075,3.7923262585895716,2.612897337448685,3198.3638280628443,0.27166096356633124
7,2021,07,07,27,7,N,Y,2,0.022221950771346016,0.011868770773466056,1.398545718561092,0.8022587522905211,1.188904616043993,0.8469362728733495,9.806014147730142,2.150323073166041,1371.5228248912615,0.42310699623618053
8,2021,07,07,27,8,N,Y,2,0.027032607986056865,-0.00166932211414808,1.32250265693888,0.7331781085980911,1.3767155965449538,0.782559741953753,15.674700777783501,2.23118774349291,2467.6675488957712,0.3364147998725702
9,2021,07,07,27,9,N,Y,2,0.0437611293296257,0.015259587985478029,1.311594926912859,0.5853684497041926,1.5616086674831788,0.7686969296962289,7.8710891519603985,2.6707849779209725,2011.0634784097535,0.3362234222715651
10,2021,07,07,27,10,N,Y,2,0.05984345459939437,0.02694480952241531,1.34262466045999,0.4661566727475305,1.6729682455933184,0.8160007122187294,6.184853172638242,2.9837114013233728,1280.3632732411577,0.3413307522899637
11,2021,07,07,27,11,N,Y,2,0.07175636729895388,0.030951589481275087,1.4228689274183077,0.3781051966437349,1.6762613300387423,0.8311906562093175,4.185680553078971,3.931653207409173,184.0330808554611,0.31620241132119903
12,2021,07,07,27,12,N,Y,2,0.09287639771427508,0.034003524097408276,1.5011420655391037,0.47603066293899454,1.7000802575506697,0.7859660441488375,5.857168594207972,2.9614358814525805,914.8893912958617,0.46834653410188476
13,2021,07,07,27,13,N,Y,2,0.0955247540636547,0.03904601925784344,1.6168528449920687,0.6885396642611504,1.5369827264447593,0.865350214116556,6.9692790362457915,3.1410468687933566,275.7190296508578,0.7590095795577423
14,2021,07,07,27,14,N,Y,2,0.10495870891199584,0.054341623455421616,1.6899632546058936,0.7606950171549528,1.4514463318978261,0.8525028076789517,10.144954220827973,3.2869655712182757,1280.5451319555796,0.843796585170122
15,2021,07,07,27,15,N,Y,2,0.11704235261833294,0.007442616174315989,1.6466169755730586,0.7926656288502468,2.5302427147944146,0.7259676894359476,10.34316838694827,2.8058313635226195,1189.6947982041947,1.4962980775502266
0,2021,10,06,36,0,Y,N,2,-0.0040190565276559806,0.03653908776607456,1.210108404504766,0.5881414525556528,0.34350135234419427,0.8107154980850954,2.2085568578774954,3.290029118736172,0.8612539102728614,0.052756384816495035
1,2021,10,06,36,1,Y,N,2,-0.008247820400476544,0.03462227874911555,1.127750047770317,0.652430347471341,0.34043619084609816,0.8027750378559936,2.263494655646463,2.9451310540340496,0.8596699978543827,0.052873878680261305
2,2021,10,06,36,2,Y,N,2,-0.014700114222157744,0.033777240146730066,1.0463630952608058,0.6608465830134383,0.3532987222599499,0.7536720092913345,2.364617543665114,2.6940050992879643,0.8789265083533915,0.0633830954772283
3,2021,10,06,36,3,Y,N,2,-0.021977569205592688,0.035650586936868504,0.9857562966968004,0.6356965418866881,0.32918396064199557,0.76689469202294,2.39512083294965,2.9110011567785445,0.8861786690828986,0.0784272498271064
4,2021,10,06,36,4,Y,N,2,-0.02627264764662149,0.03884228778983243,0.930786746343237,0.557055089721801,0.28635269118102624,0.8988616664533179,2.224225519308359,2.9210992110153784,0.7978624416260685,0.05807201171465165
5,2021,10,06,36,5,Y,N,2,-0.02939249076163684,0.03742256019985785,0.8771758242016331,0.508130436335383,0.2641691162542208,0.9750447120663831,2.24128007512146,2.633170493446235,0.7518522458101309,0.048897066971273266
6,2021,10,06,36,6,Y,N,2,-0.03342682840771278,0.03463167421682911,0.8954741472810401,0.5098812471576709,0.21279969877325206,0.8403667207027297,3.6143586262278014,2.2892115850521915,1644.9335766778167,0.027897962683432406
7,2021,10,06,36,7,Y,N,2,-0.03718678410535239,0.03702409769607052,0.8833121261440993,0.545802282779276,0.19897353191437803,0.8040940675519197,2.4588909790976703,2.286492615726938,1553.6011000876174,0.023669612444877506
8,2021,10,06,36,8,Y,N,2,-0.029944659468356293,0.040016452587343786,0.8985892342014953,0.5966552753289961,0.19753667268352273,0.9121703041306262,2.5471235710844815,2.9792972487670286,640.0930882081175,0.025176662831048274
9,2021,10,06,36,9,Y,N,2,-0.029927429030544666,0.042334565612302894,0.9950321238288017,0.6132553098294671,0.18524501368744453,0.9745759179099566,1.8252321560018436,3.2171978813901365,0.6788844202956694,0.038947958872285346
10,2021,10,06,36,10,Y,N,2,-0.036075668992758665,0.044669849446361216,1.0963263785651833,0.6360296408874188,0.20777574871303003,0.8585702901623261,3.515289253040195,2.9055927625006572,1919.0045188626593,0.04496072914806673
11,2021,10,06,36,11,Y,N,2,-0.03316121704268031,0.04308316174422398,1.1712314122179999,0.6159513841389794,0.19487125387191112,0.8167842275925892,3.1630317652232165,2.5089175581221768,2467.0913539478242,0.04367902843487832
12,2021,10,06,36,12,Y,N,2,-0.006109933641173974,0.03682207199478037,1.2893516569879604,0.5352315742876842,0.19563544887812506,0.9752248091601721,3.4434344954356617,2.5191817891128827,183.4103165917841,0.051326054061677215
13,2021,10,06,36,13,Y,N,2,-0.008201787647388029,0.03332659128116281,1.3133556743405361,0.49844977710893457,0.1858823637868472,0.9444633228710736,4.132836393708037,2.726413045513266,548.7563276090477,0.04047909252431651
14,2021,10,06,36,14,Y,N,2,-0.024687419545838057,0.033053024224314685,1.2540749091754406,0.473192094591061,0.17808551162969677,0.8321449894662575,6.450238340417628,2.2750724493625682,2101.6026772375226,0.027690582170212096
15,2021,10,06,36,15,Y,N,2,-0.020040714327316755,0.035951988097259364,1.2722799789076538,0.4280469310987005,0.1304812936036451,0.8629691914515932,2.0084119749829785,3.7641120350347363,1736.2190969192252,0.02472867739052579
16,2021,10,06,36,16,Y,N,2,-0.007927553464210646,0.030833794607244253,1.2821185594684228,0.37626288716059575,0.18665938162286358,0.9503524989186348,2.7204205125697545,3.0148298881698747,366.07572569190046,0.03726953199833536
17,2021,10,06,36,17,Y,N,2,-0.0074368071527912945,0.02941833254243649,1.254363949466192,0.3752374358812823,0.1773083672834004,0.9861430330661921,2.269846099243459,2.9330919768226273,0.7218224009035149,0.03844279968802308
0,2021,10,08,26,0,N,Y,0,-0.1291636653620541,0.20380166266491143,3.9434219944472098,1.355991026272378,8.755678473233313,0.24836827399533346,34.20123963847211,7.12767276583066,2927.59901417383,5.660707251733521
1,2021,10,08,26,1,N,Y,0,-0.16053914992610507,0.3182528664029175,4.653494802545268,1.6944546306073942,12.14559672378382,0.18329073567951296,252.9006006893368,5.807671495171496,1284.7138732256153,7.63198071270215
2,2021,10,08,26,2,N,Y,0,-0.16504461579476756,0.2934805616752632,4.344821047544459,1.2110693601578035,10.095784553348395,0.15012434308067735,42.823542581878236,5.879736779840658,1649.3747265384466,6.043068788598641
3,2021,10,08,26,3,N,Y,0,-0.17008158689340808,0.30818310440249597,4.789590657236586,1.17977261172054,10.649752954100197,0.20750888168726836,3.3790273452544723,7.089020628494313,1010.3986291642796,6.678489855872973
4,2021,10,08,26,4,N,Y,0,-0.15440690249936537,0.28692895970139604,4.991317251324364,1.1918442004466805,10.396717401182329,0.2765491382650071,0.9135486319799849,6.434908649549355,5.651374504836442,7.035720016693936
5,2021,10,08,26,5,N,Y,0,-0.15440689385751477,0.29228739832401857,5.355543989732196,1.1361006935501776,10.37186044397151,0.3471152901115227,0.9380957397665859,2.8669473595607666,5.660624293982411,6.960186107744448
6,2021,10,08,26,6,N,Y,0,-0.15103820364628295,0.2950042249689032,5.681098446104428,1.1219906832437172,10.277130072291497,0.4763026771098156,0.9910191410611217,3.1286260016026817,5.566663167519457,6.776312893205612
7,2021,10,08,26,7,N,Y,0,-0.15541449346715128,0.29542983065787287,6.231007807290621,1.0994198524619834,10.6650499571186,0.404077553863398,12.187271385903784,2.8688937635590954,1467.019582285067,6.638287524252646
8,2021,10,08,26,8,N,Y,0,-0.09677788482899581,0.23717115412827133,4.788582900808412,0.9160359810866302,7.996239005800491,0.6422186100361407,37.91560869868288,2.429277440011512,1374.6257273894971,5.516755007899379
9,2021,10,08,26,9,N,Y,0,-0.07432444665745573,0.22459039647082238,4.345507168459108,0.8801627065315345,7.378328322549888,0.6912817217076729,6.0867816990986965,2.9084420097250154,4.2487669492417695,5.895196339695462
10,2021,10,08,26,10,N,Y,0,-0.0001181170989701245,0.0994603184514755,2.1270882041270487,0.7512234531495949,3.8455543521805784,0.5728971231620793,6.616329344246147,2.785914190048265,1372.2098360377963,2.010835600240091
11,2021,10,08,26,11,N,Y,0,0.04430321429163874,0.02591285950719202,1.4648813403332395,0.7188818833279992,2.4412389494391205,0.36923555896239313,5.507957719586525,2.6372563593194607,1554.7029700110472,1.088661075462193
12,2021,10,08,26,12,N,Y,0,0.07292576505418512,0.0019800019254977413,1.3778952635965371,0.8002201101993217,1.9497373305317112,0.36504276668797414,7.946664647978244,3.0123626024031953,367.077671182772,1.1815317758824926
0,2021,08,03,07,0,Y,N,0,0.09754244860650867,0.026511071668232036,1.6748694276085048,0.7884216995850186,0.6084887745274878,0.2913516313347234,3.378452864710176,3.8568996888528906,2193.621019021106,0.2373532690508168
1,2021,08,03,07,1,Y,N,0,0.09250780973797758,0.03327223711143861,1.7301662811163045,0.7631587697092789,0.5934109919955812,0.24879982588962266,5.00021931235965,1.8628227103153847,3198.361878439159,0.2069668500567149
2,2021,08,03,07,2,Y,N,0,0.08478422131540675,0.021363474021876595,1.5568801043884821,0.87541800466957,0.45495385652721465,0.3973989009806446,3.383333566894651,2.2101523075241762,1280.2500715616218,0.246490207957942
3,2021,08,03,07,3,Y,N,0,0.07628326865731327,0.022656187531448675,1.3855236486405451,0.8782622444579928,0.5496211617230413,0.31294771142608724,1.3546985999229928,2.3263199151383973,275.441515994831,0.30392580516449685
4,2021,08,03,07,4,Y,N,0,0.06609005426893917,0.024396793675552923,1.339327518138105,0.8720847891193133,0.4873746395613785,0.3983589330305687,1.1191337021964127,1.4434202912416887,1.1812700455333776,0.27734463877985843
5,2021,08,03,07,5,Y,N,0,0.060937039583720404,0.03446244068293941,1.3337874302675012,0.7926377165365209,0.4065870107246732,0.37367237558136757,1.1803766487075396,1.709778933656643,1.0203332375161924,0.21240095617305796
6,2021,08,03,07,6,Y,N,0,0.0621357833309763,0.04244607683764367,1.3424612294577465,0.8367456637745156,0.3343600048166692,0.1532265487693796,0.6924994479841445,2.3637888086534353,0.9926790767387986,0.16963928417845006
7,2021,08,03,07,7,Y,N,0,0.06805130779376162,0.04528251470306052,1.424106584665188,0.9025400102656779,0.32751210485225046,0.12025207290289526,0.8638834517998171,1.5918255178898517,1.0934733235086418,0.18386404436503762
8,2021,08,03,07,8,Y,N,0,0.07037624281770678,0.03635102435621892,1.5575162920718608,0.9821857233921978,0.3051930094477921,0.10246372564119292,2.700068560335931,1.9041984517275643,275.20589082871794,0.20295771041754307
9,2021,08,03,07,9,Y,N,0,0.09146040453596792,0.03699084313980723,1.7043628041393646,0.9851061365440827,0.3034079053529367,0.09892926876584439,11.823554078255262,1.3340841348426469,4294.394338376478,0.09163116937855424
10,2021,08,03,07,10,Y,N,0,0.09311850191930718,0.037824590292050674,1.4884031460465343,1.0352468387680582,0.3627797078809742,0.1723031914462665,11.702636158266728,1.9233660260388523,3015.282101785974,0.17193913356515034
11,2021,08,03,07,11,Y,N,0,0.08684429487972178,0.03417394404104101,1.8117597163207566,1.0541292543455274,0.37013857741907424,0.24337364703012437,2.9369845044195872,1.8622970838668784,1188.4792172628386,0.23747568367294036
