,Year,Month,Day,Trial,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,School_Speed,School_TB_Freq,NND
3,2021,08,03,07,Y,N,0,1213.43532511387,451.5836033936031,263.91370069051044,263.91370069051044,0.7959110774522982,2.3661391482011744,0.24489318215733177
4,2021,08,03,07,Y,N,0,1239.5974422300599,465.1454492286493,251.23910496993128,251.23910496993128,0.5664993689607174,2.2404912569290314,0.2953650553286422
5,2021,08,03,07,Y,N,0,1260.5565000000001,487.334662014854,252.34218312318635,252.34218312318635,0.5003064321549799,2.055758819442982,0.25982774900547745
6,2021,08,03,07,Y,N,0,1262.5799872634263,497.90834421040967,255.13367863049712,255.13367863049712,0.2767530391935901,2.2279358919027725,
7,2021,08,03,07,Y,N,0,1249.144427631579,502.78667105263156,273.2753976790309,273.2753976790309,0.3758489296886052,3.0193670822224385,
8,2021,08,03,07,Y,N,0,1237.4692445150556,503.80390225563906,297.74138699495757,297.74138699495757,0.6845386252789535,2.5859554292596685,
9,2021,08,03,07,Y,N,0,1239.7727391182138,466.36809570152053,339.6864629688851,339.6864629688851,5.689520722164963,2.0128397183172346,
10,2021,08,03,07,Y,N,0,1221.1852652732541,465.1212868421038,316.9942287551898,316.9942287551898,6.015816652128684,2.9235417100410723,
11,2021,08,03,07,Y,N,0,1241.4835072160695,457.1159515345658,371.08928981244793,371.08928981244793,0.46911000833217326,2.436261486146243,0.3451678275936246
12,2021,08,03,07,Y,N,0,1235.971804417349,427.674281512993,398.7267489323487,398.7267489323487,0.653686234127183,2.1979458020163136,
13,2021,08,03,07,Y,N,0,1219.547892730719,393.7541842105263,429.71014010606706,429.71014010606706,0.5747618540545473,2.3841367704674714,0.4012955428726204
14,2021,08,03,07,Y,N,0,1202.567572368421,368.8142565789474,455.364099871446,455.364099871446,0.583767448124922,2.117741729726795,0.421008569472511
15,2021,08,03,07,Y,N,0,1204.4196196605433,354.79088479441924,468.4243760077352,468.4243760077352,1.1105180628765428,2.1598927827639405,
16,2021,08,03,07,Y,N,0,1194.9328196012752,344.72389650084665,464.9121369478922,464.9121369478922,1.3385432298801483,4.323908662551842,
0,2020,07,28,10,N,N,0,1168.637661618421,636.3541186960525,207.0470622045573,207.0470622045573,0.3871014043818152,2.1515279624565404,
1,2020,07,28,10,N,N,0,1180.5105407572366,636.873264706579,215.04656584309205,215.04656584309205,0.43369066727122063,2.483968258599196,
2,2020,07,28,10,N,N,0,1197.7133861782893,610.9579391197369,239.90560783135678,239.90560783135678,0.6729999090152322,2.3302948926700364,0.22019872789572642
3,2020,07,28,10,N,N,0,1218.4356621842107,580.9350255296052,245.92916832207592,245.92916832207592,0.8999607910526993,2.2448579847451446,0.30548848347221097
4,2020,07,28,10,N,N,0,1262.1718305256577,546.5002589453946,251.34181151934072,251.34181151934072,0.9545008702207075,1.7585968597965502,0.41345657996780205
5,2020,07,28,10,N,N,0,1316.705213917105,507.3485439940789,242.72700929735564,242.72700929735564,1.2917363163924287,2.0713362809177083,0.5001117683898905
6,2020,07,28,10,N,N,0,1383.5181136776316,459.6851303111842,221.6933543608851,221.6933543608851,1.3777999315155025,1.9869229270401831,0.5533480144866105
7,2020,07,28,10,N,N,0,1448.0051099144737,416.5064257296052,198.08349554880763,198.08349554880763,1.2087751746336834,1.6939282910493292,0.5097192311473081
8,2020,07,28,10,N,N,0,1498.600391506579,372.1081670881579,172.7787829252052,172.7787829252052,1.0887888076285777,2.5105241607928206,0.5543116920693087
9,2020,07,28,10,N,N,0,1545.1435277171051,330.53148215625004,158.1058439599821,158.1058439599821,0.8983358558622826,3.210690101431973,0.5101544055149438
10,2020,07,28,10,N,N,0,1575.5932007302633,308.36902866210534,149.2661106015976,149.2661106015976,0.3993704909952481,1.8114100621682006,0.2711058809133265
11,2020,07,28,10,N,N,0,1589.3726449013159,302.78471683421054,144.35852048413733,144.35852048413733,0.36179537101032566,1.9631337880382418,0.23703570240668057
12,2020,07,28,10,N,N,0,1590.611377618421,304.44677449802634,147.03226039395733,147.03226039395733,0.30426327765584843,2.3994846903221365,
13,2020,07,28,10,N,N,0,1581.9421244144735,316.1255506125,166.88538645447719,166.88538645447719,0.4170812962676067,2.695054945054945,
14,2020,07,28,10,N,N,0,1570.6534838684208,340.2899449,188.20036659563286,188.20036659563286,0.45627792723246197,2.6169742348249763,
15,2020,07,28,10,N,N,0,1564.245402019737,358.9381577835527,205.59779808474823,205.59779808474823,0.3735754640859113,2.7645931854523185,0.2191333081685766
0,2020,06,29,20,N,N,0,786.114599269079,395.42537357763155,121.37749451915194,121.37749451915194,0.3900027692896624,2.3314169383248333,
1,2020,06,29,20,N,N,0,788.2614313763158,407.3102727664473,131.00904752639934,131.00904752639934,0.17818627662852937,1.3963681531418721,
2,2020,06,29,20,N,N,0,796.2160218611841,410.6500649151316,147.68939290864014,147.68939290864014,0.26737601050203164,1.5111323709185551,
3,2020,06,29,20,N,N,0,806.8959068361842,409.0579146578948,166.56650799487556,166.56650799487556,0.21328282139974664,1.8955029868645987,
4,2020,06,29,20,N,N,0,814.4416657072368,425.14848076644734,176.6826085037522,176.6826085037522,0.3508947638908134,1.683516899268898,0.3949910121764042
5,2020,06,29,20,N,N,0,820.5420567092106,436.5476251026316,186.7325938778597,186.7325938778597,0.2560387829134413,1.556139865374237,0.239784106889549
6,2020,06,29,20,N,N,0,824.927045213158,445.4057694769737,184.53715810007714,184.53715810007714,0.3552146990011942,1.927086720127167,
7,2020,06,29,20,N,N,0,838.3132420467106,457.9323475776316,187.0212334873135,187.0212334873135,0.28387167861942136,1.581227653676762,0.26658517348521943
8,2020,06,29,20,N,N,0,854.658225274342,463.30112092960525,186.34169159819376,186.34169159819376,0.2999401687625333,1.6055835519791226,0.275192410443643
9,2020,06,29,20,N,N,0,869.892186749342,464.5973671828947,183.49952985447356,183.49952985447356,0.32540489400391687,1.6258979834688685,0.2573364801619378
10,2020,06,29,20,N,N,0,885.1771146651314,456.10009800657895,179.55919498572837,179.55919498572837,0.28446291263179413,1.4038366576319277,0.2926953221804363
11,2020,06,29,20,N,N,0,900.1009829592105,449.88516579276325,178.66125443541895,178.66125443541895,0.2927083647572644,1.3452279760329307,0.4176795339291475
12,2020,06,29,20,N,N,0,915.9336067263158,448.60489496907894,175.33878347538135,175.33878347538135,0.2905511719347993,1.5205873483150536,
13,2020,06,29,20,N,N,0,928.9229003388158,445.3953290032895,166.83273053635813,166.83273053635813,0.3174264484563732,1.679665972633175,
0,2021,10,08,26,N,Y,0,1288.7889586365836,404.06544958565735,355.88708219559584,355.88708219559584,7.156721301919839,2.4277506166051053,
1,2021,10,08,26,N,Y,0,1348.338512152688,386.18258025019867,360.36763793891515,360.36763793891515,9.658408809722749,2.5991989743415522,
2,2021,10,08,26,N,Y,0,1293.8039680451127,396.4180347744361,383.7386804690148,383.7386804690148,4.885850182502086,2.792275750983181,
3,2021,10,08,26,N,Y,0,1263.4809539473686,394.01158740601505,384.76242258873526,384.76242258873526,1.125279966492396,3.1676108029023964,
4,2021,10,08,26,N,Y,0,1217.141375,379.3269934210526,387.85570730227755,387.85570730227755,0.7127518351210455,2.8755543131544274,
5,2021,10,08,26,N,Y,0,1169.3426842105262,371.2393815789475,409.65937103962784,409.65937103962784,0.9206880003352207,2.997925272667835,
6,2021,10,08,26,N,Y,0,1111.4055065789473,360.19140789473687,420.6683533274441,420.6683533274441,0.9378824407161902,2.4557734032999,
7,2021,10,08,26,N,Y,0,1040.7367687969925,372.79802349624055,438.65130079236854,438.65130079236854,2.8867103256797697,2.1562117413579234,
8,2021,10,08,26,N,Y,0,1011.2969652255639,344.48937781954885,433.4316763108957,433.4316763108957,2.790110659182333,3.0920275019602825,
9,2021,10,08,26,N,Y,0,987.247427631579,374.31504605263154,401.9079937834005,401.9079937834005,0.6422684363021309,2.4112827569767075,
10,2021,10,08,26,N,Y,0,1000.7519219924811,431.265507518797,384.01945185131154,384.01945185131154,1.3560566921242483,4.668516859306333,
11,2021,10,08,26,N,Y,0,1010.2172697368422,443.0286240601504,339.21569238555037,339.21569238555037,3.4085888838034735,5.7026125151125155,
12,2021,10,08,26,N,Y,0,976.3048016917295,419.5803684210526,328.401999116955,328.401999116955,6.885960804340234,5.741550582511681,
0,2021,08,03,08,Y,N,0,881.2498880831727,309.5647790693251,363.4017243272186,363.4017243272186,0.869153650635344,3.391805700259763,
1,2021,08,03,08,Y,N,0,878.5873389596536,308.51261462116395,365.1090712808227,365.1090712808227,1.5569661586745445,2.7256295716950505,
2,2021,08,03,08,Y,N,0,905.4878760720841,312.7416862073183,339.08996467509314,339.08996467509314,4.045332057880956,2.2464394117819153,
3,2021,08,03,08,Y,N,0,796.4398157894738,297.8920253759399,344.31772752185094,344.31772752185094,1.3042533999292423,2.2748781622867846,
4,2021,08,03,08,Y,N,0,773.9028618421053,293.261125,316.73055428590294,316.73055428590294,0.359831823132083,2.2600277380856943,
5,2021,08,03,08,Y,N,0,770.8384144736842,297.76644736842104,287.79767771745975,287.79767771745975,0.38296110041986214,2.8353472320212165,
6,2021,08,03,08,Y,N,0,769.8528630510388,316.29112963297206,259.08586157683334,259.08586157683334,0.3328741045470526,2.6578988763147926,
7,2021,08,03,08,Y,N,0,781.7848700411403,338.6878078565663,229.3665512173502,229.3665512173502,1.6037883580894334,3.5294216652912307,
8,2021,08,03,08,Y,N,0,779.7753730295769,360.43245467403267,226.116460378772,226.116460378772,1.1196426833540531,2.7757841765805753,
9,2021,08,03,08,Y,N,0,798.5311963218157,382.8868804892408,205.9444188673082,205.9444188673082,2.012253569516886,2.4102791368373087,
10,2021,08,03,08,Y,N,0,769.4044532389898,396.1287446354511,240.59424110499117,240.59424110499117,0.3251372008772266,2.4498399799646338,0.20998764608823242
11,2021,08,03,08,Y,N,0,780.899697368421,413.0507236842105,243.82634075363617,243.82634075363617,0.5335457075260003,2.2960979809664024,0.31369891758363433
12,2021,08,03,08,Y,N,0,803.9309407894737,435.2217588014871,243.7982162300066,243.7982162300066,0.573506609223694,2.2741455912508535,0.32729026457510296
13,2021,08,03,08,Y,N,0,820.739317669173,422.16646428571426,244.0640649674174,244.0640649674174,1.3776717122154911,2.6904797505126443,0.28829709701404277
14,2021,08,03,08,Y,N,0,857.5459407894738,444.95742387218047,211.0800053781338,211.0800053781338,1.4160669463084667,3.1900656908880594,0.26724858202905094
0,2021,10,06,33,Y,N,0,1303.5219407894735,266.1856118421053,290.8981346196227,290.8981346196227,0.3084572909097881,2.349504533156281,
1,2021,10,06,33,Y,N,0,1299.2147763157893,254.55503947368413,278.84321698340307,278.84321698340307,0.2544027825734398,2.0470448277375564,
2,2021,10,06,33,Y,N,0,1303.4852211350537,252.57212461397935,284.48581139968684,284.48581139968684,1.0763386518600926,1.741176651416498,
3,2021,10,06,33,Y,N,0,1291.1593026315788,249.10237500000002,286.9184951971693,286.9184951971693,0.3044813815135821,1.669630351737205,
4,2021,10,06,33,Y,N,0,1281.7206184210527,256.41421052631586,299.3568064106972,299.3568064106972,0.2369882649812217,1.650137101279461,
5,2021,10,06,33,Y,N,0,1282.0582631578945,259.31042105263157,315.4758022272214,315.4758022272214,0.17708805368079975,1.5061034227401706,
6,2021,10,06,33,Y,N,0,1270.201322368421,248.28180921052632,318.2796895756252,318.2796895756252,0.4058548274740881,1.7016104731431685,
7,2021,10,06,33,Y,N,0,1312.2198016917293,261.2119013157895,300.9641978724458,300.9641978724458,1.231874249621436,2.047357431877161,
8,2021,10,06,33,Y,N,0,1291.5399248120302,260.8236334586466,303.3003603124298,303.3003603124298,1.164178534393974,2.194073279970855,
9,2021,10,06,33,Y,N,0,1234.65075,242.2464276315789,297.6126362390878,297.6126362390878,0.7836821345300489,2.112127665978322,
10,2021,10,06,33,Y,N,0,1213.2506748120302,248.1312236842105,288.6406114765314,288.6406114765314,1.1523946829966867,2.083179693749133,
11,2021,10,06,33,Y,N,0,1187.9689379699248,257.24601879699236,283.7272033248579,283.7272033248579,0.6364874308304952,2.472799384900528,
12,2021,10,06,33,Y,N,0,1166.8739295225478,261.0277314977139,281.4648397682785,281.4648397682785,1.2616206334572833,2.4933777844962064,
13,2021,10,06,33,Y,N,0,1153.1143261278194,262.2184219924812,280.1148712919505,280.1148712919505,1.0731898701238176,2.465362050230472,
0,2021,08,03,17,Y,N,2,610.1072266554708,385.064215322908,220.92088950587313,220.92088950587313,2.586662130257048,4.926385704960233,
1,2021,08,03,17,Y,N,2,593.3779540094383,398.8891609920075,208.42234816839382,208.42234816839382,2.240758180578887,4.047078207487615,
2,2021,08,03,17,Y,N,2,582.6012565789473,403.7227171052632,186.1716397487143,186.1716397487143,2.0976781674701663,2.761711688961981,
3,2021,08,03,17,Y,N,2,579.9123138365543,414.23617822935375,180.10386584051352,180.10386584051352,2.3532921010904495,2.5374145452897032,
4,2021,08,03,17,Y,N,2,579.2689207836988,417.17384443346646,163.76067223066374,163.76067223066374,3.4160543187368755,3.1372704367648465,
5,2021,08,03,17,Y,N,2,589.9332765240079,433.85725518660837,155.38386304275846,155.38386304275846,2.862749505690539,2.33286661627969,
6,2021,08,03,17,Y,N,2,591.5588638912536,435.2248578153632,149.97601563364506,149.97601563364506,2.7948418269805795,2.6634198659414565,0.2318281100657223
7,2021,08,03,17,Y,N,2,602.5880780075189,432.059587406015,166.65280030661202,166.65280030661202,3.454691268569752,3.3573120294164887,0.21520746920924938
8,2021,08,03,17,Y,N,2,623.3150595994069,441.689565905552,181.05224740565015,181.05224740565015,2.820618891605792,2.373529128072113,0.22575086991608256
9,2021,08,03,17,Y,N,2,658.8927378274321,424.93619767558465,205.07412949788645,205.07412949788645,4.40859985121509,1.995281629782205,0.40972687038925254
10,2021,08,03,17,Y,N,2,683.9282236842106,416.0858110902256,209.79983362969926,209.79983362969926,2.7189089293309707,2.0834656766583692,0.3776657913333173
11,2021,08,03,17,Y,N,2,749.2482063390383,384.3463190989715,195.27279369698948,195.27279369698948,4.377335572870003,1.4703188741434907,0.3815687559093073
12,2021,08,03,17,Y,N,2,797.242449039902,323.7759762572187,196.78673592079315,196.78673592079315,12.557650971175075,1.792773737729309,0.271968293474235
13,2021,08,03,17,Y,N,2,889.5579875861214,360.5329252132102,166.4861863484763,166.4861863484763,3.561559933537198,2.198419145308447,0.24621253942002996
14,2021,08,03,17,Y,N,2,905.349506029945,398.39265170573833,196.8277098789007,196.8277098789007,3.5620778397519643,2.577619893139327,
15,2021,08,03,17,Y,N,2,908.8346071365653,400.05490686593714,216.60628934080594,216.60628934080594,4.589873323171015,2.7919908342176583,
16,2021,08,03,17,Y,N,2,935.0367644979733,412.48693161168677,249.30501619093315,249.30501619093315,6.6048494737716155,2.1091072503467543,
17,2021,08,03,17,Y,N,2,958.7457368421053,392.0644285714286,254.20522236754263,254.20522236754263,6.000189653288715,2.220855178918852,
18,2021,08,03,17,Y,N,2,975.805717309112,386.21014804382924,270.31901480108445,270.31901480108445,5.1102521762072755,3.1017888093158983,0.26561506337356366
19,2021,08,03,17,Y,N,2,977.4968683968076,367.6779085556673,296.37710583119616,296.37710583119616,4.794549135085511,3.483526524644946,
0,2021,03,25,30,N,N,2,706.5461398037266,466.6737823564539,314.3097426182523,314.3097426182523,1.787442855783858,3.002893740228005,0.2281182283992528
1,2021,03,25,30,N,N,2,730.822404169151,456.6912791030382,334.0997508686821,334.0997508686821,1.564263838522544,2.622475998355154,
2,2021,03,25,30,N,N,2,748.2349956931729,444.7397970309772,356.06828998211296,356.06828998211296,2.1946054954685077,3.2736545564895603,
3,2021,03,25,30,N,N,2,742.5068550163177,420.6368298862367,373.16977198469607,373.16977198469607,3.5086303705434814,3.2600415497922937,
4,2021,03,25,30,N,N,2,715.8769344279787,409.18066592153747,359.54295832615543,359.54295832615543,3.3515668461492236,3.0875449661569836,
5,2021,03,25,30,N,N,2,697.046480263158,395.00350657894734,357.9483555069739,357.9483555069739,2.213542261131197,2.658532500701631,
6,2021,03,25,30,N,N,2,694.8717434210525,380.2494868421052,360.3365794912788,360.3365794912788,1.9160159763432703,3.6484976791532016,
7,2021,03,25,30,N,N,2,701.9995394736842,365.34169078947366,365.156824997061,365.156824997061,1.9779700640346285,3.1092864783195404,
8,2021,03,25,30,N,N,2,686.8312236842106,355.2432039473684,343.87562994300373,343.87562994300373,2.444436664183,3.054788080056309,
9,2021,03,25,30,N,N,2,671.3637105263157,348.32846804511274,319.11243039982327,319.11243039982327,3.6693581224550305,2.8447415075887164,
10,2021,03,25,30,N,N,2,660.0852236842105,353.0242828947368,299.7089397152105,299.7089397152105,2.1079983177771062,3.2287858979188204,
11,2021,03,25,30,N,N,2,662.9036079926158,358.7948119512456,277.02502753991337,277.02502753991337,2.517098844767667,2.9876697632930314,
12,2021,03,25,30,N,N,2,657.9852602086029,375.1187602181167,256.0231102765747,256.0231102765747,2.8711076148622174,3.199700679867089,
13,2021,03,25,30,N,N,2,612.0871250000001,413.6367039473684,255.75719119585855,255.75719119585855,2.563349998717208,4.20265071649604,
14,2021,03,25,30,N,N,2,595.9039934210526,449.4505,238.8659950348216,238.8659950348216,2.0872314021380904,3.98302906628432,
15,2021,03,25,30,N,N,2,606.8937763157896,427.7046513157895,189.3634948727294,189.3634948727294,1.823503975152977,4.177257750532559,
0,2020,07,28,11,N,N,0,1250.5896578947365,492.05278947368424,445.93548963152364,445.93548963152364,0.48332026638295283,2.960721030627857,
1,2020,07,28,11,N,N,0,1191.0635977443608,532.3802828947369,450.4248816215783,450.4248816215783,2.442412466717981,1.6780222984250326,
2,2020,07,28,11,N,N,0,1143.7312597269333,568.9292613236576,451.0463250840652,451.0463250840652,4.0342647814443025,1.6027232896668844,
3,2020,07,28,11,N,N,0,1168.786847744361,575.2907593984961,417.4591195846845,417.4591195846845,7.687616793263518,2.062161977662297,
4,2020,07,28,11,N,N,0,1172.0293439849625,569.7331315789475,355.669146388104,355.669146388104,2.6582092920554627,2.1556199549177193,
5,2020,07,28,11,N,N,0,1180.0470000000003,566.3355263157894,286.8149390080918,286.8149390080918,0.2650925692072017,2.2485230184475036,
6,2020,07,28,11,N,N,0,1188.3272500000003,559.3833157894736,240.97875513312263,240.97875513312263,0.4055846138352693,1.8862975595546576,
7,2020,07,28,11,N,N,0,1206.940144736842,567.6149276315789,213.09388548231834,213.09388548231834,0.39331773332264663,2.6699447093870834,0.11946054552672092
8,2020,07,28,11,N,N,0,1240.6686578947367,567.3804276315789,205.85268423571858,205.85268423571858,0.7988063875383669,3.256563190479686,0.1779455399939033
9,2020,07,28,11,N,N,0,1290.2043745563321,556.6791392427579,237.33571414678053,237.33571414678053,1.46884205462283,2.348538206702966,0.22778142162382592
10,2020,07,28,11,N,N,0,1350.836767242889,546.6005369683656,293.6222956677378,293.6222956677378,3.0842067662783705,2.433591584842845,0.2283361424925741
11,2020,07,28,11,N,N,0,1411.643437969925,542.7947293233082,331.24199195512165,331.24199195512165,1.4177964386821977,2.196688004528908,0.24833236527785812
12,2020,07,28,11,N,N,0,1469.5021941412876,562.0180725104708,381.00878669132624,381.00878669132624,4.35013775617579,1.9286535602496138,0.25304870537377483
13,2020,07,28,11,N,N,0,1504.4497819548872,582.059947368421,432.3168762354768,432.3168762354768,0.6119339681224307,1.9939252476717357,0.26640077232047915
14,2020,07,28,11,N,N,0,1507.3305434662707,585.5845531147404,435.52780390872505,435.52780390872505,3.0757062289215495,1.909040908956942,0.221852592214475
15,2020,07,28,11,N,N,0,1530.920056126644,590.369937268301,425.02597476425234,425.02597476425234,1.7677223160268385,2.511334286645464,0.20585150484235715
0,2021,10,06,36,Y,N,2,1225.5479539473683,360.798177631579,242.9859791627379,242.9859791627379,1.839054709701509,2.8627015035263113,
1,2021,10,06,36,Y,N,2,1235.2944342105263,355.7010592105263,227.96150969911474,227.96150969911474,1.8182609156253737,2.9541149141162593,
2,2021,10,06,36,Y,N,2,1251.4923618421053,344.60123026315785,212.69596859313862,212.69596859313862,1.6979933313229896,2.8242179137101058,0.3829077554789364
3,2021,10,06,36,Y,N,2,1271.6401184210526,323.7637565789473,198.67118107763082,198.67118107763082,1.7293163297068643,2.8150234193948016,0.4005371891088636
4,2021,10,06,36,Y,N,2,1285.2081578947368,305.8152434210526,186.0736371341265,186.0736371341265,1.8813216778302186,2.9655955919837327,0.26250033745198953
5,2021,10,06,36,Y,N,2,1291.868677631579,298.74761842105266,173.07301124410688,173.07301124410688,1.9091727926291113,2.759271878825916,
6,2021,10,06,36,Y,N,2,1299.3146417207238,295.5499524393093,162.31663878119457,162.31663878119457,1.9168217163174508,2.906815710055791,
7,2021,10,06,36,Y,N,2,1302.5201220855495,294.5484725780264,159.5507963445263,159.5507963445263,2.3494757661405643,3.4303618208416964,
8,2021,10,06,36,Y,N,2,1294.137721804511,295.4710808270677,166.36312001910994,166.36312001910994,2.6335795960407555,3.2893452007229094,
9,2021,10,06,36,Y,N,2,1295.5718815789473,303.4450855263158,184.2190612126557,184.2190612126557,2.2095932112560033,3.484183289620596,
10,2021,10,06,36,Y,N,2,1296.7906882036812,312.444351727165,205.86434794804964,205.86434794804964,2.60566498630268,3.2589225467514944,
11,2021,10,06,36,Y,N,2,1277.0612275171325,323.11010281513296,229.39692778129083,229.39692778129083,3.8992755999242354,3.3181938736403453,
12,2021,10,06,36,Y,N,2,1223.7703421052631,324.8892302631579,246.95930865911842,246.95930865911842,2.2696365754378474,3.104688455588733,
13,2021,10,06,36,Y,N,2,1216.6256447368419,320.11236184210526,255.0351546154657,255.0351546154657,2.022668880261623,2.7775477231746586,
14,2021,10,06,36,Y,N,2,1233.8142753759396,314.022852443609,253.62550823021627,253.62550823021627,2.520727917318471,3.2625305090751797,
15,2021,10,06,36,Y,N,2,1263.0195768000374,310.9461473110147,242.1673017336024,242.1673017336024,2.0671420944088013,3.807312820620568,
16,2021,10,06,36,Y,N,2,1227.7753946045955,310.68274919475095,246.35837426670886,246.35837426670886,2.651380322699177,3.1886209627391624,
17,2021,10,06,36,Y,N,2,1225.3231249999997,306.45305921052625,240.07347817055444,240.07347817055444,1.894914946763305,2.9003711859964327,0.24837400328650694
18,2021,10,06,36,Y,N,2,1233.7852302631577,303.08335526315796,237.18202935631697,237.18202935631697,1.8387562819655912,2.898799483908396,0.2977135187055301
0,2020,07,28,03,N,N,2,1234.2627768927632,442.24546064013157,363.7544139271652,363.7544139271652,2.185171185997389,2.8285904082633957,0.47058828191786234
1,2020,07,28,03,N,N,2,1237.583670361184,484.0171968782894,384.2302613566413,384.2302613566413,1.9266697801180246,2.229524979237191,
2,2020,07,28,03,N,N,2,1245.8630579092105,516.4307902210527,401.8466288651178,401.8466288651178,2.1348417559168147,2.315199988383864,
3,2020,07,28,03,N,N,2,1235.4951939197367,544.4457785848684,394.3037087023992,394.3037087023992,2.463890320491142,2.09935582709099,
4,2020,07,28,03,N,N,2,1204.7333498802634,530.697292238158,341.4955293012086,341.4955293012086,2.449384079234611,2.5058391703432825,
5,2020,07,28,03,N,N,2,1189.3699664894737,503.886547680921,281.5116592821012,281.5116592821012,2.211404675877243,1.9766266168980242,
6,2020,07,28,03,N,N,2,1170.7413993671053,467.49968620131574,234.20490937380194,234.20490937380194,2.5362832304061333,3.229569025081371,
7,2020,07,28,03,N,N,2,1146.4808258019737,427.44794678289475,197.20959861771829,197.20959861771829,2.497413401481398,2.9005584425476063,
8,2020,07,28,03,N,N,2,1123.568109657237,377.920383302171,170.54086087376174,170.54086087376174,2.5097703447925084,3.264131353827463,
9,2020,07,28,03,N,N,2,1103.7029125177633,328.3456516159868,159.06880832804055,159.06880832804055,2.3349280485506765,2.7243960893397485,0.3806814720015451
10,2020,07,28,03,N,N,2,1098.1192541032894,281.4274441853289,159.55962689656204,159.55962689656204,2.3141780342045055,1.8431771575464324,0.38695487586576605
11,2020,07,28,03,N,N,2,1084.7790890230262,246.15084074835522,162.8145555406238,162.8145555406238,2.225847624264067,2.059528306644637,0.4871758870123508
12,2020,07,28,03,N,N,2,1070.7718112723685,228.81670589217106,159.67399499865147,159.67399499865147,2.2574586802592767,1.9757366287636173,
13,2020,07,28,03,N,N,2,1057.9731634894736,238.58517400453948,152.82847847284916,152.82847847284916,2.106838360961433,2.601666935492768,
14,2020,07,28,03,N,N,2,1065.9015850473684,262.6065282423027,141.03185190473042,141.03185190473042,1.7981946107298261,3.6553346562138125,
0,2021,03,25,01,N,N,0,885.7159276315789,408.74683552631586,220.73771428427938,220.73771428427938,0.6709798541590931,2.936150900967835,0.27115700233907586
1,2021,03,25,01,N,N,0,924.9494210526315,411.53740131578945,250.8264045683977,250.8264045683977,0.6567944287028343,3.1452617541219023,0.25131986299198467
2,2021,03,25,01,N,N,0,938.7073176691729,420.4834229323308,270.76318470012393,270.76318470012393,1.620615975759226,2.345744977231798,0.22849561822710082
3,2021,03,25,01,N,N,0,974.6806635338347,407.7548157894737,258.25367166537444,258.25367166537444,1.820310746194378,1.8523460910448966,0.3015798957693745
4,2021,03,25,01,N,N,0,1017.7013289473683,407.67678947368427,242.55412969029547,242.55412969029547,0.6844370515178584,2.246518133679148,0.2720137252904045
5,2021,03,25,01,N,N,0,1062.4671381578949,417.610625,224.66136952993196,224.66136952993196,0.7401510672124415,2.3216605478242403,0.29464141675531175
6,2021,03,25,01,N,N,0,1074.2377894736842,438.80290507518794,210.0856400640135,210.0856400640135,1.689890027459999,2.7401913293469047,0.25591890022920555
7,2021,03,25,01,N,N,0,1115.3448311403508,438.3186370300752,210.7399199432608,210.7399199432608,1.828330805928046,2.5153237702117286,0.2211074921891115
8,2021,03,25,01,N,N,0,1144.8598875313282,442.15164755639097,210.26835746951818,210.26835746951818,3.350188915805078,2.354004949516894,0.1701259972811668
9,2021,03,25,01,N,N,0,1146.933022556391,442.1148045112782,202.91777948704402,202.91777948704402,0.23564243193795692,2.5898895583821213,
10,2021,03,25,01,N,N,0,1141.8035639097745,428.71178947368423,205.82850485858847,205.82850485858847,2.1918883786481107,2.008234672402937,
11,2021,03,25,01,N,N,0,1152.1252349624058,394.0559821428571,196.93501406270485,196.93501406270485,2.6690059376629285,1.7422980827575583,0.3352094202758082
12,2021,03,25,01,N,N,0,1154.095677631579,370.5361983082707,168.7167993997348,168.7167993997348,1.0934823890811498,1.5472770756743635,
13,2021,03,25,01,N,N,0,1126.4392086466166,343.10034962406013,160.29736692004323,160.29736692004323,2.584429678518884,2.0832546842473696,
0,2021,07,07,19,N,Y,0,896.2676569548872,422.8357565789474,439.4128851353198,439.4128851353198,1.7434748987206803,3.5916097428226728,
1,2021,07,07,19,N,Y,0,912.3462919799498,447.8788546365915,441.83762550378026,441.83762550378026,1.9333985169738022,2.096764999480088,0.22565626690641336
2,2021,07,07,19,N,Y,0,966.8817183095928,475.1989198083149,414.9390314081567,414.9390314081567,3.929195930108991,1.8956032242796947,
3,2021,07,07,19,N,Y,0,990.2535639097746,447.4433308270677,391.8859180950976,391.8859180950976,0.6194810287920758,2.07839356678731,0.25256672393600854
4,2021,07,07,19,N,Y,0,1020.5185789473686,420.3210225563909,368.4273090119227,368.4273090119227,0.9419753441915574,2.275737400585875,0.35930686442155313
5,2021,07,07,19,N,Y,0,1065.6465263157893,387.0807293233083,342.21841860543987,342.21841860543987,0.8313849109804621,2.2268663138183795,0.3317370163739313
6,2021,07,07,19,N,Y,0,1110.4975722706579,375.72566586456725,320.7934916470432,320.7934916470432,1.3595692984987209,2.0266011774747277,0.2649385560137468
7,2021,07,07,19,N,Y,0,1166.3475014254116,367.24711584720023,330.66550045357405,330.66550045357405,2.215381579412326,1.957014313323331,0.27960615798946065
8,2021,07,07,19,N,Y,0,1178.1977607290157,332.9253817068636,355.9322765043306,355.9322765043306,4.807609819472339,2.190664726397293,0.30644949747981154
9,2021,07,07,19,N,Y,0,1210.0046027514402,343.5150224537806,371.2223249522787,371.2223249522787,1.4078451748897576,2.2083792706471472,0.2538321432199295
