Frame,Fish1_X,Fish1_Y,Fish2_X,Fish2_Y,Fish3_X,Fish3_Y,Fish4_X,Fish4_Y,Fish5_X,Fish5_Y,Fish6_X,Fish6_Y,Fish7_X,Fish7_Y,Fish8_X,Fish8_Y
214,446.907,111.149,624.513,187.965,1335.920854,320.1715729,1408.306,695.851,,,911.805,375.702,1468.451,371.079,1310.256,384.206
215,450.404,111.165,620.901,179.951,1350.270798,324.9548874,1404.848,694.1,,,918.858,376.467,1471.759,370.868,1317.548,388.259
216,457.531,111.188,619.554,179.951,1359.565,322.237,1395.35,692.929,,,923.976,377.308,1473.6,369.591,1325.297,388.929
217,460.349,111.559,619.22,178.652,1357.125141,338.3395166,1392.647,690.258,,,931.482,377.82,1475.812,369.089,1326.031,389.115
218,464.026,111.717,612.282,178.036,1358.119483,344.5468312,1381.998,689.819,,,935.899,378.993,1477.222,368.374,1335.227,390.084
219,471.493,111.717,605.205,176.648,1362.120854,336.570202,1377.169,685.29,,,938.979,379.802,1479.502,366.437,1342.343,392.234
220,472.192,111.573,593.173,175.724,1361.66654,343.7451739,1371.899,683.15,,,944.13,385.301,1481.111,365.451,1347.64,391.841
221,477.196,111.559,586.571,175.719,1368.392197,353.311803,1364.233,680.569,,,951.805,385.443,1484.836,362.571,1354.701,393.237
222,477.196,110.965,575.163,174.705,1374.129854,359.4001176,1358.801,678.398,,,958.597,387.761,1486.348,362.57,1356.454,393.237
223,477.196,110.965,572.149,171.335,1377.908854,359.3034603,1356.782,675.947,,,961.759,387.86,1490.303,361.375,1366.874,393.237
224,475.36,111.573,565.17,171.335,1375.110882,369.2904322,1346.835,675.274,,,970.006,388.345,1492.177,360.535,1371.547,391.841
225,467.943,111.446,561.395,171.335,1393.875483,369.9374322,1345.131,671.223,,,977.294,388.345,1495.051,359.463,1380.225371,394.0529437
226,461.056,112.809,559.76,171.676,1399.141483,375.0590895,1338.005,670.991,,,980.993,388.345,1495.051,357.763,1384.791371,401.2279156
227,453.01,112.926,558.212,172.464,1391.026854,373.2677749,1330.495,669.455,,,989.681,388.498,1495.051,356.916,1390.018371,403.6195729
228,449.443,112.926,556.073,172.464,1403.080826,375.7927749,1326.618,667.6,,,992.318,388.504,,,1387.238056,397.529601
229,447.396,113.011,549.201,173.006,1410.564141,373.5211176,1318.77,664.879,,,999.343,388.504,,,1404.594343,400.9002583
230,446.372,113.707,545.925,172.921,,,1312.994,664.792,1447.49,320.218,1007.051,388.977,,,1397.99377,401.5478455
231,446.372,113.912,544.479,173.006,,,1311.627,662.383,1452.16,323.761,1009.659,390.028,1502.676,266.892,1404.587385,397.2720379
232,446.372,114.063,543.2,173.382,,,1303.431,660.418,1455.161,327.313,1016.966,391.68,1489.718,232.787,1413.494,403.8656531
233,446.372,114.21,541.029,173.382,,,1297.426,658.66,1455.161,327.313,1022.333,391.957,1473.801,215.071,1426.728,400.978
234,446.372,114.21,539.894,172.921,,,1296.287,654.175,1455.161,327.765,1026.54,392.075,1460.76,210.011,1428.921,400.843
235,446.365,114.21,536.037,172.649,,,1288.139,652.339,,331.937,1032.738,393.43,1457.093,202.585,1440.211,401.302
236,446.365,113.835,530.502,172.649,,,1282.273,650.639,1460.777615,338.2543848,1037.87,395.718,1446.385,192.858,1440.211,401.302
237,446.466,113.835,529.384,172.649,,,1280.832,646.373,1454.184,348.576,1043.877,397.583,1442.784,184.964,1447.249,402.963
238,446.543,113.831,528.059,172.412,,,1277.302,644.204,1454.184,344.848,1050.11,400.715,1441.658,178.53,1450.583,403.096
239,448.338,113.586,527.531,172.412,1456.125,344.848,1269.385,642.523,,,1056.251,401.433,1437.713,173.433,1450.583,403.096
240,449.561,113.586,527.001,172.361,1456.125,343.377,1264.903,637.671,,,1060.873,401.732,1429.428,168.321,1455.602,404.5
241,451.804,113.268,526.448,171.685,1458.549,334.951,1262.538,635.696,,,1068.234,402.086,1428.074,159.524,1458.051,405.316
242,458.713,113.268,524.648,169.667,1464.461,334.951,1261.813,631.691,,,1071.721,403.506,1421.258,156.537,1467.208,
243,464.063,113.268,524.316,169.667,1465.456,,1257.705,629.592,,,1079.759,403.796,1411.972,152.166,1471.198,406.719
244,475.354,117.64,524.086,169.667,,,1251.554,628.796,1444.997732,375.9527317,1087.082,403.958,1406.448,150.299,1471.198,405.316
245,486.692,117.64,515.332,171.579,,,1248.611,626.179,1431.810501,382.5463469,1090.46,404.181,1396.813,142.608,1476.498,409.4318048
246,489.88,117.64,514.089,171.686,1479.71,311.711,1247.875,624.371,1440.009501,387.3711545,1097.902,404.865,1394.474,139.702,,
247,493.475,115.491,514.089,173.32,1480.49,311.711,1243.666,622.058,1442.878501,395.7335772,1103.706,406.288,1390.95,136.235,,
248,495.144,114.553,514.089,173.32,1480.558,311.711,1238.064,618.807,1439.823694,399.0303848,1109.285,406.538,1388.688,133.266,,
249,499.598,112.451,514.089,174.63,,,1235.498,617.945,1442.268694,392.4948048,1114.619,409.783,1386.087,128.457,1493.796,404.672
250,503.836,111.899,514.089,176.233,,,1231.586,616.047,1439.096886,404.1600351,1121.381,412.755,1381.368,126.451,1494.997,405.262
251,506.514,111.599,509.447,179.259,,,1230.926,614.868,1442.400694,397.5992275,1128.051,412.915,1378.351,123.372,1500.386,407.474
252,508.861,111.599,499.778,183.14,,,1226.577,612.686,1443.724886,407.3064578,1133.555,415.413,1373.729,120.835,1505.399,406.365
253,511.815,111.899,492.062,188.163,,,1220.997,612.178,1447.086886,414.0188806,1136.863,417.808,1373.017,120.835,1505.812,407.474
254,514.49,111.093,491.117,189.441,,,1218.896,610.571,1442.347271,421.7673033,1144.519,421.694,1364.912,120.835,1509.489,407.588
255,517.395,111.093,488.914,189.444,,,1217.449,608.609,1445.415271,421.8131109,1148.987,422.554,1362.27,122.344,1509.489,412.678
256,520.346,111.829,488.367,190.339,,,1213.131,605.235,1443.710463,428.0107261,1153.413,422.554,1357.827,124.601,1509.489,424.83
257,520.346,111.829,488.367,190.339,,,1207.552,603.333,1445.818463,432.0173413,1160.119,423.117,1354.509,126.49,1501.984,429.296
258,520.843,111.829,488.367,189.441,,,1204.183,600.9,1450.603463,438.015764,1165.025,423.117,1351.193,128.016,1498.505,435.584
259,520.843,111.829,468.0622711,189.9475744,,,1204.034,597.965,1443.237041,439.6155716,1169.819,423.117,1348.375,128.016,1502.640921,447.8228076
260,527.9666152,121.9424228,476.8898862,189.8895744,1512.47,274.919,1203.401,592.3,,,1178.366,423.117,1344.462,128.016,1502.640921,455.3386152
261,,,473.6320787,191.489382,1512.47,269.563,1203.401,584.829,1449.34,440.231,1183.979,423.117,1342.227,127.064,1502.573921,461.0604228
262,,,527.833,112.366,,,1204.034,578.438,,,1190.099,424.733,1339.455,126.52,1502.409921,461.0604228
263,,,471.7872711,189.8895744,,269.563,1205.722,571.468,,,1196.058,424.733,1335.642,126.46,1505.507729,474.2476531
264,,,468.8024635,191.379382,1524.995038,261.5375071,1206.049,565.84,,,1201.958,424.65,1332.383,125.912,1505.706729,478.0476531
265,518.6935772,105.9191924,468.6254635,183.7067668,1521.429038,262.4449298,1206.842,559.655,1451.690123,458.6776039,1207.969,424.65,1330.465,124.858,1505.870729,486.5562683
266,,,465.1936559,174.8991517,1516.693808,252.462854,1206.842,554.299,1447.417,466.3,1212.386,424.733,1328.57,124.174,,
267,,,458.8556559,184.7895744,1500.20977,232.6820085,1206.842,552.342,1447.417,466.847,1219.312,425.203,1327.279,122.399,,
268,,,452.2620407,178.1959593,1496.912962,226.0883933,1206.666,547.005,1446.962,466.847,1226.023,426.258,,,,
269,,,451.3326559,187.230382,1485.328,217.671,1206.593,543.705,1446.789,472.851,1230.216,429.463,,,,
270,,,447.7286559,181.1677668,1473.535,217.671,1204.998,539.342,1446.962,477.915,1237.677,430.173,,,,
271,,,448.8432711,187.761382,1473.535,217.671,1204.952,535.023,1446.789,482.351,1242.146,431.911,,,,
272,,,455.4368862,183.2605744,1443.863732,209.9667781,1204.484,533.129,1444.172,481.992,1247.266,432.867,,,,
273,,,442.2496559,183.2045744,1442.363233,195.0822416,1203.715,529.466,1441.222,482.351,1254.893,433.46,,,,
274,,,448.8432711,176.6669593,1439.838426,199.697434,1201.321,525.71,1441.078,487.462,1259.06,433.808,,,,
275,,,442.2496559,179.9637668,1433.24481,199.697434,1200.637,522.688,1441.078,487.462,1262.754,434.322,,,,
276,,,448.2152711,175.7811517,1423.354388,189.8070113,1199.299,519.569,1441.222,490.638,1270.598,434.322,,,,
277,,,440.8436559,179.4739593,,,1198.43,515.151,1439.695,497.496,1277.161,434.515,,,1517.401,545.348
278,,,450.4380787,183.2367668,1419.158,180.858,1198.285,512.907,1439.695,497.496,1281.777,434.322,,,1517.401,551.553
279,,,447.4372711,176.1771517,1412.577,173.902,1194.136,508.542,1439.695,497.496,1288.337,433.631,,,1518.135,552.272
280,,,444.3384635,179.0779593,1404.667,171.31,1191.898,506.025,1439.695,499.623,1295.231,432.962,,,1517.401,556.027
281,,,444.3384635,171.8443441,1398.519,168.813,1188.706,503.857,1439.695,504.827,1299.828,432.948,,,1517.094,562.127
282,503.681,108.533,,,1393.367,162.13,1187.825,499.967,1439.463,507.216,1306.284,432.948,,,1512.109,566.95
283,503.681,108.533,,,1386.286,152.623,1187.74,495.534,1439.463,510.123,1312.538,432.933,,,1503.935,567.503
284,503.043,108.533,,,1385.325,151.772,1186.155,492.925,1439.463,512.742,1316.581,432.948,,,1494.633,568.577
285,500.565,110.109,,,1382.219,146.811,1186.155,489.509,1440.754,513.518,1322.018,433.626,,,1482.552,568.974
286,497.154,111.497,,,1377.184,144.958,1186.155,485.805,1440.754,516.503,1328.914,433.97,,,1474.427,568.974
287,493.206,111.497,,,1375.64,141.932,1186.698,480.543,1440.754,520.135,1333.945,434.152,,,1467.986,573.446
288,487.326,111.497,,,1366.819,137.594,1190.21,476.498,1440.442,522.844,1338.823,435.219,,,1462.101,574.864
289,,,,,1361.429,135.466,1199.168,472.445,1439.903,525.613,1345.83,435.675,,,1457.771,580.081
290,,,,,1360.719,134.429,1199.168,467.194,1438.133,525.613,1345.83,435.675,,,1450.378,580.081
291,,,,,1354.099,129.756,1199.168,463.413,1437.992,525.613,1345.83,435.675,,,1448.792,580.081
