Frame,Fish1_X,Fish1_Y,Fish2_X,Fish2_Y,Fish3_X,Fish3_Y,Fish4_X,Fish4_Y,Fish5_X,Fish5_Y,Fish6_X,Fish6_Y,Fish7_X,Fish7_Y,Fish8_X,Fish8_Y
27,1269.88966,481.2469318,1262.079291,619.762608,870.2505051,583.953318,1592.735858,921.3977157,933.951169,317.3873225,1237.571412,801.1141975,1066.6655,766.2845338,1199.261974,622.8021547
28,1272.861459,487.7482947,1267.300007,619.762608,875.4930587,578.8973724,1596.652961,921.3977157,930.5299685,317.7704992,1234.569282,801.1141975,1061.68984,764.8426449,1201.4085,622.8021547
29,1273.652825,497.6144057,1272.469163,617.9643792,880.6432188,574.1104294,1601.727703,921.3977157,926.9908936,317.7704992,1230.782502,802.0908303,1056.879758,763.9924918,1202.196008,625.5782595
30,1278.9557,506.9973099,1277.59614,616.2818652,882.9037314,571.4068251,1608.014184,919.5769967,923.3332427,320.9023986,1227.664961,803.4063541,1052.106501,763.488413,1203.062659,626.9238723
31,1281.347823,511.9525427,1282.685225,615.2207987,883.0561907,568.8967421,1615.44037,906.3424957,919.5563143,323.7100433,1227.490741,804.673426,1047.241315,763.0847468,1208.659934,628.9375332
32,1282.785661,516.9038229,1287.720322,615.055232,888.7839574,563.7643244,1623.429708,890.6124536,915.7749078,325.4901091,1226.38985,804.673426,1042.155445,762.5358317,1210.317457,625.5782595
33,1282.785661,525.0060113,1292.680238,615.055232,892.9384441,556.5240169,1631.279509,877.9177396,912.5658255,328.4656055,1225.038662,804.673426,1036.795386,761.6288768,1210.695822,628.9763103
34,1281.347823,529.0812341,1297.54378,615.055232,894.5396318,554.6612192,1638.110771,858.003214,912.5658255,331.0619316,1216.223664,804.2070199,1031.408632,760.2825753,1212.688813,629.036979
35,1280.729794,531.0342392,1302.289757,615.5067037,895.2542895,548.3292564,1642.339236,844.9046815,912.5658255,331.8209766,1216.123196,800.6824806,1026.317926,758.4484912,1212.688813,630.577907
36,1280.102463,534.8418447,1306.914572,615.9618974,896.0072035,540.2856707,1643.269245,829.8272096,912.9428898,346.075441,1212.749369,794.4995895,1021.846011,756.0781885,1220.424957,631.6783924
37,1279.155916,540.3256215,1311.485009,615.9618974,897.5376643,535.9430642,1643.809263,821.1762295,916.4774626,352.5625014,1206.266827,787.4931138,1018.211336,752.8589411,1238.046424,631.6783924
38,1274.886449,546.2683291,1316.085447,615.9618974,900.5849624,532.3798136,1645.310549,813.4278796,919.8138615,360.1775167,1201.803315,781.6303621,1015.215189,747.4208635,1241.925396,631.6783924
39,1274.511644,551.4527267,1320.800266,615.8521596,905.6534886,526.5595656,1648.251742,802.1175093,921.8587924,370.6155416,1198.868172,777.1344085,1012.554563,739.4051504,1249.131559,623.4589046
40,1274.093789,555.1267473,1325.682765,614.8975256,912.308034,526.5595656,1652.243131,797.92405,922.8406016,379.8258353,1195.591253,773.792268,1009.92645,732.4205731,1250.471049,621.9065455
41,1271.200457,558.3990173,1330.66192,613.6353985,919.8784899,526.1358172,1656.677917,785.5268774,922.8406016,385.1255917,1190.642296,771.3909558,1007.027846,726.8156492,1268.541536,605.8051733
42,1263.594236,561.1006119,1335.635625,612.3536234,927.6947477,525.4968479,1660.9493,779.3116162,922.8406016,389.5137503,1184.850582,769.7174871,1003.62854,721.9195775,1271.809526,603.7147439
43,1262.962668,566.5491645,1340.440948,611.3400454,935.0866986,525.4968479,1664.639735,772.6841342,921.9065079,396.0793074,1179.33102,768.558877,999.789505,717.5199036,1279.62878,603.3840259
44,1258.639295,570.1770629,1344.671644,610.8825096,941.7274785,521.0840299,1668.088691,764.5918216,919.9912049,402.5897425,1174.181499,767.7021408,995.6445117,713.5187601,1287.355279,595.8689679
45,1257.417695,572.5295545,1347.972621,610.4134162,948.6632021,515.5104444,1671.824893,757.697171,917.1578366,406.7167825,1169.24565,766.9342934,991.3273297,709.8182792,1294.95178,589.6488312
46,1243.627643,575.0115866,1350.436705,605.9433847,956.0820418,510.240561,1676.080019,753.2007417,913.76125,411.0706623,1164.367106,766.0423502,986.9509649,706.3356435,1302.387638,585.1822838
47,1240.931409,578.9353909,1352.268702,594.9901788,960.7563742,506.0031141,1679.897567,746.4553596,910.25277,417.6351656,1159.389502,764.8133263,982.545368,703.0482348,1309.658596,581.1170537
48,1238.118996,583.2987926,1353.673419,583.491905,963.8131931,500.583896,1682.445304,736.8765852,906.9465702,422.5984513,1154.20416,764.8133263,978.1197261,699.9484851,1316.766995,577.0894457
49,1234.521704,586.9633913,1354.855661,575.6292093,967.3292765,492.154262,1684.576245,735.1060775,903.6082187,426.8823549,1148.893177,763.6576401,973.6832261,696.9236354,1323.715175,573.0980665
50,1230.83195,590.3828815,1356.132761,573.0478373,971.6247369,483.3707597,1687.564723,724.8284809,899.9683183,432.3442659,1143.586338,763.5642179,969.2450549,693.4401633,1330.505476,569.1415229
51,1227.367819,593.7150776,1358.272164,570.7385985,976.5805203,478.0112353,1691.94635,717.2626867,896.1662146,437.9890344,1138.413429,763.5642179,964.8143995,689.2350668,1337.140239,565.2184217
52,1224.35381,597.0438238,1362.15384,563.6879429,982.0775726,475.9279756,1692.194445,712.1256791,892.4434393,442.6963529,1133.504238,759.3869661,960.4004468,685.5481899,1343.621804,561.3273697
53,1222.014424,600.4529644,1368.303657,559.5432573,987.9968398,467.9877665,1692.194445,704.8761799,889.0415239,447.6978195,1128.946926,755.3354865,956.0123838,684.6083489,1349.224537,560.5460046
54,1220.574161,604.0263437,1375.831069,558.5062097,994.2192679,463.7575855,1692.194445,696.4503796,886.2863178,454.2572294,1124.663156,752.0973965,951.6593974,684.0437383,1349.952511,559.5616418
55,1220.417519,607.9541061,1383.491427,557.906522,1000.625803,462.556373,1687.516535,689.153836,886.2863178,461.4152592,1120.532965,749.7363345,947.3473833,681.5164059,1362.170714,558.7302761
56,1220.2592,612.851596,1390.297662,555.6327401,1007.09739,460.1103496,1682.102315,683.6180061,886.2863178,467.6568057,1116.436393,748.3159391,943.0690725,675.9812552,1362.274668,558.7302761
57,1220.128796,619.4404582,1396.293035,551.8087082,1013.514977,454.7396277,1675.539914,676.0413529,888.8694303,472.2856316,1112.278366,748.0874851,938.8139048,671.4440261,1371.466973,557.9042321
58,1220.055898,628.4423372,1401.778388,547.117095,1019.778936,447.3916561,1668.352834,668.9529029,895.8381718,477.880962,1108.063369,747.9860243,934.5713199,670.1406739,1372.514932,557.9042321
59,1218.817797,637.6338359,1407.054564,542.240569,1025.867352,444.4810032,1664.001599,662.9492044,905.9379119,486.2547636,1103.820776,747.8857312,930.3307576,669.4864566,1382.596418,557.0031742
60,1217.111927,639.0390662,1412.370128,537.6923658,1031.777736,443.742846,1659.811686,657.5778335,914.0731706,492.8745075,1099.579961,747.8857312,926.1471319,666.5334444,1383.329876,549.6126411
61,1215.538313,642.0526551,1417.764545,533.3079878,1037.507603,439.1906879,1655.627363,652.3863663,916.4180669,494.6673542,1095.370299,747.1455088,922.3372541,661.7016533,1393.144752,545.9473364
62,1214.527157,647.2821674,1423.225003,528.7535048,1043.054462,432.7183409,1652.254854,646.9965196,918.8994504,498.759218,1091.19003,747.1455088,919.2834099,656.2530863,1393.960357,544.6035366
63,1213.829363,653.0034531,1428.738688,523.8120386,1048.420972,427.5801207,1649.686857,641.3265729,925.5891161,506.5172167,1086.912865,746.6035072,919.2834099,651.4497458,1398.223058,544.6035366
64,1213.688336,658.1189949,1434.292789,518.7349222,1053.63037,423.7271385,1647.712686,635.3689465,928.3798203,513.8575388,1082.38138,746.5174465,919.2834099,647.6916731,1398.272564,544.268103
65,1213.688336,662.574374,1439.874494,513.9010844,1058.711038,420.2847043,1646.121656,629.1160604,932.2563494,517.635479,1077.438152,746.5174465,920.4217523,641.9310638,1398.786095,540.9730724
66,1213.688336,666.5759457,1445.47099,509.7316272,1063.691359,416.5458269,1644.703082,622.560335,936.8359258,521.9291883,1072.059741,742.6128863,927.6167302,632.2599419,1412.678369,537.7170265
67,1215.894444,670.3300658,1451.069465,506.6581965,1068.599714,412.4743112,1643.287584,616.0424482,939.7130316,530.4878095,1066.758634,739.8131021,935.4999893,623.4149489,1418.799212,534.7748659
68,1220.107191,674.0430897,1456.657107,504.4116718,1073.470711,408.2457589,1641.871001,611.2961097,939.7130316,538.5215984,1062.181305,737.8166292,943.1619654,616.6843469,1422.686626,530.2786939
69,1226.817232,677.6581653,1462.221104,499.9198701,1078.363857,404.2121651,1640.49048,606.9651897,939.7130316,543.4501456,1058.690118,736.3220032,950.5321128,611.8521744,1425.726772,527.4279954
70,1236.36565,677.6581653,1467.74363,495.00937,1083.344884,400.769623,1639.183164,595.6611066,940.387445,554.5568187,1055.511016,735.0277592,957.2974029,608.1357442,1429.850977,526.3736281
71,1248.702963,677.6581653,1473.186804,493.811576,1088.479523,398.3142259,1637.986199,590.1262371,940.387445,563.3059484,1051.8042,733.6967319,963.0841866,604.6106879,1449.292475,521.4054393
72,1262.319051,676.2772522,1478.50773,488.7452222,1093.833507,397.7333253,1636.913838,584.54999,942.5215208,565.7862859,1047.603347,732.3489513,967.5188146,600.3526368,1452.293556,518.03513
73,1275.158844,670.4029593,1483.663516,483.531255,1099.439193,397.5619255,1635.888763,577.6905884,945.7727148,573.195833,1043.160501,731.0687469,970.2476559,595.1256411,1455.400896,512.3642239
74,1285.592068,664.1290154,1488.611265,480.8496094,1105.195436,397.2420669,1634.810765,571.2761327,947.5167001,576.9505888,1038.727706,731.0687469,970.3607101,591.4474256,1463.91171,518.03513
75,1293.879411,661.1607567,1493.308084,478.5537918,1110.856811,396.3611796,1633.579634,566.4579943,947.5167001,584.2240507,1034.508761,731.0687469,970.9971518,589.7308334,1465.011561,514.1562332
76,1300.754304,661.1607567,1497.711077,476.1729596,1115.734254,394.1812159,1632.09516,562.0806273,952.209547,593.0234812,1030.514492,734.7460445,971.2659366,583.0394684,1465.011561,514.1562332
77,1306.950177,661.1607567,1501.777351,473.6551831,1119.352209,392.0816761,1630.302068,556.7893414,952.4025254,594.1002922,1026.707476,734.7460445,973.2729969,576.9394823,1463.91171,514.1562332
78,1313.077744,662.1476424,1505.46401,470.9485324,1122.532776,389.4300451,1628.324817,550.7397864,952.7344587,601.715095,1023.050294,734.7460445,975.1459167,575.2368262,1463.91171,514.1562332
79,1319.256852,663.2627489,1508.768803,468.0262871,1126.422471,385.2136186,1626.332798,544.4651966,956.1935895,609.2683757,1019.505526,733.2903992,976.6785515,566.2529947,1470.859258,513.9672368
80,1325.484635,665.8630918,1511.852052,464.9625644,1131.440764,383.960543,1624.495406,538.4988068,958.0485007,609.9877776,1016.033029,732.3781212,977.9222142,557.2091791,1469.22638,511.4470075
81,1331.758222,665.8630918,1514.91472,461.8566905,1135.09894,381.3751191,1622.941969,533.2301592,963.0921308,613.4839248,1012.581778,731.8307383,978.9282177,550.4790979,1470.859258,508.1045231
82,1338.074747,667.8911294,1518.157772,458.8079918,1135.82398,378.3926551,1621.641565,528.4740278,966.8076471,617.6776582,1009.098022,731.4648478,979.7478749,545.5115525,1483.92609,503.2628037
83,1344.423934,669.9413859,1521.782173,455.7403605,1138.613838,370.9233286,1620.52321,523.9014944,967.9328247,622.9896109,1005.528014,731.097047,980.4324987,541.7553444,1485.93996,492.764071
84,1350.765874,670.0331438,1525.871687,452.1388019,1146.300399,368.3353878,1619.515919,519.1836407,968.8078999,629.9133441,1001.818006,730.5439332,981.0334021,538.6592752,1487.249075,479.9494161
85,1357.053254,672.9087705,1530.041282,448.3642857,1150.072101,366.0399933,1618.548706,513.9915485,971.5522747,636.9362333,997.9753683,729.6733924,981.6018978,535.6721462,1487.249075,469.4242219
86,1363.265797,678.9481054,1533.788726,445.0406313,1151.675804,364.9617073,1617.637706,508.2070018,974.0344556,642.4924361,994.251949,728.5584653,982.1892989,532.242759,1490.06488,468.0972596
87,1369.491392,679.4994509,1536.798285,442.5599871,1155.193429,363.8660332,1617.637706,502.5545936,975.6945644,646.9626197,990.960716,727.3234814,982.8469182,527.8199152,1490.06488,457.5400311
88,1375.818232,680.7063566,1539.500213,440.387817,1159.679895,358.3481378,1617.637706,497.9696189,977.834482,651.2140785,988.2914464,726.0927702,983.6260687,521.8524161,1490.06488,451.5714718
89,1382.227578,682.6507603,1542.511262,437.7579136,1163.460364,352.62843,1619.23664,493.2595693,981.2958738,656.1141072,985.9411556,724.9906613,984.5780631,514.3537505,1497.130177,439.8842387
90,1388.673959,682.6507603,1544.064857,434.1364332,1166.844722,352.4295277,1622.719385,483.9713799,985.0795418,662.53,983.3413663,724.141484,985.7542145,507.6518768,1499.524433,423.4507427
91,1395.111903,682.6507603,1544.064857,429.9189862,1170.176873,351.2043507,1627.847645,479.6770701,988.5680946,662.53,979.3543911,724.141484,987.2058358,507.6518768,1501.856766,419.7228911
92,1401.495939,683.1626056,1544.064857,425.5446282,1173.637537,349.7832557,1632.161831,475.8003412,994.5122316,662.53,973.8736971,724.141484,988.9842398,507.6518768,1504.129516,415.9713596
93,1407.859096,683.3302959,1537.592686,420.6967429,1177.247673,349.7832557,1634.169682,467.2638763,1006.504675,662.2681167,973.6838443,724.3548375,990.5434422,508.0540169,1506.345023,412.194755
94,1414.548415,683.4637792,1528.907099,414.8697957,1180.988301,347.8741143,1637.05172,462.4621452,1016.011982,651.2535688,972.629387,726.2724692,993.2293432,508.0540169,1508.505627,408.391684
95,1421.655699,683.6783898,1527.031342,407.8946618,1184.840437,344.0813147,1639.435702,458.445878,1029.966911,647.2337799,971.6956235,732.1354036,993.6431337,508.0540169,1510.613669,404.5607534
96,1427.937806,684.0894618,1524.785535,400.9478548,1188.74163,340.6372489,1639.482312,450.8382605,1035.551166,641.0464358,972.629387,743.5771351,995.4960363,502.3046159,1512.67149,400.70057
97,1432.409442,684.7979839,1524.785535,395.1836304,1192.455548,337.7763498,1639.586295,445.2447658,1041.138849,637.6653723,972.629387,756.6450926,998.1361259,497.4931571,1514.681429,396.8097405
98,1436.451644,685.8475624,1524.785535,390.3215728,1195.702388,335.588834,1642.168624,443.6729035,1045.138381,628.9755457,981.7119774,768.4658172,999.3391748,495.8943014,1516.645828,392.8868718
99,1442.037034,687.267458,1526.065056,385.7225986,1198.436458,334.1649185,1645.521139,433.8774892,1056.49053,627.2914283,992.2002488,777.2614139,1000.705379,493.527771,1518.567026,388.9305705
100,1449.547693,689.0869315,1527.584394,380.747624,1201.548501,334.1649185,1647.518448,430.4903482,1058.321988,624.671819,1003.525973,782.9955732,1004.230175,493.5035183,1520.447363,384.9394436
101,1455.018219,691.3352437,1529.196485,375.1338701,1205.960154,334.1649185,1648.495381,428.2037719,1062.733075,622.3356761,1019.948211,786.0673817,1005.036694,493.0078157,1522.289181,380.9120976
102,1460.166363,693.8743956,1530.81284,370.1237754,1211.780181,335.3884598,1649.401822,419.344127,1068.847355,621.3848307,1035.991567,786.2567975,1005.549398,489.3761704,1524.094819,376.8471395
103,1465.584442,694.4974709,1532.35961,366.2339851,1218.91413,337.9484687,1651.187656,415.696005,1075.788391,620.9178471,1045.908657,786.7916018,1005.647009,487.2653928,1525.866618,372.743176
104,1471.079744,694.4974709,1533.762946,360.822726,1225.54067,341.5208112,1654.802766,414.4961645,1082.679746,620.6125056,1052.598602,786.8759263,1005.647009,481.2791333,1527.606919,368.5988139
105,1476.459559,694.4974709,1534.949,355.146021,1227.452253,345.0630129,1660.347209,410.5055257,1088.858977,620.9178471,1059.428032,791.4984495,1005.647009,478.360158,1529.318061,364.4126598
106,1481.531174,689.1260438,1536.510469,350.9724452,1233.166535,347.5437442,1666.259985,403.0805783,1094.519627,621.3848307,1064.149444,795.0221631,1005.153544,478.354586,1529.318061,360.1833207
107,1486.173399,680.0075431,1539.449885,347.1208898,1241.190014,348.8378984,1674.216799,400.238655,1100.069232,623.211537,1067.470526,797.7827438,1005.153544,478.3326967,1529.318061,355.9094033
108,1490.551124,669.4992484,1540.037903,341.672825,1246.396078,348.8378984,1678.760037,399.1461413,1105.915327,626.5402693,1070.859102,798.3279057,1005.153544,475.4915939,1525.68247,350.0227016
109,1494.900759,660.6247544,1541.657141,336.643473,1247.046127,348.8378984,1681.943205,396.9516317,1112.320454,626.5402693,1074.174236,805.9915332,1005.439636,470.4763378,1518.682912,344.8720414
110,1499.458716,655.4601387,1542.008558,329.6394913,1252.009717,347.7723527,1687.235711,392.1992212,1118.967164,626.5402693,1077.285228,808.8959924,1006.136874,465.4120496,1508.532272,339.6726233
111,1504.461403,652.2914095,1546.160376,329.5682228,1259.59069,346.2345497,1693.392939,386.4603571,1125.393016,626.5062047,1081.711083,808.8959924,1006.186815,462.1209991,1501.500142,334.4230539
112,1510.107266,648.9676237,1548.973645,322.2902426,1261.638571,344.3902143,1697.991767,382.0633247,1131.135567,623.6724592,1088.778307,808.8959924,1008.887648,460.5547716,1496.805454,333.8223785
113,1516.442885,645.3801016,1548.973645,318.5761791,1265.493906,342.4050714,1699.627834,380.141903,1136.118746,619.994039,1097.393701,798.4617234,1012.94035,460.5547716,1495.233957,330.0351398
114,1523.476871,641.9307291,1548.973645,317.3015088,1271.142651,340.4448457,1700.971816,377.0518462,1141.81198,616.0012413,1105.85914,787.3618796,1017.743138,460.5547716,1488.953927,323.0599446
115,1531.217839,639.0213921,1549.816288,310.6081108,1276.06579,338.6492103,1704.622928,370.1279156,1148.313657,612.2676331,1112.933905,778.8300516,1022.767907,461.1107126,1488.130038,319.1626509
116,1539.600678,636.8957111,1549.777342,304.0876563,1280.281086,337.0536306,1708.819493,365.5110075,1151.651303,609.3667812,1119.206886,772.9992703,1027.781277,461.748714,1485.801767,316.7750526
117,1548.265387,635.1642442,1549.777342,301.0555168,1284.440495,335.6675203,1711.450375,365.3989256,1156.294605,608.9495484,1125.573859,769.2589814,1032.623547,462.3296129,1485.801767,310.4119117
118,1556.778241,633.2792838,1551.523029,301.0292318,1289.023487,334.5002931,1713.367466,357.9125329,1163.129748,608.9495484,1132.328524,767.1248493,1037.135017,462.5613519,1485.756797,309.4727118
119,1564.705517,630.6931224,1551.793486,300.6381509,1293.819585,333.5613627,1715.849512,353.3108309,1171.407348,608.9495484,1139.614062,766.1440934,1041.155986,462.5613519,1485.735041,302.3184187
120,1571.613489,626.8580525,1553.07764,295.6579317,1298.46085,332.8405834,1718.919632,351.8657773,1180.37802,611.5805096,1147.401314,765.8639327,1044.5619,462.5613519,1483.899081,298.6211012
121,1577.16143,622.9861252,1554.640539,290.613629,1302.639459,332.249572,1722.287036,346.5530828,1189.292381,614.6465877,1154.971764,765.8315866,1047.368783,461.7454981,1483.541962,292.9115312
122,1581.380608,621.0288839,1556.214065,285.5038495,1306.062616,331.6803859,1725.618842,339.6506594,1197.562904,617.243303,1161.680913,765.68392,1049.627805,460.2883704,1479.094811,288.421728
123,1584.395284,610.3083894,1557.80056,280.5726797,1308.81295,331.0250827,1728.413789,334.8802445,1205.249502,619.0908624,1167.869688,765.4163801,1051.390138,458.0731345,1476.969308,285.7795591
124,1586.329723,604.8670536,1559.396198,276.7352542,1312.474791,330.1757197,1730.379825,331.0897677,1212.573946,619.0908624,1174.125372,765.11406,1052.740958,455.1012619,1476.560959,281.726323
125,1587.308187,593.1469361,1560.972492,273.9087078,1317.994092,329.1576571,1732.230105,327.8856612,1219.758007,619.0908624,1180.930185,764.8620526,1053.901475,451.8474466,1475.905846,274.1883639
126,1587.740031,588.9139202,1562.494791,271.6993052,1322.261593,329.1576571,1734.929085,325.0639832,1226.967152,618.9605324,1188.346089,764.745451,1055.126906,448.9046884,1474.722371,270.2027391
127,1589.174977,579.2000497,1563.928441,269.6478938,1323.712947,329.1576571,1738.983076,322.4207916,1234.14162,616.9822407,1196.103164,764.7152568,1056.672466,446.7475338,1473.149516,269.2834443
128,1593.447834,572.6736621,1565.238792,267.0336504,1328.46825,330.8251509,1743.065804,319.7521447,1241.165347,614.3343771,1203.024209,764.186107,1058.793375,445.3767169,1471.326265,265.1873993
129,1599.561793,566.7855315,1566.39119,263.0703343,1335.004657,332.8225901,1745.842098,316.8636431,1248.003022,611.2421656,1208.207547,762.4385469,1061.711983,445.3767169,1469.391599,257.8081088
130,1600.759851,560.8105851,1567.370897,257.5438223,1338.579539,333.3637555,1747.7738,313.5990584,1254.942351,607.9308302,1212.760864,758.7531222,1065.519194,445.3767169,1467.464221,255.7083504
131,1605.734363,555.6021459,1568.24283,252.5284614,1339.064133,333.3637555,1749.772004,309.8117048,1262.254641,604.7270716,1217.986272,753.0063617,1070.273046,446.1423229,1465.581705,255.336746
132,1612.807231,550.7453219,1569.091819,251.7883709,1340.668937,333.5607315,1752.42506,305.7044583,1269.822579,602.3634977,1223.954231,747.4587273,1076.031577,448.5721555,1463.761345,251.5742567
133,1617.810186,546.3526468,1570.002695,250.6707161,1345.980398,333.3744273,1755.030343,302.8784406,1277.431696,601.3937077,1230.427287,747.4587273,1082.529902,452.1845288,1462.020435,245.1597989
134,1622.551014,543.6760176,1571.060288,247.8822241,1352.481112,333.3637555,1756.794749,302.4230153,1284.867525,601.2493611,1237.167983,746.7503674,1088.211443,456.1396653,1460.376268,239.8745213
135,1629.130327,537.859515,1572.349429,241.8952009,1356.814734,333.3744273,1757.854224,301.9822654,1291.970168,601.2205151,1243.938866,746.7503674,1092.15279,459.3939435,1458.846138,238.3916749
136,1634.843986,529.8163579,1573.904165,238.3643832,1357.639363,333.5607315,1758.576974,299.1481458,1298.798019,601.152758,1250.549162,746.7503674,1096.4618,460.245295,1457.447339,237.2699944
137,1637.935026,522.4616885,1575.555412,237.5956767,1360.855255,336.7483363,1759.331209,294.7493811,1305.464041,601.0305605,1256.99482,746.4070681,1101.030041,460.245295,1456.197164,232.9589844
138,1643.157318,517.7402508,1577.083302,237.5144689,1366.151416,341.8290423,1760.409301,290.3528099,1312.081198,600.8383935,1263.318471,745.40681,1105.143499,460.245295,1455.112908,227.585747
139,1649.082715,513.7151974,1578.330497,234.5398448,1371.22202,344.6709901,1761.800281,287.2409588,1318.762455,600.5607278,1269.562745,736.8188922,1108.838216,458.0342148,1454.202636,223.8516755
140,1653.176952,508.247076,1579.389772,229.2765172,1374.338476,345.2294193,1763.417346,286.03332,1325.592191,600.1820342,1275.76565,729.3153637,1112.337747,454.8439044,1453.437508,221.0777326
