pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
2256.542133,229.759918,2457.754975,232.145583
1704.510801,219.961876,1939.222101,223.131479
2251.208497,250.662408,2456.458643,258.586953
2144.002412,265.686073,2235.21795,271.206698
