,Year,Month,Day,Trial,Tailbeat_Num,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,School_Polar,School_Speed,School_TB_Freq,NND,Area
0,2021,07,07,14,0,N,Y,0,1104.5003045112783,341.3256343984963,2.409226210812614,0.7969246453835687,0.4368140499384087,2.665013414067969,3.4966797205920863,1.6287559509367893,10.675206227449412
1,2021,07,07,14,1,N,Y,0,1068.5337218045113,335.600132518797,2.3010402180137834,0.8884092207188151,0.28226933846824387,1.100990905500974,3.334271420462022,1.5472237990081628,12.810773970981206
2,2021,07,07,14,2,N,Y,0,1053.863909774436,333.8443618421053,2.2159166385837077,0.9426385845481698,0.18973555859170546,2.6250230134127492,2.3972485458533526,1.6213326939075121,13.648064598052084
3,2021,07,07,14,3,N,Y,0,1036.7412368421053,317.8581447368422,2.1690758036930857,0.89051827929974,0.3188400337457866,0.5160515785482139,1.674389984565999,1.5713088501936536,12.270489128589817
4,2021,07,07,14,4,N,Y,0,1007.3848681077694,319.8110892857143,2.161342912432282,0.950688233616856,0.289051844401895,3.4961693641725753,2.824637087046446,1.6534133919621623,10.544593779931924
5,2021,07,07,14,5,N,Y,0,994.3228392857142,311.69493953634077,2.1230068420245587,1.0059330025237438,0.32732652960963676,2.8876225828337634,2.1347260626930473,1.5208234535830567,10.032772718860695
6,2021,07,07,14,6,N,Y,0,971.0047687969925,310.31740131578954,2.06174333570302,1.0511180182881334,0.2951095154047082,4.058136006813642,1.8724542074867965,1.6227481990241102,9.708505073890363
7,2021,07,07,14,7,N,Y,0,857.3769144736842,331.8518937969925,1.4577150250402746,1.1340485490503063,0.23925859447361777,6.025845878498909,2.626342475320918,1.6965719575074554,6.792259346656428
8,2021,07,07,14,8,N,Y,0,838.622492481203,321.7761200501253,1.5213894728779818,1.1169798393279995,0.23647988396954628,10.533318873599839,2.905610209244925,1.8133523943201322,6.568747320882511
9,2021,07,07,14,9,N,Y,0,816.297642875627,339.3362878654777,1.9273611556709402,1.2235621777782877,0.24611924897515008,10.301927490095299,2.159214646354084,2.592482609764447,8.228726301293177
10,2021,07,07,14,10,N,Y,0,900.5820649958741,284.10778385811153,2.3006969601129903,1.0122639645023797,0.3848704863012246,10.592138005639617,3.1467577546871617,1.6137948174239658,9.542015848294763
11,2021,07,07,14,11,N,Y,0,917.7006119106723,303.583673581753,2.7928507696994807,1.0109143803066447,0.2467576126556728,2.001348968366755,4.2443148852379355,1.3055572073152573,12.709682852706019
12,2021,07,07,14,12,N,Y,0,962.484181839801,283.29876766762163,2.8802405623766916,0.8806771767047029,0.2294676665936342,8.674883461752671,3.875770509992325,1.2498574217603762,12.804103925183213
13,2021,07,07,14,13,N,Y,0,1089.0929855761806,245.64729355908906,2.988022922629719,0.5605773352149555,0.4547929195051273,3.9088360236753554,4.728859693828833,1.8485650663386208,8.60962067826852
0,2021,07,07,18,0,N,Y,2,1161.055228708418,444.66787383393,2.2238811398431597,0.984087471562699,0.4610760463708525,4.529655003582929,4.586445869113746,1.7727580885760004,10.849807560609145
1,2021,07,07,18,1,N,Y,2,1181.0551776315788,419.8061409774436,2.1965116360734394,0.9960014308377141,0.6291736030256093,3.117538777899929,2.60398694620564,1.2321052081667199,9.941341687200362
2,2021,07,07,18,2,N,Y,2,1177.0919379699246,429.905343358396,1.9009661541943363,0.9842751402270201,0.6314376402033581,8.770454267598842,2.913634170326548,1.5058800951772806,8.915694911407018
3,2021,07,07,18,3,N,Y,2,1153.015572368421,405.86002067669176,2.0102778025550605,0.9702789396533152,0.6459770970115035,2.708129368268333,3.4160071230708353,1.46124306294628,10.328608473523838
4,2021,07,07,18,4,N,Y,2,1119.4734868421053,370.52986842105264,2.002494786690372,0.8196768468776683,0.7749586614058878,2.64980642955564,3.6271368001804287,1.407244107272605,8.984864857912116
5,2021,07,07,18,5,N,Y,2,1092.527482142857,343.4633148496241,2.0070266916232824,0.6623930204788394,0.818567249358505,6.607682404904405,3.5323741355597313,1.3384532826702698,6.932432836685831
6,2021,07,07,18,6,N,Y,2,1139.197352443609,344.2777565789474,1.5815301462834401,0.4980910648272219,0.8018255205513432,4.4119197312260185,3.3820954770339653,1.434975502367535,3.8924767830143083
7,2021,07,07,18,7,N,Y,2,1114.8325413533837,336.531037593985,1.6162405631471024,0.4146562671775181,0.7944968364056969,4.806444216507835,3.4622122524018804,1.430394691191654,3.690721061777709
8,2021,07,07,18,8,N,Y,2,981.6572603383457,317.2519266917293,2.1898509812303133,0.5128488579742058,0.8948050904935348,4.478116602576367,3.481292134078512,1.3697244707292615,6.57933835790929
9,2021,07,07,18,9,N,Y,2,1023.4272001879699,339.2546983082707,1.8689179047376718,0.5363556128921069,0.8354641522518019,7.203178308959209,3.101651676496877,1.578825330058484,6.0584087082253
10,2021,07,07,18,10,N,Y,2,985.7437565789475,361.2195216165414,1.9603351874068853,0.5858105545052222,0.8206225499685114,5.915152141553924,3.38247617201057,1.6462051006733465,5.739920396943894
11,2021,07,07,18,11,N,Y,2,955.1606027664177,365.3574907373315,2.108637101957345,0.6096897605177636,0.8089596740455454,8.78191384503054,2.3790452918066465,1.8428860386838917,6.508512019086731
12,2021,07,07,18,12,N,Y,2,842.4546456766918,387.85902819548875,2.3923496569328715,0.7201778925858762,0.9498993139305244,4.395375692083881,2.8852324910340132,1.3146786802020134,9.440074296433954
13,2021,07,07,18,13,N,Y,2,852.5553815789474,414.9048186090226,2.4088865337113665,0.8045676489870096,0.859685210140882,3.7214338976888346,2.869122660793187,1.6506530459818805,9.813512999521004
14,2021,07,07,18,14,N,Y,2,866.3448834586466,451.1311961152882,2.298705232167241,0.9366635196952259,0.8186484323756706,9.549799816585066,4.02340137610068,1.8945595585163761,10.258690265355764
15,2021,07,07,18,15,N,Y,2,788.5492988721805,457.7548364661654,2.442310165217713,0.9619222364561203,0.8962965518228801,3.5827951071365836,3.568068444713181,1.7171135406762756,12.234224892927537
0,2021,10,06,34,0,Y,N,2,861.8451564880091,298.70265290438294,1.1775429842762903,0.4817050342874326,0.7303162952580946,2.0781434508277985,3.0905184849568452,1.0031933625638805,3.1095701674896934
1,2021,10,06,34,1,Y,N,2,891.5346721324073,297.338882791699,1.1473192112221537,0.4845514984323785,0.7161805674509758,3.3356912806908325,2.147573019895764,1.166243765523255,3.0025962069599887
2,2021,10,06,34,2,Y,N,2,918.1147767649364,295.9949849507858,1.0441851487259421,0.5154135973760997,0.6345314413909704,2.1350314104970787,2.7047606670903748,1.0959957094075043,2.602252598092354
3,2021,10,06,34,3,Y,N,2,959.3077610064681,275.2176498584185,0.8652762151128858,0.48715267390031514,0.7257529578473845,2.234747153149984,2.7226347662681043,1.6681883247132947,1.8859348322278011
4,2021,10,06,34,4,Y,N,2,983.6765137493074,272.23734771163544,0.759637356244438,0.489275036875225,0.4845498355439924,5.398651662051529,2.2934825140993897,1.8013646877202758,1.7246734959707701
5,2021,10,06,34,5,Y,N,2,1050.9414774697543,278.23230919309606,0.9775167874162839,0.43228442872439826,0.5167701765429307,1.5452111766803487,3.126879022098939,0.8119109100193257,2.327829310754368
6,2021,10,06,34,6,Y,N,2,1072.0890394736846,267.9355131578947,1.0874591755854548,0.40692758577903837,0.7084863131607522,1.905901297009034,3.2569932864450117,0.6591849371781474,2.488334842660559
7,2021,10,06,34,7,Y,N,2,1078.0398881578947,259.5451907894737,1.1626428867628247,0.4177277405344767,0.8829223354221536,1.938167117277936,3.1197602656020855,0.706964612517508,2.4694159562142963
8,2021,10,06,34,8,Y,N,2,1083.3345789473685,251.49515789473682,1.2221870011505986,0.43028770118146337,0.9647202225552078,1.8950553488420157,3.1828790726817044,0.6687663009608442,2.524811515983474
9,2021,10,06,34,9,Y,N,2,1085.0092105263157,240.6569605263158,1.2862013991500991,0.4584040815660075,0.9797430802765795,2.082592569456262,3.1384999374092497,0.6747478023534379,2.752467895089377
10,2021,10,06,34,10,Y,N,2,1048.9887735057303,269.26731354196863,1.2057582048338755,0.45778810567332123,0.7010869903535797,4.4468776919248,2.6326358750423653,2.0149271742218033,1.9880894142288814
11,2021,10,06,34,11,Y,N,2,1023.2072736842103,280.19127368421056,1.1551458484366735,0.4425205285346802,0.6218301864349812,2.055438946815041,2.6471731112615244,2.288390756784747,1.5427153551045523
12,2021,10,06,34,12,Y,N,2,1020.5992493533503,247.38613145839903,1.1501686663783908,0.513254904241471,0.7558844747948923,7.824156026552358,2.928803232225434,1.6182576400569881,1.9848051429387636
13,2021,10,06,34,13,Y,N,2,1034.8222387218043,226.0820056390978,1.3052424023266946,0.5141337112349272,0.9574853883871759,5.647459179362679,3.4274548999247534,0.758688923891388,2.6289652369600875
14,2021,10,06,34,14,Y,N,2,1025.2802434210528,228.94811685463662,1.4021987319995457,0.520169459408818,0.9573858506900641,3.2806267636806066,3.9170055614058836,0.8172766900568657,2.8055919973535146
0,2021,10,06,38,0,Y,N,0,939.6607227443609,315.9194332706767,1.017631176558767,0.5812046166946908,0.16733959604020968,1.0205688430250233,2.817240376412653,1.0770674023103115,3.401478157417154
1,2021,10,06,38,1,Y,N,0,951.4939163533835,318.45138063909775,1.073585290743631,0.5758000090643888,0.22150487491273557,0.7373911632687521,2.283798533932408,0.7644384086316974,3.471949531030858
2,2021,10,06,38,2,Y,N,0,970.3892763157895,335.09540789473687,1.0983961414118892,0.5782168278155629,0.34567529871352176,0.31911802091205327,2.661747097506736,0.8520271282721681,3.5702643883134972
3,2021,10,06,38,3,Y,N,0,989.8404736842106,340.8663881578947,1.0710855489343996,0.5907572623872767,0.3038850976001199,0.3963083317168269,2.1252132092735634,0.8808273933619519,3.6288611367602948
4,2021,10,06,38,4,Y,N,0,1010.5636250000002,347.4791842105263,1.0991511870755553,0.610981133469414,0.29887527955529675,0.34421749825871034,1.948031829096054,0.829792497990002,3.9931009376217794
5,2021,10,06,38,5,Y,N,0,1029.5820460526318,352.16557236842107,1.1568689253403115,0.6176337131398121,0.283536199957601,0.3286433779055777,2.492912528916242,0.795985772602622,4.329491335419107
6,2021,10,06,38,6,Y,N,0,1049.4048552631577,358.0472302631579,1.2264813263595578,0.6166453858213284,0.26034716333197033,0.3707819305282662,1.7291921062515505,0.7983556164893794,4.500312470760783
7,2021,10,06,38,7,Y,N,0,1070.1994110294224,364.3555266955452,1.2510618553801736,0.6335974973147734,0.23372569683931418,2.209650649923835,1.5776378548879224,1.252373361893728,4.3849454198724835
8,2021,10,06,38,8,Y,N,0,1064.8093684210526,381.35512500000004,1.2622427386914874,0.6339820183476796,0.18312295231902412,0.2062795432369605,1.6183304534574063,0.8391551534037491,4.451725144631223
9,2021,10,06,38,9,Y,N,0,1089.3798787593985,382.68171804511275,1.2641021370597711,0.6092529036984873,0.21117997218777293,1.130897833792418,1.7416156097946476,1.16134622927492,3.6202740203255193
10,2021,10,06,38,10,Y,N,0,1082.61484962406,397.7824483082707,1.2718771490350158,0.5658957293663222,0.17498028064824192,0.9409724142558301,1.9389877154236175,0.8361913247573609,2.8124063523944836
11,2021,10,06,38,11,Y,N,0,1102.7572791353384,408.2056156015037,1.2577641682887222,0.5852303812042082,0.19315820428198616,1.0911264176084634,2.798219967752377,0.8711994637412654,2.209543510778106
12,2021,10,06,38,12,Y,N,0,1132.7546842105264,411.2003421052632,1.249084888091791,0.5969645975378362,0.23390719170064003,0.4725304611781295,2.715852797115827,0.6614899440853069,2.1822916016629197
13,2021,10,06,38,13,Y,N,0,1162.9660789473685,410.84226973684207,1.2617539247919354,0.5858281322698935,0.26632777090657334,0.513801807250802,2.2832715471149454,0.6135802665980482,2.2373363462692746
14,2021,10,06,38,14,Y,N,0,1194.5655986842105,406.8210855263158,1.3042403581907782,0.5482028524984913,0.343889152504915,0.5792296331125539,2.1406960305262706,0.619556007567519,2.3017961844288295
0,2021,10,08,15,0,N,Y,0,1248.0909979928842,371.62912138109084,1.422177574234727,1.0615639508020678,0.3512592464623188,3.3724439190044633,3.746302327460408,1.4521280314702267,7.4276751479386425
1,2021,10,08,15,1,N,Y,0,1238.427740528143,378.54081358511024,1.7112181743558008,0.7867003891840835,0.3689082283729518,4.9602844579437475,1.4349793832851714,1.1677383307994784,6.259653007879688
2,2021,10,08,15,2,N,Y,0,1228.324730168046,379.20734776179114,2.093235357122987,0.6459390061963228,0.2457145032896588,6.741058772599648,1.443416178828891,1.1366086891827536,7.072043522711313
3,2021,10,08,15,3,N,Y,0,1219.3546554553095,363.7501653341236,2.4675587956638787,0.6431010321958653,0.210882757671686,2.6207114987520574,2.1747843545065004,1.366108250900303,9.61324760865633
4,2021,10,08,15,4,N,Y,0,1190.105416690742,341.20900235127965,2.81928688098526,0.7209507440013285,0.2657741761783964,4.437234597411168,2.050631962231924,1.5008950621247605,11.799394307061219
5,2021,10,08,15,5,N,Y,0,1166.7778890301101,347.1681195357825,2.8721118724734938,0.8443631182867823,0.11955864434191919,5.867756840526317,1.7436279681990738,1.768871338910319,12.52551499236744
6,2021,10,08,15,6,N,Y,0,1218.141289473684,368.90945043436466,2.9268737406918635,1.0051528129991303,0.21964461303365665,0.8615721349456292,1.8123567049745246,1.3067245004977257,14.393027240125132
7,2021,10,08,15,7,N,Y,0,1198.6658977382547,412.0995658540048,3.0907541333557846,1.0699328103431942,0.2916233741661402,0.7842115581876464,1.877918778142737,1.1381579140579328,14.21217360588279
8,2021,10,08,15,8,N,Y,0,1188.640652835235,423.74718444294683,3.1954825069330304,1.03873719339993,0.3131113277198034,13.020979099501952,1.6240526722781332,1.6529704321277634,14.91497273762388
9,2021,10,08,15,9,N,Y,0,1038.838527634236,484.2647584689701,2.847872290984205,0.9935635120766333,0.39067163969619434,11.019300673794271,1.8184881178946575,2.417359364367044,12.18501035192031
10,2021,10,08,15,10,N,Y,0,1119.0428417816565,523.7247952803106,2.583366024888906,0.8427076345012529,0.382540322834298,17.16375026150669,2.0277647930492795,2.5325268765073523,9.577410468205285
11,2021,10,08,15,11,N,Y,0,1204.2636102756892,553.3444912280702,2.5183128225111364,0.7522602650542061,0.20209424074469026,6.723212767597178,2.1727461090707254,2.251746422426569,9.013003568726678
12,2021,10,08,15,12,N,Y,0,1186.1937330827066,571.1505952380952,2.3344717013896013,0.6785469101568984,0.16273356435078842,7.295836565718476,1.8756820364298505,2.027694125221905,7.550497487813874
13,2021,10,08,15,13,N,Y,0,1156.9241824561402,585.3872105263157,1.9678103234885942,0.48536093284416487,0.13619331854075642,9.732463720667031,1.6608149806936006,2.2728691399334973,4.3797121288646395
14,2021,10,08,15,14,N,Y,0,1153.3581882920707,525.2497432846525,2.2899194403295917,0.8672523926449418,0.23989115604663694,8.86865821085105,1.726383635586196,2.0440733884573477,10.393999371167888
15,2021,10,08,15,15,N,Y,0,1128.896404550458,478.0919158496428,2.435869206214927,0.9604101477373654,0.3733408719069817,14.368884769647615,2.08902706855327,2.0477184257556864,12.499198577757875
16,2021,10,08,15,16,N,Y,0,1122.4596250000002,425.11737781954884,2.548872633051208,0.8671748861190162,0.3829629430698309,11.156481642010613,2.4187523959003734,1.7601735517417385,12.064525032387303
17,2021,10,08,15,17,N,Y,0,1161.5233330200501,393.46123276942353,2.561593547629261,0.9202074300989466,0.38299526057218086,7.3488261412261275,2.8418347561986614,1.8260394186736006,12.397287333433182
0,2021,07,07,17,0,N,Y,2,835.5814671052633,369.67094078947366,1.8732689147081432,0.945068452145601,0.44849241695765124,2.002025317690051,5.291979949874687,1.3517182940404155,10.842785563144046
1,2021,07,07,17,1,N,Y,2,831.3223890977445,412.3456015037594,1.74882921144132,1.122837163742352,0.6802416862399322,3.928515277429611,3.5445947250091163,1.2948756724469033,11.172597398982806
2,2021,07,07,17,2,N,Y,2,830.0026250000001,422.5895855263158,1.6394345703541502,1.2056308180903286,0.710816410192371,1.9983045893943572,3.321328675243432,0.9259836734793788,9.592983448705795
3,2021,07,07,17,3,N,Y,2,831.7777763157893,417.3635723684211,1.6622500332239087,1.0593885463699475,0.7036910446368294,1.9193570509118896,3.1300984022371487,0.8047950258538145,8.358787235167034
4,2021,07,07,17,4,N,Y,2,841.7478063909774,433.0634830827067,1.7562967328340775,0.921664337353552,0.670653667566046,3.3969750867503676,3.6163435494121337,1.0684246385593956,9.262032550209753
5,2021,07,07,17,5,N,Y,2,869.4208328320802,437.3599784461153,1.7255181543792641,0.8721222464410494,0.33948769331558243,5.786924103314223,2.00334812142591,2.021308303238315,6.463189214502403
6,2021,07,07,17,6,N,Y,2,889.8123388075655,466.3033347917587,1.9975422159233005,0.7790019063952862,0.24425055436119147,7.051385532417706,1.661391777978143,2.6179436291313816,5.310138617470479
7,2021,07,07,17,7,N,Y,2,913.9902787534414,454.86436802740707,2.090548396525334,0.696614450784112,0.2458313196472467,4.236881772894197,2.662238465195894,1.5592238704936396,6.15901774429068
8,2021,07,07,17,8,N,Y,2,998.3727960526314,453.99373026315794,2.279273393542877,0.6185812698806561,0.25897524838996094,1.3780285350792987,2.2449709328827976,0.9980833334279327,7.611393426814708
9,2021,07,07,17,9,N,Y,2,1035.4871184210526,455.5353157894737,2.5042951261517827,0.5020787753800855,0.2316179379259877,1.525400785614411,2.5278983535387147,1.040091038496797,7.393834377646309
10,2021,07,07,17,10,N,Y,2,1039.511147556391,459.02577913533844,2.653478491247279,0.4324549283723935,0.38387317324915327,8.650079587253874,3.7617614398726618,1.022131734929319,5.7792830383408385
11,2021,07,07,17,11,N,Y,2,1026.013448673191,472.6498124873282,2.908641686432868,0.5607394511160897,0.44471239478180824,15.535071258989607,2.180130784071001,1.4992550333564685,6.123628039565942
12,2021,07,07,17,12,N,Y,2,1086.6997738422233,447.8737506261775,3.039849047075392,0.6542232355510871,0.5443368715945933,8.581476906716386,1.9097201380414213,2.0436008447823193,7.710213462202996
13,2021,07,07,17,13,N,Y,2,1042.2658972431077,451.47491604010025,2.925258676882288,0.7317459351443627,0.6609288868319013,4.659553083973252,1.9200908883551766,1.923318699703822,9.784329417161324
14,2021,07,07,17,14,N,Y,2,988.7051987468672,442.9827644110276,3.150316174240092,0.8554363798872461,0.6305906980556497,7.611351465287081,1.6851859181882431,2.18120925897651,11.835164305143481
15,2021,07,07,17,15,N,Y,2,1121.029355889724,399.36416290726817,3.3218075310784654,0.9155386868748758,0.605643784845752,4.734024736427847,2.44332916078176,2.214681577731011,13.373022787697584
16,2021,07,07,17,16,N,Y,2,976.811957406233,389.3721346980976,2.7839749360320045,0.9011248656659473,0.5464910857717645,24.239389031260803,2.1522516469803166,3.1135649253592925,9.206111718087095
17,2021,07,07,17,17,N,Y,2,964.0136594075137,383.67856252137796,2.9010621762136206,0.7330199962064153,0.7930309976762636,10.833235748343421,2.494601394076734,1.648653422326554,9.819189191534862
18,2021,07,07,17,18,N,Y,2,1036.4464763428423,348.2203420236385,3.100700512190162,0.6668349765540903,0.9299727125160107,7.463995140061736,3.2387675372872735,1.2141571927576855,10.897986308645793
0,2021,10,06,39,0,Y,N,0,1143.2940986842107,419.5434671052631,1.0345972356942152,0.5817721654572295,0.18266435209183354,0.19237454366353735,2.96357929136567,0.7111004930134598,3.2283967196950534
1,2021,10,06,39,1,Y,N,0,1136.4609830827067,419.1231456766917,1.0305584137799204,0.5629292481785729,0.1356327556289825,1.5872815377015952,2.2518303216527102,0.9076732690062524,3.197804267535264
2,2021,10,06,39,2,Y,N,0,1140.51375,413.81398684210524,1.050971791511899,0.558357887906427,0.1627527520471338,0.19444174988982973,1.9331809254775785,0.6683294322643657,3.3196911683259596
3,2021,10,06,39,3,Y,N,0,1148.9991663533833,411.76997650375944,0.9762863126979215,0.5724936302259783,0.17133282247305867,2.3487134855788776,1.9721019225353247,0.5833728241196704,3.056570736513591
4,2021,10,06,39,4,Y,N,0,1166.5770601588076,404.30199496403355,0.8815184745604779,0.5714868338617557,0.2072880580915884,1.9462213682249616,1.9554406271192075,0.9595661330226464,2.7551936158368333
5,2021,10,06,39,5,Y,N,0,1185.2903692174693,390.59453842875746,0.7436825828485607,0.5743348095748155,0.2828127986308765,2.7548205113376687,1.7213342501839375,1.1221096530999086,2.3548424443805245
6,2021,10,06,39,6,Y,N,0,1150.1760694483648,377.50406870315277,1.029390989512531,0.554473186364072,0.30423761658023796,0.5845403732278446,1.8381411059162698,0.8843662181967428,3.289335324998034
7,2021,10,06,39,7,Y,N,0,1146.2144259241625,370.27635920355425,1.0906903182396335,0.563942220553133,0.2751030841600044,0.6109083879962006,2.0408178591523636,0.9668331761565029,3.5300933982887304
8,2021,10,06,39,8,Y,N,0,1155.0213947368422,354.06110526315786,1.080494799301124,0.5713252844306238,0.32465809492536063,0.29395863824893764,2.0270931943253423,0.755140269088608,3.6022032416525493
