,Year,Month,Day,Trial,Individual,Tailbeat,Ablation,Darkness,Flow,Angle_to_NN,Angle_PS,Distance_to_NN,Acceleration
13,2021,10,06,36,individual3,14.0,Y,N,2,-2.358780445140289,0.0016896650067123487,0.6759747703694455,0.00015198987337520527
14,2021,10,06,36,individual3,15.0,Y,N,2,-2.1547155171212857,-0.0011300122470293032,0.5810829038694446,0.00011500214007079133
15,2021,10,06,36,individual3,16.0,Y,N,2,-1.753342674930533,-5.661721948542938e-05,0.4913647364315154,-7.807247668862254e-05
16,2021,10,06,36,individual3,17.0,Y,N,2,-1.2828546569364097,0.0006583746680015527,0.4826562936174681,0.0018643376927289749
17,2021,10,06,36,individual3,18.0,Y,N,2,,,0.5579413085644,-0.0019558088627618362
0,2021,10,06,36,individual4,1.0,Y,N,2,2.0088490506665653,0.07453021623662777,0.40786347092084957,-7.610854134433878e-05
1,2021,10,06,36,individual4,2.0,Y,N,2,1.9850531630529,-0.023196121952754722,0.4013819463787951,8.141116365247953e-05
2,2021,10,06,36,individual4,3.0,Y,N,2,1.9683170482807568,-0.003062213805875612,0.4825075682456894,7.236503014935762e-05
3,2021,10,06,36,individual4,4.0,Y,N,2,1.6797713737943554,0.001377569336677489,0.49453278842233794,0.0002193225192724942
4,2021,10,06,36,individual4,5.0,Y,N,2,1.291434579691312,0.0044290062083588416,0.5100250651784417,-0.0003179759585617356
5,2021,10,06,36,individual4,6.0,Y,N,2,0.936899391801071,-0.003935903068506946,0.5579464323682268,-1.9384802599355384e-05
6,2021,10,06,36,individual4,7.0,Y,N,2,0.36874457203045496,0.0017726690233026193,0.624423294082376,7.272029327687342e-06
7,2021,10,06,36,individual4,8.0,Y,N,2,0.9903468627428254,0.017793523711689886,0.7449506006162181,0.000154348494511822
8,2021,10,06,36,individual4,9.0,Y,N,2,1.2898714781368803,0.029050924845317256,0.7156761573801996,-9.058313193834601e-05
9,2021,10,06,36,individual4,10.0,Y,N,2,1.4073195039454303,-0.08886280423851088,0.6741348628403291,-2.767382484764572e-05
10,2021,10,06,36,individual4,11.0,Y,N,2,1.411748991133952,0.030313712860301472,0.7301810677588573,-3.472447994188786e-05
11,2021,10,06,36,individual4,12.0,Y,N,2,0.9511035375995087,0.014861333973728918,0.7425280188574508,-3.575496008882816e-05
12,2021,10,06,36,individual4,13.0,Y,N,2,-0.27084086406432134,0.0008881997672227064,0.672386715932472,-0.00016899519309788506
13,2021,10,06,36,individual4,14.0,Y,N,2,-0.05958906686285714,-0.0033235726041006552,0.63741484144529,0.0001789183385050106
14,2021,10,06,36,individual4,15.0,Y,N,2,0.26166132752383986,-0.012056668133959452,0.6211977085803205,9.522567305804094e-05
15,2021,10,06,36,individual4,16.0,Y,N,2,0.6211030648041843,-0.03941622810912215,0.6267357841473725,0.00020857635495232893
16,2021,10,06,36,individual4,17.0,Y,N,2,0.9039814065129729,0.0005827136074010308,0.6785488989594759,-0.00013136148206320067
17,2021,10,06,36,individual4,18.0,Y,N,2,,,0.6697105311904635,-7.463820485962437e-05
0,2021,10,06,36,individual5,1.0,Y,N,2,-0.774737298002955,0.06309508045320557,0.784674259034335,5.612115847623099e-05
1,2021,10,06,36,individual5,2.0,Y,N,2,1.3330089304474293,0.00021107927442606627,0.7287025294797946,-6.023107810285117e-05
2,2021,10,06,36,individual5,3.0,Y,N,2,1.523750087814049,0.0004434011200305806,0.6829684459819836,3.082170697233286e-05
3,2021,10,06,36,individual5,4.0,Y,N,2,0.7409838934397461,-0.0029568452391895705,0.8103674930731056,1.8263781692652147e-05
4,2021,10,06,36,individual5,5.0,Y,N,2,1.1176479773202141,-0.005734151373991743,0.6972392933417875,0.0005300120113756059
5,2021,10,06,36,individual5,6.0,Y,N,2,0.04845843182892057,-0.0003117441984779238,0.6024725977181682,0.0005221272607501713
6,2021,10,06,36,individual5,7.0,Y,N,2,-0.6939517886566042,0.006430694309981897,0.4578898675376949,-0.0006552391563749158
7,2021,10,06,36,individual5,8.0,Y,N,2,-1.506844929845918,-0.0027999847233641313,0.4458798667504426,7.403077699598542e-05
8,2021,10,06,36,individual5,9.0,Y,N,2,-2.076371083720233,-0.011207270487855501,0.6261540225937925,0.00020820171724850533
9,2021,10,06,36,individual5,10.0,Y,N,2,-1.130183483251314,0.005500914893735917,0.699651634341217,-0.0003773925053842195
10,2021,10,06,36,individual5,11.0,Y,N,2,0.4988283515700509,-0.024190881040658162,0.6388022080103629,0.0003850836050022243
11,2021,10,06,36,individual5,12.0,Y,N,2,0.6440802314136961,-0.013531845072741144,0.6871722166730351,-9.594085166226364e-05
12,2021,10,06,36,individual5,13.0,Y,N,2,0.6854642100624965,0.013670380286959787,0.719255579491612,-0.00035920953421961205
13,2021,10,06,36,individual5,14.0,Y,N,2,0.7828122084495043,0.013493427886032668,0.6759747703694455,0.00014814019328599596
14,2021,10,06,36,individual5,15.0,Y,N,2,0.9868771364685072,-0.00028413318280645823,0.5810829038694446,1.2596804064048539e-05
15,2021,10,06,36,individual5,16.0,Y,N,2,1.3882499786592604,0.0007851870618103219,0.4913647364315154,-3.517762968458171e-05
16,2021,10,06,36,individual5,17.0,Y,N,2,1.8587379966533835,0.0006796009869271517,0.4826562936174681,-5.55335721303979e-05
17,2021,10,06,36,individual5,18.0,Y,N,2,,,0.5579413085644,0.0005822477180370402
0,2021,10,06,36,individual6,1.0,Y,N,2,-1.4616735132926533,0.029937672806403453,0.8000890528485052,0.0006529932068302822
1,2021,10,06,36,individual6,2.0,Y,N,2,-1.4023982874722725,-0.023753495227936832,0.7928033168908101,-0.0006874969813242928
2,2021,10,06,36,individual6,3.0,Y,N,2,-1.4248478298644085,-0.020843081857404137,0.7629039499945441,3.365015752508077e-05
3,2021,10,06,36,individual6,4.0,Y,N,2,-1.3435515925053234,0.005957592410906293,0.7277572074733333,-6.259221893739674e-05
4,2021,10,06,36,individual6,5.0,Y,N,2,-1.187349602404885,-0.0020918202411027986,0.6835130618959213,0.0003740338595194096
5,2021,10,06,36,individual6,6.0,Y,N,2,-1.0145130929600226,-0.0016840057740570263,0.6941433959257097,-0.0003897173717551681
6,2021,10,06,36,individual6,7.0,Y,N,2,-0.9984256798278084,0.0010386570359241,0.7876663480973571,-0.0001749087106147512
7,2021,10,06,36,individual6,8.0,Y,N,2,-1.3274685267714592,-0.006074200116217828,0.7242967578453722,0.0003036700671615883
8,2021,10,06,36,individual6,9.0,Y,N,2,1.1779876055604963,-0.0265116625900737,0.385992616500856,0.00038676865767271165
9,2021,10,06,36,individual6,10.0,Y,N,2,1.546291611111199,-0.010127479334564518,0.2885392703384656,0.0008085255485735193
10,2021,10,06,36,individual6,11.0,Y,N,2,-0.5493594352243244,0.10095589359761895,0.6595339282464185,0.0011709741092227417
11,2021,10,06,36,individual6,12.0,Y,N,2,0.4533893506719393,0.0008444680394593377,0.6922417768935266,0.008749885590717967
12,2021,10,06,36,individual6,13.0,Y,N,2,-2.3770107258513473,-0.0013011765231251138,0.4164402282226557,0.0037705206491361765
13,2021,10,06,36,individual6,14.0,Y,N,2,-2.1973326716444714,0.0014712562383634312,0.4784964772631286,-0.001048037272389009
14,2021,10,06,36,individual6,15.0,Y,N,2,0.5549564594699513,-0.004733393125860393,0.7188832161460714,0.005187667417811704
15,2021,10,06,36,individual6,16.0,Y,N,2,0.887407426763941,-0.02083806983366287,0.7607923347421486,0.0058017809031418064
16,2021,10,06,36,individual6,17.0,Y,N,2,-1.7510094711976387e-05,-0.006489619994781267,0.5869338148156252,-0.007185637109965923
17,2021,10,06,36,individual6,18.0,Y,N,2,,,0.6159860120518141,7.748995503312796e-05
0,2021,10,06,36,individual7,1.0,Y,N,2,-1.6520039549366174,0.04388862539145333,0.7909139331634637,0.00013618293637758074
1,2021,10,06,36,individual7,2.0,Y,N,2,-1.808583723142364,-0.007347071322476613,0.7287025294797946,0.00011415546267944393
2,2021,10,06,36,individual7,3.0,Y,N,2,-1.617842565775744,-0.014612721386024511,0.6829684459819836,9.701644325031587e-05
3,2021,10,06,36,individual7,4.0,Y,N,2,-1.5839177978981405,-0.03950284600641017,0.9019405147029174,0.0020700373135463857
4,2021,10,06,36,individual7,5.0,Y,N,2,-0.9459362261803195,-0.015034206195091295,0.7119526398344839,-0.002407167887047952
5,2021,10,06,36,individual7,6.0,Y,N,2,-0.6653934761273694,-0.01967501441217924,0.5998751635892541,0.0010463767587825593
6,2021,10,06,36,individual7,7.0,Y,N,2,-1.6810083994187655,-0.0005171595070787275,0.6614349431558989,-0.0006827522106621235
7,2021,10,06,36,individual7,8.0,Y,N,2,-2.3857123707983443,0.0036424350525607664,0.5366526920917929,-0.05875673127687197
8,2021,10,06,36,individual7,9.0,Y,N,2,-1.0959019889083372,0.006382101425645237,0.3748820322203244,-0.0013300956049170302
9,2021,10,06,36,individual7,10.0,Y,N,2,-1.5953010424785943,-0.0001031807076834775,0.2885392703384656,0.00037498747025792426
10,2021,10,06,36,individual7,11.0,Y,N,2,-1.3450084231208774,,0.21468042475511634,
11,2021,10,06,36,individual7,12.0,Y,N,2,,,,
12,2021,10,06,36,individual7,13.0,Y,N,2,0.5758942944040523,,0.4309742790559957,-0.0017009610085626592
13,2021,10,06,36,individual7,14.0,Y,N,2,0.5584506227180963,-0.004208733085112101,0.5489524326557099,-0.00044861306757096374
14,2021,10,06,36,individual7,15.0,Y,N,2,0.8890428250972284,,0.8817712009923873,1.3958009608682859e-05
15,2021,10,06,36,individual7,16.0,Y,N,2,,,,
16,2021,10,06,36,individual7,17.0,Y,N,2,2.648503832172413,,0.5659001722820367,-0.0032050864558803567
17,2021,10,06,36,individual7,18.0,Y,N,2,,,0.6371718484119728,0.003654451147352237
0,2021,10,06,36,individual8,1.0,Y,N,2,2.570117580992576,0.036891722201050546,0.8177370232715464,0.00016306768427730848
1,2021,10,06,36,individual8,2.0,Y,N,2,2.6220379622269685,-0.003681448622117404,0.8508352709571125,-0.00015858531355381777
2,2021,10,06,36,individual8,3.0,Y,N,2,-1.6613069301263075,0.009323403375287802,0.8870527999409044,0.00034182838712414336
3,2021,10,06,36,individual8,4.0,Y,N,2,-2.715712847562616,0.003642093853954509,0.8289212476211446,0.00045643639817476666
4,2021,10,06,36,individual8,5.0,Y,N,2,-0.13915601700170943,0.0008457713491201095,0.6930654512730622,-0.0005076819147987296
5,2021,10,06,36,individual8,6.0,Y,N,2,2.548378114482222,0.002326189743238179,0.6007715454803998,0.0005641603654964639
6,2021,10,06,36,individual8,7.0,Y,N,2,-0.4639203661677358,0.0016950429658582364,0.6819704943899727,-0.023799983345223864
7,2021,10,06,36,individual8,8.0,Y,N,2,-2.5117834518893356,0.003629536358198086,0.7740238106478732,0.0013118718053614215
8,2021,10,06,36,individual8,9.0,Y,N,2,-2.42447103915752,-0.002066048152198063,0.41261839186955723,-0.0021893037910957398
9,2021,10,06,36,individual8,10.0,Y,N,2,-2.0716694391375152,-0.09729811634536849,0.5218047284013294,0.00044940657623510836
10,2021,10,06,36,individual8,11.0,Y,N,2,-1.8532885501389176,-0.0007045983294681128,0.8275493748346865,0.0007756493382630231
11,2021,10,06,36,individual8,12.0,Y,N,2,-1.6299368207369682,0.1014028262510683,0.9801380160057848,-0.0009404277769009895
12,2021,10,06,36,individual8,13.0,Y,N,2,-1.7818513383259025,-0.0026477909248002825,0.6715939819591398,-0.00012713486371840687
13,2021,10,06,36,individual8,14.0,Y,N,2,-1.9350920198661261,-0.059219321300526775,0.7343436659706157,-0.0003740390394801764
14,2021,10,06,36,individual8,15.0,Y,N,2,-1.9138291692034244,0.002163125236478151,0.9472816612771227,-0.00022800952934191
15,2021,10,06,36,individual8,16.0,Y,N,2,-2.2541852268258524,-0.003518130040302081,0.7607923347421486,6.268169095411693e-05
16,2021,10,06,36,individual8,17.0,Y,N,2,-2.4768351529305925,0.0069275248446151825,0.7088886964114627,-6.1886150971733414e-06
17,2021,10,06,36,individual8,18.0,Y,N,2,,,0.5882121946547102,0.000558887794124829
0,2020,07,28,10,individual1,1.0,N,N,0,-2.0750455400947097,-0.0045339262288093115,1.1476957984124816,-0.0008999821912325917
1,2020,07,28,10,individual1,2.0,N,N,0,-0.4585986220240581,0.002489514039926218,0.776447543753005,0.0003304363335768613
2,2020,07,28,10,individual1,3.0,N,N,0,0.37767922578734714,0.0018959008697184033,0.7440897947068819,4.0436535741781217e-05
3,2020,07,28,10,individual1,4.0,N,N,0,1.7138248604973403,0.037845201420582786,1.184885947435788,0.0024775970644623575
4,2020,07,28,10,individual1,5.0,N,N,0,0.42933287304188983,-0.003020923125332974,0.8758312952188172,-0.0011077602435565818
5,2020,07,28,10,individual1,6.0,N,N,0,0.7298853239325445,0.011650880655219544,0.9276224303029977,-0.0012910776604537805
6,2020,07,28,10,individual1,7.0,N,N,0,0.8548929554161324,0.0037608144135608625,1.011678423418432,-0.00012781033698223436
7,2020,07,28,10,individual1,8.0,N,N,0,0.9511783034466808,0.0014481629197073834,1.0738663177307008,-0.00013998171334643809
8,2020,07,28,10,individual1,9.0,N,N,0,1.1256968012693414,0.0015191550665084948,1.5695296964165009,0.0005619740315525994
9,2020,07,28,10,individual1,10.0,N,N,0,-1.2564588046317886,0.002001058213328244,1.7462928832660625,-0.0006148138614590319
10,2020,07,28,10,individual1,11.0,N,N,0,-1.6194612520417409,-0.0002067370424991166,1.248346721025132,0.0016445161384822378
11,2020,07,28,10,individual1,12.0,N,N,0,-2.809950474336526,0.007304724111140589,0.6602227894023274,-0.00108580898932429
12,2020,07,28,10,individual1,13.0,N,N,0,-1.762204108700088,0.0009288062190740632,0.5321535123335349,0.002966865759003471
13,2020,07,28,10,individual1,14.0,N,N,0,-0.9452289662512133,0.002620691370249902,0.19443069114078013,-0.003297854204447034
14,2020,07,28,10,individual1,15.0,N,N,0,-0.2088062801840054,-0.0006693995499669018,0.8919790993255767,-0.00018297436813824152
15,2020,07,28,10,individual1,16.0,N,N,0,,,1.7171042452234953,0.013561037481311738
0,2020,07,28,10,individual2,1.0,N,N,0,0.03200041243309234,0.04646147826599982,0.5023044615754322,-0.001012341484518659
1,2020,07,28,10,individual2,2.0,N,N,0,-1.2499447776726458,0.005093937446258484,0.6774139388502377,0.0009226394017616065
2,2020,07,28,10,individual2,3.0,N,N,0,-2.5922496066981617,0.0044699893064048795,0.7115234148474202,3.7013609083876212e-06
3,2020,07,28,10,individual2,4.0,N,N,0,-0.7865380100708668,1.403107823203335e-05,1.2294808717878511,-0.001484700728264342
4,2020,07,28,10,individual2,5.0,N,N,0,2.902051574455866,0.011826499939545043,1.442581077594998,0.0029182066358157603
5,2020,07,28,10,individual2,6.0,N,N,0,-0.044241651716584084,-0.0022111872078758124,1.258192871547127,-0.00013387959638236807
6,2020,07,28,10,individual2,7.0,N,N,0,-2.998625905486641,-0.0012296792816748373,1.1246401691054384,-0.0004725274098853531
7,2020,07,28,10,individual2,8.0,N,N,0,-2.628460941461778,-0.007780889974885395,1.0190279857222435,-0.004683636678861569
8,2020,07,28,10,individual2,9.0,N,N,0,-0.9151959240370813,-0.0058371896141848345,0.4942394906088508,-0.0038164179716475193
9,2020,07,28,10,individual2,10.0,N,N,0,-0.33805915891822313,-0.007149115962464385,0.2418051736712083,0.0017482561267703628
10,2020,07,28,10,individual2,11.0,N,N,0,-0.5052077812909325,0.010355523348832212,0.7904178637989604,-0.000297599866775558
11,2020,07,28,10,individual2,12.0,N,N,0,-1.567963473635685,-0.001147518752608432,1.0641987115473628,0.00768466112382237
12,2020,07,28,10,individual2,13.0,N,N,0,-1.7632091098103075,-0.020265148385816088,0.8718982194029564,0.0020807312476781247
13,2020,07,28,10,individual2,14.0,N,N,0,-2.1426437957807853,-0.0019795743088129704,0.5856988792822763,0.0016350677869048757
14,2020,07,28,10,individual2,15.0,N,N,0,-0.3719655901583579,0.0052849042592178624,0.7107543887372859,-0.002823439583691098
15,2020,07,28,10,individual2,16.0,N,N,0,,,0.8097668690791827,-2.6632886176382193e-05
0,2020,07,28,10,individual3,1.0,N,N,0,0.07351036061871155,0.06783871697205282,1.0391604251939555,-0.005404680416339985
1,2020,07,28,10,individual3,2.0,N,N,0,0.006529306198457848,-0.0038319946702137214,0.8792776001218601,-0.00017410679454978953
2,2020,07,28,10,individual3,3.0,N,N,0,-1.6736636888496113,-0.002376465007982999,0.7629930725461942,0.00048595159077617764
3,2020,07,28,10,individual3,4.0,N,N,0,-2.238581706147972,-0.0016699156094500548,0.8162107742944901,-0.0008309834978023192
4,2020,07,28,10,individual3,5.0,N,N,0,-2.3140992790128325,-0.0038615791755805097,0.8193092256005826,0.0007327060887515688
5,2020,07,28,10,individual3,6.0,N,N,0,-1.673769890859304,-0.0034073500065206013,1.0271318935443883,-0.0006307567212095114
6,2020,07,28,10,individual3,7.0,N,N,0,-1.160019992408887,-0.005479233316329825,0.9182634707829704,7.221763810119497e-05
7,2020,07,28,10,individual3,8.0,N,N,0,0.13131502068277023,-0.0013494479703073765,0.8387850359142933,-0.00035186741674452437
8,2020,07,28,10,individual3,9.0,N,N,0,-1.365986663623317,0.0010103942171488772,0.5083206834415064,0.00092213379774832
9,2020,07,28,10,individual3,10.0,N,N,0,-0.8429352067415502,-0.004399356062768415,0.8968732923989848,-0.0008888241083628602
10,2020,07,28,10,individual3,11.0,N,N,0,2.567396631738346,-0.0021148073657923333,1.0560564389277851,8.507416169938601e-05
11,2020,07,28,10,individual3,12.0,N,N,0,2.9136095180986556,0.0016516055626004814,0.9245279772637629,0.0014346406713172083
12,2020,07,28,10,individual3,13.0,N,N,0,2.779009569901492,-0.006150294003339488,0.7803592482799546,0.0004736049000363927
13,2020,07,28,10,individual3,14.0,N,N,0,2.616871768567472,-0.0021727357634073203,0.6915473437576035,0.00019546718992646494
14,2020,07,28,10,individual3,15.0,N,N,0,2.459860601872226,0.008634371855834893,0.7412037934004242,-0.0007070218470591943
15,2020,07,28,10,individual3,16.0,N,N,0,,,0.7430196000634275,0.0006562790044660656
0,2020,07,28,10,individual4,1.0,N,N,0,2.1445054514277446,,1.082920438979592,8.103327537990902e-05
1,2020,07,28,10,individual4,2.0,N,N,0,,,,
2,2020,07,28,10,individual4,3.0,N,N,0,,,,
3,2020,07,28,10,individual4,4.0,N,N,0,-2.815135803938698,,1.1509437796557194,0.014217128737175769
4,2020,07,28,10,individual4,5.0,N,N,0,-2.712259780547903,-2.4129385191031434e-05,0.8758312952188172,-0.0018955302916257466
5,2020,07,28,10,individual4,6.0,N,N,0,-2.4117073296572484,0.0009268809529838477,0.9276224303029977,0.0003979827040565325
6,2020,07,28,10,individual4,7.0,N,N,0,-2.2866996981736607,0.00239093906492641,1.011678423418432,-0.0007342344954562575
7,2020,07,28,10,individual4,8.0,N,N,0,-2.1904143501431124,0.004737444595028162,1.0738663177307008,0.0029784210175410326
8,2020,07,28,10,individual4,9.0,N,N,0,1.979094556599712,0.0018312142741128356,0.9518357896781878,-0.0018180566218668418
9,2020,07,28,10,individual4,10.0,N,N,0,1.8192732561645466,0.0019336460705631849,0.4899864041419813,0.005864320324023724
10,2020,07,28,10,individual4,11.0,N,N,0,-1.8409736963316174,0.011290463907431651,0.9131416117769674,-0.0033286293649083146
11,2020,07,28,10,individual4,12.0,N,N,0,-1.8733630295310506,-0.08790983723637286,1.4365257136800698,-0.0018949914871937924
12,2020,07,28,10,individual4,13.0,N,N,0,-1.600765584598818,0.005952722465651039,1.5822899945926199,-0.0012928061556588789
13,2020,07,28,10,individual4,14.0,N,N,0,-1.0442183633293585,0.00935456150344652,1.512076533788224,0.00024679752841386566
14,2020,07,28,10,individual4,15.0,N,N,0,-0.14644021883636912,0.005499877830706472,1.035959031421723,0.0034778326411500113
15,2020,07,28,10,individual4,16.0,N,N,0,,,0.8177169771759193,-0.0002018737131250284
0,2020,07,28,10,individual5,1.0,N,N,0,-1.3649673397620745,0.008797997134129217,1.1525227396499773,0.001109405598931035
1,2020,07,28,10,individual5,2.0,N,N,0,-1.7248700544588846,0.011298138544884217,0.938195070591627,0.0005371854352199763
2,2020,07,28,10,individual5,3.0,N,N,0,-0.7925662657625383,0.007305870271261857,0.842677759748355,0.00025454422044801254
3,2020,07,28,10,individual5,4.0,N,N,0,-0.4586114176748161,0.003934021440776373,0.801058765227698,-0.0013754051017020143
4,2020,07,28,10,individual5,5.0,N,N,0,1.362283213588552,0.020875081041214365,0.7720599032612213,0.0011627043165259572
5,2020,07,28,10,individual5,6.0,N,N,0,1.666254376088695,-0.00034160548299421307,1.1314082584182024,-0.0006291134172573582
6,2020,07,28,10,individual5,7.0,N,N,0,2.2588600441972977,0.0005580208014016546,1.0955575810093854,0.0003785244514565628
7,2020,07,28,10,individual5,8.0,N,N,0,1.4240924204673184,0.0025379159405896305,1.1829081089456082,9.396395921400272e-05
8,2020,07,28,10,individual5,9.0,N,N,0,0.9529233678915632,0.00395197501477946,0.9648555963020083,-0.00036106995955357245
9,2020,07,28,10,individual5,10.0,N,N,0,1.440221104361208,-0.0011780221055029626,0.6224673201583313,-0.00022105821017391608
10,2020,07,28,10,individual5,11.0,N,N,0,1.9838937760341355,0.0074374020437887435,0.8007173002334957,0.00028426626993937405
11,2020,07,28,10,individual5,12.0,N,N,0,2.4449970329524273,0.007619521462468794,0.8740100350879713,-0.0007213651910915269
12,2020,07,28,10,individual5,13.0,N,N,0,1.5455358663012042,-0.0011450341402231667,0.48712416230953964,0.0002787681937254212
13,2020,07,28,10,individual5,14.0,N,N,0,1.3374006720333578,0.015418951590974965,0.40964035410645505,0.0028021512120236613
14,2020,07,28,10,individual5,15.0,N,N,0,0.05228682723617357,0.013264935884138152,1.0786290761634667,-0.0025745691098885957
15,2020,07,28,10,individual5,16.0,N,N,0,,,0.8177169771759193,-0.000526620577793693
0,2020,07,28,10,individual6,1.0,N,N,0,2.7688481707921584,0.01635725019778723,2.6434592335294282,0.0019860458013459693
1,2020,07,28,10,individual6,2.0,N,N,0,2.517945936011776,0.03807788673149876,4.579578215431197,0.008317089449693251
2,2020,07,28,10,individual6,3.0,N,N,0,2.2667006507634264,,5.789991074939398,
3,2020,07,28,10,individual6,4.0,N,N,0,,,,
4,2020,07,28,10,individual6,5.0,N,N,0,,,,
5,2020,07,28,10,individual6,6.0,N,N,0,1.9123945481131805,,3.705507103152712,-0.013593327569205546
6,2020,07,28,10,individual6,7.0,N,N,0,1.9056213371165835,0.0015460055919039272,2.261259966579478,-0.0021580178102915968
7,2020,07,28,10,individual6,8.0,N,N,0,2.0038920902192907,0.00923136768408272,1.2690122331377345,0.00020593024304074213
8,2020,07,28,10,individual6,9.0,N,N,0,1.427544416075543,-0.000996100635494975,0.5033886909911458,-0.0019661886260510368
9,2020,07,28,10,individual6,10.0,N,N,0,-1.6760925665543895,0.016335642721759726,0.5126138238897879,-6.340646988595742e-05
10,2020,07,28,10,individual6,11.0,N,N,0,-0.4394259405874952,-0.07293897888317824,0.6093971859183096,-0.0035307969448849785
11,2020,07,28,10,individual6,12.0,N,N,0,0.3316421792532675,-0.0001804245166290593,0.6602227894023274,0.0004729188094110285
12,2020,07,28,10,individual6,13.0,N,N,0,0.5555325807059477,0.009660853378844036,1.1768150183882873,0.000369505891099586
13,2020,07,28,10,individual6,14.0,N,N,0,1.9669820888492484,0.02031040091527969,1.8598972128820386,-0.00021662740412234664
14,2020,07,28,10,individual6,15.0,N,N,0,0.9915140892511394,0.008684259588873177,1.7384277700793558,0.001381276683556143
15,2020,07,28,10,individual6,16.0,N,N,0,,,1.2246853117898773,-0.00034596934019157864
0,2020,07,28,10,individual7,1.0,N,N,0,1.6774357508007818,0.09065729389340373,0.6017620044823943,0.0009350227313742935
1,2020,07,28,10,individual7,2.0,N,N,0,1.3312254042941853,-0.006114015509729579,0.7721972933207234,0.00039431266554662065
2,2020,07,28,10,individual7,3.0,N,N,0,1.8212713170415669,-0.007756233120489757,0.7645679471641053,0.0008806113570961824
3,2020,07,28,10,individual7,4.0,N,N,0,0.9469553977922832,-0.013873181143254603,0.7706239623401201,-0.0008407814976240723
4,2020,07,28,10,individual7,5.0,N,N,0,-1.3767206029808645,5.050630880559422e-05,0.7672546687854173,-4.376258270006985e-05
5,2020,07,28,10,individual7,6.0,N,N,0,-0.3703669257211056,-0.011919273404755817,0.9121370748176418,0.0015616511163337274
6,2020,07,28,10,individual7,7.0,N,N,0,0.24844112713576355,-0.0044253736074055215,0.9970705124674836,0.0003152981385235143
7,2020,07,28,10,individual7,8.0,N,N,0,0.3865971062659563,0.0031929561556720346,0.9739873547502309,-5.776408581390851e-05
8,2020,07,28,10,individual7,9.0,N,N,0,0.17551647248778943,-0.0014089585735584192,0.914449102694006,0.000856270796014183
9,2020,07,28,10,individual7,10.0,N,N,0,-0.005273689360147384,-0.009817444159894936,1.037049893292691,-0.0010563794513439725
10,2020,07,28,10,individual7,11.0,N,N,0,-0.06984644022140646,0.0036902205365524476,1.0680285699168,0.0011526175901062008
11,2020,07,28,10,individual7,12.0,N,N,0,0.1187878051621551,0.00042033895646409437,1.0616915842055024,-0.0014467671832698696
12,2020,07,28,10,individual7,13.0,N,N,0,-0.362583083688301,-0.001995804675038939,0.7803592482799546,0.0005682954809261557
13,2020,07,28,10,individual7,14.0,N,N,0,-0.19642355073697873,-0.004662837811926857,0.6813388674588264,-4.5686833284567456e-05
14,2020,07,28,10,individual7,15.0,N,N,0,-0.455613870643168,0.003097678347696825,0.7363748613796172,-0.0004259503933785134
15,2020,07,28,10,individual7,16.0,N,N,0,,,0.7430196000634275,0.001111416451077177
0,2020,07,28,10,individual8,1.0,N,N,0,-0.9820002019305417,0.023913894840485707,0.4538580320936299,0.0017171699848284733
1,2020,07,28,10,individual8,2.0,N,N,0,-0.2167877726094022,0.0070238080720229175,0.7397419167817969,-0.009957495714251027
2,2020,07,28,10,individual8,3.0,N,N,0,-2.6594526423079463,,1.0466609129934605,
3,2020,07,28,10,individual8,4.0,N,N,0,,,,
4,2020,07,28,10,individual8,5.0,N,N,0,2.9420590401442657,,1.1844249924666057,-0.005759465619514296
5,2020,07,28,10,individual8,6.0,N,N,0,3.0092626860759566,0.012726243045960317,1.1935701015498206,0.018876524046942216
6,2020,07,28,10,individual8,7.0,N,N,0,-2.6469783047363773,-0.001981322218127975,0.8427820062821492,-0.0009366675534778479
7,2020,07,28,10,individual8,8.0,N,N,0,-1.8035527455461073,0.0003564941231655923,0.8373149498953328,-5.935261407196465e-05
8,2020,07,28,10,individual8,9.0,N,N,0,-0.6847922700195483,0.002232566302770474,0.9583367766462569,0.0001478754639915111
9,2020,07,28,10,individual8,10.0,N,N,0,-0.21548143257181188,-0.08613598617874253,0.915229357791572,0.0024577182436572535
10,2020,07,28,10,individual8,11.0,N,N,0,-0.6602112690703618,0.0005803109398371402,1.1528982306259195,-0.002434008185826299
11,2020,07,28,10,individual8,12.0,N,N,0,-0.665669643713272,0.017653761677737096,1.418829728813724,0.00144769041473139
12,2020,07,28,10,individual8,13.0,N,N,0,-0.16024319039301638,-0.004519752171597399,1.4510688766971165,6.385236375964506e-05
13,2020,07,28,10,individual8,14.0,N,N,0,0.05275075998988067,-0.0037583753128751876,1.6308113969268465,-0.001596507970929565
14,2020,07,28,10,individual8,15.0,N,N,0,0.31153896305243256,0.002776062036925146,1.5867478577741487,0.0002172466653500686
15,2020,07,28,10,individual8,16.0,N,N,0,,,1.1760207922825519,0.007874709201728116
0,2023,12,05,01,individual1,1.0,Y,Y,0,-0.4643253622048681,0.009041176799924673,3.091043881571198,0.001159085164566156
1,2023,12,05,01,individual1,2.0,Y,Y,0,-2.8384829214103995,0.010172448306249061,4.43942692006927,0.0014085306532831557
2,2023,12,05,01,individual1,3.0,Y,Y,0,-2.4650945405306475,0.006044018338226428,4.102655607421757,
3,2023,12,05,01,individual1,4.0,Y,Y,0,-2.580741717193917,0.017542890108541553,3.7885771798081227,0.0012876365376819148
