,Year,Month,Day,Trial,Individual,Tailbeat,Ablation,Darkness,Flow,Angle_to_NN,Angle_PS,Distance_to_NN,Acceleration
19,2021,08,03,11,individual5,20.0,Y,N,2,,,,
0,2021,08,03,11,individual6,1.0,Y,N,2,1.820739794418176,0.05692111445597018,0.7433673051002412,-0.0002482764489718464
1,2021,08,03,11,individual6,2.0,Y,N,2,-2.577447395676179,0.010870048490522578,1.3979857435739798,-0.003852903670402593
2,2021,08,03,11,individual6,3.0,Y,N,2,-1.325338960306943,-0.017646841072869936,0.5229061647956292,0.0017534095018520868
3,2021,08,03,11,individual6,4.0,Y,N,2,-0.18087772895005344,,1.0636136099553095,
4,2021,08,03,11,individual6,5.0,Y,N,2,,,,
5,2021,08,03,11,individual6,6.0,Y,N,2,,,,
6,2021,08,03,11,individual6,7.0,Y,N,2,,,,
7,2021,08,03,11,individual6,8.0,Y,N,2,,,,
8,2021,08,03,11,individual6,9.0,Y,N,2,,,,
9,2021,08,03,11,individual6,10.0,Y,N,2,,,,
10,2021,08,03,11,individual6,11.0,Y,N,2,,,,
11,2021,08,03,11,individual6,12.0,Y,N,2,,,,
12,2021,08,03,11,individual6,13.0,Y,N,2,,,,
13,2021,08,03,11,individual6,14.0,Y,N,2,,,,
14,2021,08,03,11,individual6,15.0,Y,N,2,,,,
15,2021,08,03,11,individual6,16.0,Y,N,2,,,,
16,2021,08,03,11,individual6,17.0,Y,N,2,2.297223590664909,,0.9670232189576132,-0.0017524505312571188
17,2021,08,03,11,individual6,18.0,Y,N,2,1.8081110796731106,0.003491941303335674,0.6672186438323129,0.001452900149644893
18,2021,08,03,11,individual6,19.0,Y,N,2,2.366096074971783,0.008456092694386293,1.8989110642926743,0.0024995659708511573
19,2021,08,03,11,individual6,20.0,Y,N,2,,,2.308359586865637,0.0033258086757554247
0,2021,08,03,11,individual7,1.0,Y,N,2,0.0006457596315521952,,1.6940504644113794,0.013523905247373652
1,2021,08,03,11,individual7,2.0,Y,N,2,-0.46592891089473565,0.0028295208876990083,1.197992461750827,-0.0033422849482865496
2,2021,08,03,11,individual7,3.0,Y,N,2,1.5762454336749372,,0.5181315345556561,-0.0051814539212426325
3,2021,08,03,11,individual7,4.0,Y,N,2,,,,
4,2021,08,03,11,individual7,5.0,Y,N,2,1.13699825085076,,2.071268541841126,-0.011867032372186139
5,2021,08,03,11,individual7,6.0,Y,N,2,1.230200037282603,0.014821065626197965,1.9056452463571505,2.5046232451465574e-05
6,2021,08,03,11,individual7,7.0,Y,N,2,1.3523213287920415,-0.01099227407035759,1.309172918557758,-0.0005462327636291353
7,2021,08,03,11,individual7,8.0,Y,N,2,1.5495008285632441,-0.012876132101640325,0.8207390855108269,0.0030926771107945106
8,2021,08,03,11,individual7,9.0,Y,N,2,0.8315661537964658,0.005970260583799867,1.4625952389421855,0.002012736983493628
9,2021,08,03,11,individual7,10.0,Y,N,2,0.2835636356847338,0.03909343093264427,0.998553641820181,-0.04891862855467571
10,2021,08,03,11,individual7,11.0,Y,N,2,-0.08454406789751139,,2.1000987388638963,0.2387866398787698
11,2021,08,03,11,individual7,12.0,Y,N,2,,,,
12,2021,08,03,11,individual7,13.0,Y,N,2,,,,
13,2021,08,03,11,individual7,14.0,Y,N,2,,,,
14,2021,08,03,11,individual7,15.0,Y,N,2,,,,
15,2021,08,03,11,individual7,16.0,Y,N,2,2.163045432588408,,1.251684110706318,-0.00010441317084806376
16,2021,08,03,11,individual7,17.0,Y,N,2,0.920654017903227,-0.0004975844781172944,1.1644654020147696,0.00015294295243805983
17,2021,08,03,11,individual7,18.0,Y,N,2,-1.3867349319202946,,0.5164301951171344,-0.0005001900743227555
18,2021,08,03,11,individual7,19.0,Y,N,2,,,,
19,2021,08,03,11,individual7,20.0,Y,N,2,,,,
0,2021,08,03,11,individual8,1.0,Y,N,2,2.1726121534045233,0.02478728741185162,1.4936463084542178,-0.000991592419724612
1,2021,08,03,11,individual8,2.0,Y,N,2,2.647195327588013,0.014059116696738745,1.4240239984086873,0.0006826673721006567
2,2021,08,03,11,individual8,3.0,Y,N,2,2.710667676394882,0.007203891397991765,1.6535962667774524,-3.752932608762783e-05
3,2021,08,03,11,individual8,4.0,Y,N,2,2.7158982252576074,0.004515825392578226,1.6270857981037994,-0.0004273825807137265
4,2021,08,03,11,individual8,5.0,Y,N,2,2.988405686596934,0.008802087551458853,1.5169796943720453,-0.0005852835274611304
5,2021,08,03,11,individual8,6.0,Y,N,2,-2.0486085595558103,-0.0010451826521470846,1.6009137682152943,-0.00023336016199722838
6,2021,08,03,11,individual8,7.0,Y,N,2,-2.8480696008040933,0.012644317768212879,1.6354059278781286,0.0002901671812868529
7,2021,08,03,11,individual8,8.0,Y,N,2,-1.8525885786803236,-0.005876768178852654,1.3554699881189323,-2.0789120810412655e-05
8,2021,08,03,11,individual8,9.0,Y,N,2,-2.16475735426253,0.005079819882186265,1.3277000114019402,-0.00010406062534782503
9,2021,08,03,11,individual8,10.0,Y,N,2,-2.7501656230949796,0.002847681890672793,1.5146010243491879,0.0008823991091810707
10,2021,08,03,11,individual8,11.0,Y,N,2,-2.6738011794575685,0.001427769427198015,1.444770290150651,-0.0006967791020464923
11,2021,08,03,11,individual8,12.0,Y,N,2,-1.9520652177954319,-0.0003328440962597545,1.269037821647854,-0.0008168903592992995
12,2021,08,03,11,individual8,13.0,Y,N,2,-1.6662415036598384,0.007449909378169458,0.8024569922877389,0.00023819686094653163
13,2021,08,03,11,individual8,14.0,Y,N,2,-1.1851194795632918,-0.0034571936829639474,0.670000702480957,0.00023235535050688134
14,2021,08,03,11,individual8,15.0,Y,N,2,-0.6466295866125418,-0.001248484947919278,0.43225466742978386,0.005360823466010853
15,2021,08,03,11,individual8,16.0,Y,N,2,-2.1270634961078967,,0.8416195180024978,-0.00808299595752844
16,2021,08,03,11,individual8,17.0,Y,N,2,,,,
17,2021,08,03,11,individual8,18.0,Y,N,2,,,,
18,2021,08,03,11,individual8,19.0,Y,N,2,-2.0625802415790786,,0.5175228300223428,0.0002455746796963937
19,2021,08,03,11,individual8,20.0,Y,N,2,,,0.5519689847991487,3.939026659664019e-05
0,2021,07,07,19,individual1,1.0,N,Y,0,-2.3742927490682395,-0.05448014891212251,2.0661043712670537,-0.00012738116595218817
1,2021,07,07,19,individual1,2.0,N,Y,0,-2.271506072263383,0.004411352921522722,2.731564293991713,-0.001304380388044731
2,2021,07,07,19,individual1,3.0,N,Y,0,-1.4274754279342725,0.008734502189118264,2.3847150623118574,0.009378576430497984
3,2021,07,07,19,individual1,4.0,N,Y,0,-1.5876229578458776,-0.005347092754565861,2.229718012852469,-1.367191187075234e-06
4,2021,07,07,19,individual1,5.0,N,Y,0,-2.041117860143506,,1.8225240136299037,0.00042571546106586616
5,2021,07,07,19,individual1,6.0,N,Y,0,,,,
6,2021,07,07,19,individual1,7.0,N,Y,0,-2.4649423205396137,,1.7935129675201664,-9.366944662895582e-05
7,2021,07,07,19,individual1,8.0,N,Y,0,-2.7610173237599507,0.0024653310891340555,1.6540248846615369,-0.0002332404678219752
8,2021,07,07,19,individual1,9.0,N,Y,0,2.7740655008516,0.009593900311444253,2.489808247920297,0.00022773631805087725
9,2021,07,07,19,individual1,10.0,N,Y,0,3.079615939686806,-0.0003953391383029035,2.7688531576023596,-0.00020856797408986364
10,2021,07,07,19,individual1,11.0,N,Y,0,0.7603949549111227,-0.005240972410271953,1.681995087689553,-0.0011924622360177863
11,2021,07,07,19,individual1,12.0,N,Y,0,-0.12486873570612507,-0.0009207203389203645,1.1670217030368846,-0.0003604914509470298
12,2021,07,07,19,individual1,13.0,N,Y,0,-0.7883396921144707,-0.012589971532841382,1.2135766997896378,-9.896982060975236e-05
13,2021,07,07,19,individual1,14.0,N,Y,0,-1.7582153148307078,-0.002149887532056179,0.8381652736019104,0.0016653626608880727
14,2021,07,07,19,individual1,15.0,N,Y,0,-1.7675052497866774,-0.0038097805379351496,0.7383743720864583,-0.00025261606268971507
15,2021,07,07,19,individual1,16.0,N,Y,0,1.6172981576927243,-0.008742225382756385,1.7815162725981137,0.0022508781189688036
16,2021,07,07,19,individual1,17.0,N,Y,0,2.08843163186329,-0.0012452952698240463,1.1686622982698869,-0.002479361000777816
17,2021,07,07,19,individual1,18.0,N,Y,0,2.1041916838234958,-0.016291810817714903,1.8137000255368059,0.004387947648164361
18,2021,07,07,19,individual1,19.0,N,Y,0,,,2.5238639929789044,-0.002006155270069003
0,2021,07,07,19,individual2,1.0,N,Y,0,,,,
1,2021,07,07,19,individual2,2.0,N,Y,0,-2.7409552764581493,,2.321462501046177,0.002155182837930556
2,2021,07,07,19,individual2,3.0,N,Y,0,-2.808563392020606,-0.00584807746130643,3.689368531915337,0.00019651539489459911
3,2021,07,07,19,individual2,4.0,N,Y,0,-3.021862104424,-0.04114091277091148,3.59186487768319,-0.001428218799735043
4,2021,07,07,19,individual2,5.0,N,Y,0,0.8104564079858905,-0.00704132393977416,3.2427374826484923,0.0013704026069848079
5,2021,07,07,19,individual2,6.0,N,Y,0,3.009989374217403,0.0006654006863120824,3.047423034948128,0.0010150885825791565
6,2021,07,07,19,individual2,7.0,N,Y,0,2.8047152553161507,0.01497418784443639,3.0093653877175726,-0.0006418308692552208
7,2021,07,07,19,individual2,8.0,N,Y,0,2.669336503829781,-0.0038036230147893203,3.112397044010885,-0.00094126863193602
8,2021,07,07,19,individual2,9.0,N,Y,0,2.670004307695982,-0.002036429354636382,3.2271146440939087,-0.0020737493171478307
9,2021,07,07,19,individual2,10.0,N,Y,0,2.68513845063946,0.05768796401496292,2.2969515605749704,0.0015576718424725265
10,2021,07,07,19,individual2,11.0,N,Y,0,2.6953559206405653,0.0031419886845771793,2.642971798511077,-0.0010776284899944592
11,2021,07,07,19,individual2,12.0,N,Y,0,2.642671234093139,-0.0063539940797951115,3.986671712234524,-0.0002022344198010127
12,2021,07,07,19,individual2,13.0,N,Y,0,2.5781981619763235,-0.013565997569083322,4.98379726969947,0.0010241589237788764
13,2021,07,07,19,individual2,14.0,N,Y,0,2.5338168767665583,0.008729998183838373,5.403937552984563,-0.0010188259121729347
14,2021,07,07,19,individual2,15.0,N,Y,0,2.5782655637738823,0.005942915038759892,5.851112636507626,0.0007235461517250786
15,2021,07,07,19,individual2,16.0,N,Y,0,2.552471084611705,,6.083484185171265,
16,2021,07,07,19,individual2,17.0,N,Y,0,,,,
17,2021,07,07,19,individual2,18.0,N,Y,0,,,,
18,2021,07,07,19,individual2,19.0,N,Y,0,,,2.981134590870292,-0.004222137058395421
0,2021,07,07,19,individual3,1.0,N,Y,0,-2.7433906165907995,,2.8639683237563487,0.0013809984482526863
1,2021,07,07,19,individual3,2.0,N,Y,0,-1.1367818888145373,-0.006869219948834345,3.054899011819533,0.0037432691344604168
2,2021,07,07,19,individual3,3.0,N,Y,0,-2.4506191838061357,,3.3324465410954636,0.0021880400858275296
3,2021,07,07,19,individual3,4.0,N,Y,0,,,,
4,2021,07,07,19,individual3,5.0,N,Y,0,,,,
5,2021,07,07,19,individual3,6.0,N,Y,0,,,,
6,2021,07,07,19,individual3,7.0,N,Y,0,,,,
7,2021,07,07,19,individual3,8.0,N,Y,0,3.009803261716682,,4.137421548789735,0.0009736316192528252
8,2021,07,07,19,individual3,9.0,N,Y,0,2.5099218216888786,-0.0014424936425072787,2.681765665498481,0.007987107645260172
9,2021,07,07,19,individual3,10.0,N,Y,0,-0.4215444686842793,0.04019843078171948,1.9933179045582934,-0.00011252496158043207
10,2021,07,07,19,individual3,11.0,N,Y,0,1.6438892471680737,-0.013436835752103183,2.058140823807535,0.0009073095267226853
11,2021,07,07,19,individual3,12.0,N,Y,0,2.0561378064141733,-0.00571927014563011,1.8816767467844215,-0.001176326132360789
12,2021,07,07,19,individual3,13.0,N,Y,0,1.3168104866554324,0.004097260277436458,1.3495817302855173,-0.0012891550590335102
13,2021,07,07,19,individual3,14.0,N,Y,0,1.0134330449883513,-0.0605443071793359,0.794399947959145,0.0016381338998035094
14,2021,07,07,19,individual3,15.0,N,Y,0,0.6206517713760112,,0.624794107211136,-3.481223375330844e-05
15,2021,07,07,19,individual3,16.0,N,Y,0,,,,
16,2021,07,07,19,individual3,17.0,N,Y,0,,,,
17,2021,07,07,19,individual3,18.0,N,Y,0,,,,
18,2021,07,07,19,individual3,19.0,N,Y,0,,,,
0,2021,07,07,19,individual4,1.0,N,Y,0,2.6514815077864986,0.04806096614595713,1.863136309593464,-5.8437682736425964e-05
1,2021,07,07,19,individual4,2.0,N,Y,0,2.947905433758162,0.008848826608617265,1.801107684719011,-0.00026586572089482756
2,2021,07,07,19,individual4,3.0,N,Y,0,-2.047057436789789,0.013498512976691544,1.6721394328799477,-0.0002301017192787023
3,2021,07,07,19,individual4,4.0,N,Y,0,-2.627749169553012,-0.0019913039142327336,1.4108668989970725,-0.0003075440500724244
4,2021,07,07,19,individual4,5.0,N,Y,0,-2.31335469353819,-0.001765483583859917,1.2925109025599608,-0.000708072117553124
5,2021,07,07,19,individual4,6.0,N,Y,0,-2.3614059952243314,0.0009106007628537675,0.9925006322324856,0.0004255135592089927
6,2021,07,07,19,individual4,7.0,N,Y,0,-2.7526664298390875,-0.003337847369545262,0.7693771358797422,-2.200497896609748e-05
7,2021,07,07,19,individual4,8.0,N,Y,0,-1.6355421030113602,-0.003563742654611942,1.5939472485507178,-0.00023510991597873213
8,2021,07,07,19,individual4,9.0,N,Y,0,2.134954403628426,0.0009870793618014019,0.4854674717349539,0.00017531168274551663
9,2021,07,07,19,individual4,10.0,N,Y,0,1.7150780688364018,-0.00307511380540334,0.35945637063821134,-0.0009576620202989435
10,2021,07,07,19,individual4,11.0,N,Y,0,0.5636368125208904,-0.009728071180089021,0.8669889219596513,0.0010900461448806787
11,2021,07,07,19,individual4,12.0,N,Y,0,0.272735334862564,0.002330333673793537,0.8585482144570385,-0.0005692320797427572
12,2021,07,07,19,individual4,13.0,N,Y,0,-0.29170423260982803,-0.007770445523872129,2.128128790265998,0.0005463726594920877
13,2021,07,07,19,individual4,14.0,N,Y,0,0.12854098695154587,-0.0022764878677415017,1.0366550488946136,-0.00015570535691329353
14,2021,07,07,19,individual4,15.0,N,Y,0,0.10385011036415799,-0.0018456171993345557,1.2622515938989398,0.0006233140400486221
15,2021,07,07,19,individual4,16.0,N,Y,0,0.006396176582752528,0.00365115104845202,1.6227113666154855,-0.0012920249256489088
16,2021,07,07,19,individual4,17.0,N,Y,0,-0.314401634670226,-0.0007020284458319822,1.3385210325837873,-0.0004352419991183844
17,2021,07,07,19,individual4,18.0,N,Y,0,-0.7632146202620936,-0.009990674034908683,1.4488268780053482,-0.0003074394978589341
18,2021,07,07,19,individual4,19.0,N,Y,0,,,1.3966862825582878,-0.00017951511518138905
0,2021,07,07,19,individual5,1.0,N,Y,0,,,,
1,2021,07,07,19,individual5,2.0,N,Y,0,0.25520511306881316,,3.558770898587593,-0.0011766321508975483
2,2021,07,07,19,individual5,3.0,N,Y,0,0.40532693651207,0.005947145944384964,3.4099423426579114,-0.006397535803247231
3,2021,07,07,19,individual5,4.0,N,Y,0,0.4639884607629248,3.7721197548529205e-05,2.928835963084976,0.0013879865913528295
4,2021,07,07,19,individual5,5.0,N,Y,0,0.47115637496204515,5.946097924645066e-05,1.813832530173165,-0.00027660222380443763
5,2021,07,07,19,individual5,6.0,N,Y,0,0.3593765542680701,-0.004389119183590266,1.1233235562289803,-0.0012933741845747942
6,2021,07,07,19,individual5,7.0,N,Y,0,0.3183116421482013,0.00802105134496454,0.7888868237637131,0.008496021336095094
7,2021,07,07,19,individual5,8.0,N,Y,0,0.4291958412639474,0.006219671387366069,1.9235739827866951,-0.005787805060991616
8,2021,07,07,19,individual5,9.0,N,Y,0,-0.03912269132334709,-0.07534676159885798,2.9044247492342534,0.006118487123148162
9,2021,07,07,19,individual5,10.0,N,Y,0,-0.020190334960898483,,4.276192550161494,-0.0019498079826129183
10,2021,07,07,19,individual5,11.0,N,Y,0,,,,
11,2021,07,07,19,individual5,12.0,N,Y,0,,,,
12,2021,07,07,19,individual5,13.0,N,Y,0,,,,
13,2021,07,07,19,individual5,14.0,N,Y,0,,,,
14,2021,07,07,19,individual5,15.0,N,Y,0,,,,
15,2021,07,07,19,individual5,16.0,N,Y,0,,,,
16,2021,07,07,19,individual5,17.0,N,Y,0,,,,
17,2021,07,07,19,individual5,18.0,N,Y,0,,,,
18,2021,07,07,19,individual5,19.0,N,Y,0,,,,
0,2021,07,07,19,individual6,1.0,N,Y,0,-0.49011114580329473,,1.863136309593464,0.002417753670333181
1,2021,07,07,19,individual6,2.0,N,Y,0,-0.19368721983163156,0.011256152986714988,1.801107684719011,-0.0014420093720060251
2,2021,07,07,19,individual6,3.0,N,Y,0,0.1918660786573576,0.013736684868932038,1.6497328020168485,0.000270730657169486
3,2021,07,07,19,individual6,4.0,N,Y,0,0.5138434840367807,0.00683698798374784,1.4108668989970725,-0.0004972638591447691
4,2021,07,07,19,individual6,5.0,N,Y,0,0.8282379600516033,0.0018047541574396613,1.2925109025599608,-0.00016922361977531148
5,2021,07,07,19,individual6,6.0,N,Y,0,1.1151161408418724,0.0010707529980904702,1.0172426005202653,-0.00032037896102044645
6,2021,07,07,19,individual6,7.0,N,Y,0,1.4504215464631567,0.006139715798122261,0.9889107279275008,0.0012448990777802439
7,2021,07,07,19,individual6,8.0,N,Y,0,0.5297182448491086,0.0002084401971970277,1.4259108033508903,-0.00825318445076444
8,2021,07,07,19,individual6,9.0,N,Y,0,0.3628691652533403,,1.4308839556791062,
9,2021,07,07,19,individual6,10.0,N,Y,0,,,,
10,2021,07,07,19,individual6,11.0,N,Y,0,,,,
11,2021,07,07,19,individual6,12.0,N,Y,0,,,,
12,2021,07,07,19,individual6,13.0,N,Y,0,,,,
13,2021,07,07,19,individual6,14.0,N,Y,0,,,,
14,2021,07,07,19,individual6,15.0,N,Y,0,,,,
15,2021,07,07,19,individual6,16.0,N,Y,0,,,,
16,2021,07,07,19,individual6,17.0,N,Y,0,,,,
17,2021,07,07,19,individual6,18.0,N,Y,0,,,,
18,2021,07,07,19,individual6,19.0,N,Y,0,,,,
0,2021,07,07,19,individual7,1.0,N,Y,0,,,,
1,2021,07,07,19,individual7,2.0,N,Y,0,,,,
2,2021,07,07,19,individual7,3.0,N,Y,0,,,,
3,2021,07,07,19,individual7,4.0,N,Y,0,,,,
4,2021,07,07,19,individual7,5.0,N,Y,0,,,,
5,2021,07,07,19,individual7,6.0,N,Y,0,,,,
6,2021,07,07,19,individual7,7.0,N,Y,0,,,,
7,2021,07,07,19,individual7,8.0,N,Y,0,,,,
8,2021,07,07,19,individual7,9.0,N,Y,0,,,,
9,2021,07,07,19,individual7,10.0,N,Y,0,,,,
10,2021,07,07,19,individual7,11.0,N,Y,0,3.007916004367873,,1.1953306177289695,0.0003770092055015474
11,2021,07,07,19,individual7,12.0,N,Y,0,3.016723917883668,-0.006297583085129417,1.1670217030368846,-0.0010475343705168999
12,2021,07,07,19,individual7,13.0,N,Y,0,2.961798458412567,-0.010437691332199352,1.2711652529015434,-0.00013962421961720133
13,2021,07,07,19,individual7,14.0,N,Y,0,2.6022078720602493,-0.0014025436990734478,1.3189872160829592,-9.74154947716593e-05
14,2021,07,07,19,individual7,15.0,N,Y,0,2.9771744116821495,-0.029584468244479814,1.1453864166977368,0.00438198207159306
15,2021,07,07,19,individual7,16.0,N,Y,0,1.8247446944290115,,0.7276455025434976,-0.012242162928570112
16,2021,07,07,19,individual7,17.0,N,Y,0,,,,
17,2021,07,07,19,individual7,18.0,N,Y,0,,,,
18,2021,07,07,19,individual7,19.0,N,Y,0,,,,
0,2021,07,07,19,individual8,1.0,N,Y,0,,,,
1,2021,07,07,19,individual8,2.0,N,Y,0,,,,
2,2021,07,07,19,individual8,3.0,N,Y,0,-2.0251003900247415,,1.1376169190183123,
3,2021,07,07,19,individual8,4.0,N,Y,0,,,,
4,2021,07,07,19,individual8,5.0,N,Y,0,,,,
5,2021,07,07,19,individual8,6.0,N,Y,0,,,,
6,2021,07,07,19,individual8,7.0,N,Y,0,,,,
7,2021,07,07,19,individual8,8.0,N,Y,0,-0.8769494406746072,,0.5300589968991005,-0.010695767401993331
8,2021,07,07,19,individual8,9.0,N,Y,0,-1.0066382499613677,-0.005706473589370823,0.4854674717349539,-0.0006688061103158543
9,2021,07,07,19,individual8,10.0,N,Y,0,-1.426514584753391,-0.0029083213940498446,0.35945637063821134,0.002443191363081098
10,2021,07,07,19,individual8,11.0,N,Y,0,-2.346258056001764,0.0008891060267708701,0.4331630187969254,-0.006027254965418527
11,2021,07,07,19,individual8,12.0,N,Y,0,-2.726733958676614,-0.00027854497010118063,0.5565864884223253,0.0011532372967621902
12,2021,07,07,19,individual8,13.0,N,Y,0,-2.9882652592665484,-0.0001880863136918022,0.927932098994941,-0.004820422915743284
13,2021,07,07,19,individual8,14.0,N,Y,0,-3.0130516666382476,-0.0010233638025645183,1.0366550488946136,-0.0005501485732706752
14,2021,07,07,19,individual8,15.0,N,Y,0,-3.037742543225635,-0.0014162665879930828,1.2622515938989398,0.0006788138190645552
15,2021,07,07,19,individual8,16.0,N,Y,0,-2.1911889510081948,-0.016018998606165645,1.3491691025272974,-0.0028968473992075057
16,2021,07,07,19,individual8,17.0,N,Y,0,-1.0531610217265033,-0.0051238401015188915,1.1686622982698869,-0.00037174124110312296
17,2021,07,07,19,individual8,18.0,N,Y,0,1.5994608985402645,-0.015633935142236644,1.441232050331136,0.001670852924165131
18,2021,07,07,19,individual8,19.0,N,Y,0,,,1.6634124038596618,-0.0010615578971308322
0,2023,12,05,17,individual1,1.0,Y,Y,0,0.43052249127032516,-0.024718900008250395,1.262898596073606,-0.0013715025685812733
1,2023,12,05,17,individual1,2.0,Y,Y,0,0.03781018768418485,0.005679819704278399,1.314240562302914,0.002583241118303693
2,2023,12,05,17,individual1,3.0,Y,Y,0,-0.9230929427070845,0.0002281470188310523,0.820007253359164,-0.0010470270882558387
3,2023,12,05,17,individual1,4.0,Y,Y,0,-1.940231400328524,-0.00440103696442278,0.5046562164297497,0.0014084277876727145
4,2023,12,05,17,individual1,5.0,Y,Y,0,-2.37243015447729,-0.0005721591375478656,0.7108401078346344,-0.0002468580164473289
5,2023,12,05,17,individual1,6.0,Y,Y,0,-0.909916254442526,0.004142736468535146,0.6327338002023679,-0.002558730671147252
6,2023,12,05,17,individual1,7.0,Y,Y,0,0.5573671914461089,-0.0006158649563465549,0.4297789271303015,0.002727066639670292
7,2023,12,05,17,individual1,8.0,Y,Y,0,2.405315207906832,0.0016406559881781608,0.7275556004278583,-0.00126710929697104
8,2023,12,05,17,individual1,9.0,Y,Y,0,2.458975767317684,-0.006710699892280816,1.223915384657639,-0.0008726438692055333
9,2023,12,05,17,individual1,10.0,Y,Y,0,2.319675287177921,-0.0017185576495019543,1.2026439148837937,-6.303196853732411e-06
10,2023,12,05,17,individual1,11.0,Y,Y,0,2.215534112077269,-0.0069841315792431875,1.0466064870614886,-0.000682523967917749
11,2023,12,05,17,individual1,12.0,Y,Y,0,1.88286874158502,-0.02902523121891789,1.0703502336122457,0.003211542458276469
12,2023,12,05,17,individual1,13.0,Y,Y,0,1.3207098990024115,0.10162917338006452,1.152099191967355,-0.002970585726177965
13,2023,12,05,17,individual1,14.0,Y,Y,0,1.7010924589069785,-0.006289636221505594,1.4380553317102496,0.0027727752159067702
14,2023,12,05,17,individual1,15.0,Y,Y,0,2.016912106399667,0.0036751420316221287,1.5007607613741984,0.00025430365770549575
15,2023,12,05,17,individual1,16.0,Y,Y,0,2.1145357225719223,0.0025319639051883352,1.6407347299860866,-0.0031063545012213084
16,2023,12,05,17,individual1,17.0,Y,Y,0,2.187138841469556,-0.10345677471667201,1.8732546852822367,0.0014706058933141328
17,2023,12,05,17,individual1,18.0,Y,Y,0,2.2273796959594483,0.0013675918504593967,2.1379553251842816,0.0016356433187960965
18,2023,12,05,17,individual1,19.0,Y,Y,0,2.291178487981385,0.00010492718927047987,2.337894008730662,-0.00024368154378243828
19,2023,12,05,17,individual1,20.0,Y,Y,0,2.3739499894045197,-8.81603948847213e-06,2.586520539294051,-0.002293187689051218
20,2023,12,05,17,individual1,21.0,Y,Y,0,1.8984112329083216,0.10224106148143935,2.646002229604394,-0.0006199422165986676
21,2023,12,05,17,individual1,22.0,Y,Y,0,1.539430454362172,-0.0007003621699036197,2.5838532136439585,6.830997979565757e-05
22,2023,12,05,17,individual1,23.0,Y,Y,0,,,2.592575346236896,2.8578798154609703e-05
0,2023,12,05,17,individual2,1.0,Y,Y,0,2.28808286033201,-0.007610718107248273,0.9499082212738064,0.0017159437627824626
1,2023,12,05,17,individual2,2.0,Y,Y,0,-1.2848591972496513,0.0019472249389922405,1.1454375115107118,0.0015053873479455122
2,2023,12,05,17,individual2,3.0,Y,Y,0,-2.5129077534145656,-0.0008926882017005496,1.0603716565098218,-0.001735225619031814
3,2023,12,05,17,individual2,4.0,Y,Y,0,1.6960022844424392,-0.02508937867834211,1.4158306642760203,0.0008803599275939545
4,2023,12,05,17,individual2,5.0,Y,Y,0,2.6515244893572816,-0.010154448002840622,1.0105770674826438,-0.002492391207519717
5,2023,12,05,17,individual2,6.0,Y,Y,0,2.1016014331783075,0.10177609917623331,0.6672542458993742,0.0030557023293462625
6,2023,12,05,17,individual2,7.0,Y,Y,0,0.9909698917484893,-0.0029654946462820482,0.48311859421283465,-0.000381232927603864
7,2023,12,05,17,individual2,8.0,Y,Y,0,0.9771840191040713,0.000337782836975579,0.721073762642703,0.00014157687982260656
8,2023,12,05,17,individual2,9.0,Y,Y,0,1.2381518666782172,0.002489509307911549,0.8518282270625785,-0.002943235102890838
9,2023,12,05,17,individual2,10.0,Y,Y,0,1.3964505820553814,-0.002915606721714862,0.8657383950350699,0.0008462709730202337
10,2023,12,05,17,individual2,11.0,Y,Y,0,0.2867941462193894,0.0018914701650415643,0.9611889920545219,-0.0007150205340908655
11,2023,12,05,17,individual2,12.0,Y,Y,0,1.5176178208654025,3.1602000974362274e-05,0.922725271359074,0.0018126614579729856
12,2023,12,05,17,individual2,13.0,Y,Y,0,2.4471498781581085,0.0004963716752161821,0.9914264684338757,-0.0017429236060050644
13,2023,12,05,17,individual2,14.0,Y,Y,0,2.207790042122457,0.0005368173760267843,1.1521301600865623,0.0014811324815116088
14,2023,12,05,17,individual2,15.0,Y,Y,0,1.8650449480116114,-0.01697307497766507,1.5148653730601207,0.0002672832468938276
15,2023,12,05,17,individual2,16.0,Y,Y,0,1.4304396449556873,0.00010234245741642667,1.5003895285314304,0.0019518572024451982
16,2023,12,05,17,individual2,17.0,Y,Y,0,1.192124305967279,0.0002003480610031231,1.2819739770795378,-0.0021527035437638423
17,2023,12,05,17,individual2,18.0,Y,Y,0,0.9065926705399946,-0.0005159176347465877,0.9682209139338129,0.0021553547400758504
18,2023,12,05,17,individual2,19.0,Y,Y,0,0.5311682111150777,-0.012097092590267962,1.034895573460304,-0.0029969185696701226
19,2023,12,05,17,individual2,20.0,Y,Y,0,-0.45493826144549043,-0.009163668558494282,1.1517560327232197,0.009621423255259842
20,2023,12,05,17,individual2,21.0,Y,Y,0,-1.1647937311078342,-0.0016505910998668141,1.1213484242197378,-0.0037370353291454896
21,2023,12,05,17,individual2,22.0,Y,Y,0,-2.388579841591066,-0.011256486400975976,1.136432420470351,-0.00010327772367931707
22,2023,12,05,17,individual2,23.0,Y,Y,0,,,1.1384368160529013,0.0017527320379022919
0,2023,12,05,17,individual3,1.0,Y,Y,0,2.4771490076697233,-0.016481950270980962,1.1660976840769122,0.0007784654200549573
1,2023,12,05,17,individual3,2.0,Y,Y,0,2.1470299954402883,-0.012239461645666427,1.044460726308154,-0.0007559462671644061
