pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
237.014749,830.783048,196.892474,905.411752
264.901892,831.511748,219.883896,906.703485
223.542124,278.944063,194.773143,312.876656
300.760318,801.309852,377.749387,882.268225
